DATE,MarketTempIdx,DaysToClose,DaysOnZillow,ListingPriceCutAmt,ListingPriceCutPct,NewConstructMeanSalePrice,NewConstructSalesCount,SalesCount,SalePrice,MORTGAGE15US,MORTGAGE30US,RATE_DIFFERENCE
2023-04,67.0,28.0,35.0,17673.241953385128,0.1841960655017034,522479.1891233766,1232.0,7528.0,370068.6908601968,5.662,6.342,0.68
2023-05,66.0,27.0,34.0,17292.157118685038,0.1954267482052645,529169.2821052632,1425.0,8667.0,371347.3314245104,5.808,6.425,0.617
2023-06,65.0,27.0,32.0,18300.43528458578,0.2220754812820643,505182.6036171816,1327.0,8710.0,373089.6693515296,6.088,6.714,0.626
2023-07,63.0,26.0,33.0,16871.795185185187,0.2401042188596051,508808.5168855535,1066.0,7428.0,375070.75683317,6.178,6.84,0.662
2023-08,60.0,24.0,34.0,15797.858362631843,0.257183908045977,536407.48787062,1113.0,8195.0,376961.257259652,6.43,7.072,0.642
2023-09,56.0,26.0,38.0,15753.859220198146,0.2657271538573296,532782.3132075472,1060.0,7014.0,378581.4311840862,6.572,7.2,0.628
2023-10,52.0,25.0,39.0,15690.15534979424,0.2817648172694565,550899.4494047619,1008.0,6579.0,379861.4685537136,6.905,7.62,0.715
2023-11,50.0,25.0,45.0,14686.972996364895,0.2566324033284385,528036.7686796315,978.0,5797.0,380819.4620080036,6.766,7.442,0.676
2023-12,54.0,25.0,51.0,14535.915909756812,0.1750852514919011,535418.4600725953,1102.0,5909.0,381501.64428250905,6.138,6.815,0.678
2024-01,57.0,26.0,54.0,14416.791327361563,0.2352788586251621,501731.3962264151,795.0,5036.0,382055.4880835134,5.87,6.643,0.773
2024-02,59.0,25.0,50.0,13899.210736379964,0.2254854368932038,519554.3485005171,967.0,5786.0,382993.9722812499,6.102,6.776,0.674
2024-03,57.0,25.0,41.0,15359.677683075315,0.2359842378649471,535044.0502164502,1155.0,7173.0,384542.454661608,6.175,6.82,0.645
2024-04,55.0,25.0,41.0,14769.656858502813,0.25471424427038,550809.895716946,1074.0,7872.0,386333.2045754148,6.263,6.992,0.73
2024-05,51.0,25.0,40.0,15102.343886994642,0.2792340655522526,531427.1601150527,1043.0,8275.0,387488.0716647239,6.346,7.06,0.714
2024-06,48.0,25.0,41.0,15380.355736442636,0.2942599516164504,531327.2979414951,924.0,7181.0,387713.4723422431,6.188,6.918,0.73
