DATE,MORTGAGE15US,MORTGAGE30US,RATE_DIFFERENCE
1991-08-31,8.77,9.15,0.3800000000000008
1991-09-30,8.67,9.0075,0.33750000000000036
1991-10-31,8.4825,8.855,0.37250000000000005
1991-11-30,8.325999999999999,8.712,0.38599999999999995
1991-12-31,8.07,8.497499999999999,0.4274999999999993
1992-01-31,8.006,8.431999999999999,0.42600000000000016
1992-02-29,8.3825,8.7625,0.38000000000000034
1992-03-31,8.5775,8.935,0.35749999999999993
1992-04-30,8.47,8.8525,0.38249999999999984
1992-05-31,8.294,8.672,0.3779999999999994
1992-06-30,8.0775,8.51,0.4325000000000001
1992-07-31,7.67,8.128,0.4580000000000002
1992-08-31,7.49,7.975,0.4850000000000001
1992-09-30,7.405,7.922499999999999,0.5174999999999996
1992-10-31,7.545999999999999,8.088,0.5420000000000004
1992-11-30,7.795,8.305,0.5099999999999998
1992-12-31,7.742,8.206,0.46400000000000025
1993-01-31,7.51,7.9925,0.48250000000000015
1993-02-28,7.17,7.6825,0.5125000000000002
1993-03-31,6.99,7.495,0.5050000000000001
1993-04-30,6.959999999999999,7.4719999999999995,0.5119999999999999
1993-05-31,6.9275,7.465,0.5374999999999996
1993-06-30,6.915,7.4175,0.5025
1993-07-31,6.718000000000001,7.206,0.48800000000000027
1993-08-31,6.6274999999999995,7.1125,0.4849999999999999
1993-09-30,6.4399999999999995,6.915,0.4750000000000001
1993-10-31,6.3740000000000006,6.8340000000000005,0.45999999999999996
1993-11-30,6.6875,7.155,0.4675
1993-12-31,6.682,7.172,0.48999999999999966
1994-01-31,6.565,7.0600000000000005,0.4949999999999999
1994-02-28,6.654999999999999,7.1525,0.4975000000000003
1994-03-31,7.1825,7.675,0.49249999999999994
1994-04-30,7.8,8.315999999999999,0.5160000000000002
1994-05-31,8.0775,8.5975,0.52
1994-06-30,7.91,8.3975,0.4875000000000005
1994-07-31,8.112,8.614,0.502
1994-08-31,8.02,8.5125,0.4924999999999997
1994-09-30,8.132000000000001,8.64,0.508
1994-10-31,8.387500000000001,8.925,0.5374999999999992
1994-11-30,8.665,9.17,0.5049999999999999
1994-12-31,8.803999999999998,9.198,0.39400000000000013
1995-01-31,8.795,9.1475,0.3525000000000009
1995-02-28,8.46,8.8275,0.36750000000000016
1995-03-31,8.064,8.462,0.398
1995-04-30,7.88,8.32,0.43999999999999995
1995-05-31,7.51,7.955,0.44499999999999984
1995-06-30,7.062,7.566,0.5039999999999999
1995-07-31,7.0875,7.6075,0.52
1995-08-31,7.359999999999999,7.86,0.5000000000000004
1995-09-30,7.159999999999999,7.636,0.476
1995-10-31,7.0075,7.475,0.46750000000000025
1995-11-30,6.8875,7.3774999999999995,0.49
1995-12-31,6.736,7.2,0.4640000000000001
1996-01-31,6.545,7.029999999999999,0.4849999999999999
1996-02-29,6.56,7.075,0.5150000000000001
