CityName,StateName,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06
CENTRALIA,WA,45.0,40.0,40.0,37.0,39.0,41.0,39.0,37.0,41.0,40.0,36.0,38.0,41.0,40.0,34.0,35.0,38.0,37.0,37.0,40.0,40.0,38.0,42.0,42.0,45.0,41.0,40.0,37.0,40.0,40.0,41.0,40.0,45.0,44.0,42.0,44.0,38.0,37.0,36.0,37.0,36.0,37.0,36.0,37.0,35.0,37.0,38.0,39.0,41.0,40.0,33.0,31.0,33.0,33.0,31.0,35.0,31.0,30.0,33.0,34.0,41.0,30.0,34.0,33.0,32.0,33.0,35.0,35.0,35.0,34.0,33.0,32.0,39.0,31.0,29.0,32.0,28.0,34.0
HINESVILLE,GA,,,36.0,34.0,35.0,45.0,36.0,40.0,38.0,38.0,37.0,47.0,46.0,41.0,35.0,38.0,37.0,37.0,43.0,35.0,39.0,38.0,43.0,31.0,42.0,33.0,36.0,38.0,44.0,42.0,40.0,39.0,40.0,38.0,37.0,41.0,41.0,39.0,40.0,36.0,39.0,40.0,38.0,37.0,38.0,39.0,37.0,36.0,31.0,38.0,32.0,35.0,34.0,36.0,36.0,35.0,34.0,35.0,31.0,33.0,33.0,32.0,32.0,30.0,35.0,37.0,36.0,34.0,36.0,32.0,33.0,34.0,29.0,30.0,29.0,34.0,35.0,37.0
DUBOIS,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,38.0,44.0,48.0,44.0
WARSAW,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22.0,37.0,31.0,27.0,34.0,33.0,17.0,30.0,34.0,35.0,35.0,37.0,36.0,36.0,35.0,36.0,33.0,38.0,33.0,35.0,31.0,32.0,33.0,32.0,35.0,32.0,32.0,35.0,30.0,31.0,37.0,30.0,30.0,28.0,31.0,32.0,29.0,23.0,26.0,24.0,20.0,23.0,20.0,21.0,21.0,23.0,21.0,21.0
PLATTSBURGH,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,59.0,60.0,53.0,54.0,64.0,65.0,71.0,66.0,68.0,72.0,52.0,64.0,58.0,64.0,61.0,64.0,64.0,66.0,59.0,69.0,60.0,66.0,60.0,59.0,59.0,62.0,62.0,62.0,60.0,55.0,60.0,55.0,55.0,59.0,58.0,57.0,56.0,58.0,61.0,59.0,59.0,57.0,57.0,54.0,58.0,56.0,51.0,52.0,56.0,57.0,55.0
STATESBORO,GA,42.0,24.0,26.0,29.0,30.0,29.0,29.0,28.0,32.0,25.0,28.0,36.0,28.0,34.0,27.0,30.0,27.0,28.0,32.0,31.0,33.0,29.0,32.0,29.0,37.0,28.0,33.0,36.0,31.0,32.0,33.0,37.0,38.0,37.0,43.0,40.0,38.0,33.0,35.0,38.0,35.0,38.0,37.0,34.0,34.0,31.0,35.0,33.0,33.0,34.0,33.0,32.0,35.0,37.0,33.0,36.0,34.0,34.0,33.0,29.0,24.0,30.0,29.0,33.0,29.0,30.0,26.0,29.0,33.0,37.0,30.0,25.0,,28.0,27.0,31.0,27.0,35.0
WILSON,NC,45.0,34.0,41.0,36.0,36.0,38.0,43.0,36.0,37.0,37.0,39.0,37.0,42.0,37.0,37.0,40.0,37.0,39.0,37.0,38.0,39.0,40.0,37.0,41.0,40.0,44.0,36.0,42.0,39.0,46.0,42.0,45.0,44.0,40.0,47.0,42.0,42.0,41.0,41.0,41.0,41.0,40.0,42.0,45.0,40.0,37.0,41.0,38.0,41.0,34.0,38.0,37.0,35.0,38.0,38.0,38.0,36.0,36.0,39.0,31.0,32.0,28.0,30.0,32.0,35.0,37.0,36.0,36.0,36.0,31.0,37.0,34.0,31.0,34.0,34.0,31.0,38.0,36.0
GLENWOOD SPRINGS,CO,45.0,40.0,42.0,37.0,47.0,41.0,42.0,40.0,39.0,40.0,41.0,39.0,44.0,37.0,40.0,41.0,44.0,43.0,40.0,39.0,42.0,43.0,42.0,45.0,44.0,44.0,43.0,45.0,42.0,42.0,38.0,40.0,41.0,46.0,44.0,46.0,45.0,41.0,42.0,47.0,44.0,44.0,39.0,41.0,43.0,46.0,45.0,39.0,46.0,41.0,40.0,43.0,41.0,42.0,34.0,35.0,38.0,41.0,39.0,38.0,43.0,38.0,39.0,38.0,38.0,37.0,36.0,37.0,37.0,37.0,40.0,41.0,44.0,39.0,40.0,40.0,37.0,40.0
SENECA,SC,,,,,,,,,,,,,,42.0,31.0,23.0,30.0,37.0,38.0,42.0,35.0,41.0,41.0,46.0,50.0,39.0,40.0,46.0,39.0,43.0,42.0,42.0,42.0,41.0,42.0,44.0,42.0,42.0,39.0,44.0,41.0,44.0,42.0,38.0,40.0,45.0,42.0,42.0,43.0,39.0,39.0,38.0,39.0,39.0,40.0,36.0,39.0,38.0,36.0,38.0,43.0,32.0,37.0,37.0,39.0,38.0,37.0,41.0,36.0,39.0,37.0,37.0,37.0,33.0,37.0,35.0,38.0,36.0
OLEAN,NY,,,,,,,,,,,,,,,59.0,49.0,56.0,61.0,62.0,57.0,60.0,62.0,57.0,65.0,64.0,57.0,52.0,58.0,59.0,68.0,52.0,63.0,63.0,64.0,68.0,63.0,67.0,62.0,66.0,66.0,70.0,67.0,64.0,68.0,73.0,76.0,71.0,69.0,70.0,71.0,64.0,62.0,57.0,66.0,61.0,66.0,70.0,64.0,64.0,65.0,60.0,67.0,62.0,57.0,59.0,65.0,63.0,66.0,67.0,61.0,67.0,60.0,68.0,60.0,64.0,56.0,62.0,54.0
CHILLICOTHE,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,30.0,29.0,32.0
SEARCY,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,24.0,28.0,32.0,29.0,35.0,29.0,25.0,29.0,27.0,21.0,27.0,31.0,26.0,25.0,30.0,28.0,27.0
PORT ANGELES,WA,46.0,38.0,36.0,35.0,39.0,39.0,37.0,38.0,38.0,37.0,35.0,38.0,41.0,39.0,26.0,27.0,35.0,41.0,36.0,39.0,37.0,38.0,38.0,41.0,44.0,39.0,37.0,38.0,43.0,42.0,41.0,40.0,42.0,42.0,41.0,40.0,41.0,35.0,35.0,33.0,31.0,32.0,35.0,33.0,34.0,33.0,34.0,33.0,39.0,34.0,30.0,30.0,31.0,29.0,29.0,31.0,31.0,30.0,32.0,36.0,37.0,33.0,31.0,32.0,33.0,33.0,36.0,32.0,32.0,30.0,33.0,36.0,27.0,33.0,32.0,30.0,32.0,34.0
AUBURN,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,64.0,65.0
KEENE,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,43.0,37.0,39.0
HEBER,UT,35.0,33.0,34.0,37.0,36.0,36.0,35.0,35.0,34.0,33.0,35.0,33.0,39.0,35.0,30.0,36.0,36.0,34.0,35.0,34.0,34.0,35.0,35.0,35.0,35.0,33.0,35.0,41.0,34.0,33.0,33.0,32.0,33.0,37.0,35.0,36.0,24.0,27.0,32.0,32.0,32.0,33.0,31.0,30.0,32.0,32.0,33.0,32.0,36.0,29.0,31.0,32.0,31.0,32.0,30.0,28.0,30.0,30.0,33.0,32.0,29.0,28.0,31.0,33.0,31.0,37.0,29.0,28.0,29.0,32.0,29.0,33.0,33.0,31.0,32.0,32.0,31.0,34.0
QUINCY,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,30.0,39.0,41.0,43.0,41.0,41.0,34.0,43.0,40.0,37.0,38.0,37.0,35.0,35.0,32.0,38.0,34.0,32.0,40.0,34.0,40.0,40.0,34.0,36.0,34.0,31.0,35.0,36.0,31.0,34.0,32.0,35.0,37.0
SANDUSKY,OH,42.0,41.0,31.0,36.0,34.0,35.0,35.0,33.0,38.0,39.0,33.0,36.0,31.0,34.0,38.0,36.0,36.0,38.0,36.0,37.0,33.0,33.0,32.0,35.0,39.0,37.0,34.0,35.0,45.0,37.0,39.0,40.0,38.0,40.0,44.0,43.0,43.0,38.0,38.0,38.0,42.0,40.0,41.0,39.0,41.0,38.0,38.0,35.0,40.0,34.0,39.0,34.0,30.0,37.0,36.0,35.0,39.0,35.0,34.0,34.0,31.0,37.0,32.0,34.0,32.0,35.0,34.0,35.0,32.0,28.0,34.0,39.0,41.0,29.0,31.0,34.0,34.0,30.0
FINDLAY,OH,33.0,29.0,36.0,35.0,35.0,37.0,34.0,32.0,37.0,36.0,31.0,32.0,35.0,34.0,34.0,38.0,31.0,38.0,36.0,35.0,35.0,36.0,30.0,30.0,39.0,32.0,40.0,38.0,35.0,34.0,38.0,36.0,39.0,37.0,39.0,39.0,41.0,36.0,35.0,36.0,36.0,40.0,38.0,38.0,37.0,37.0,37.0,34.0,39.0,38.0,30.0,36.0,35.0,34.0,33.0,35.0,30.0,33.0,32.0,34.0,32.0,30.0,34.0,36.0,30.0,35.0,33.0,30.0,32.0,29.0,30.0,32.0,30.0,31.0,37.0,37.0,36.0,33.0
FRANKFORT,KY,40.0,34.0,34.0,35.0,37.0,40.0,42.0,36.0,39.0,37.0,38.0,41.0,37.0,39.0,39.0,35.0,39.0,38.0,36.0,38.0,38.0,39.0,42.0,41.0,40.0,34.0,37.0,41.0,41.0,45.0,46.0,42.0,46.0,47.0,39.0,47.0,41.0,41.0,43.0,43.0,45.0,43.0,36.0,38.0,39.0,41.0,41.0,43.0,43.0,38.0,34.0,37.0,37.0,38.0,34.0,35.0,37.0,36.0,33.0,39.0,32.0,30.0,37.0,35.0,38.0,34.0,37.0,33.0,34.0,36.0,32.0,34.0,36.0,33.0,37.0,35.0,36.0,37.0
DANVILLE,IL,,,,,,,,,,,,,,,,,,,,,,,,29.0,32.0,36.0,30.0,36.0,37.0,34.0,34.0,35.0,37.0,31.0,30.0,29.0,36.0,35.0,36.0,45.0,37.0,43.0,47.0,41.0,44.0,40.0,40.0,43.0,43.0,36.0,37.0,40.0,40.0,38.0,40.0,41.0,40.0,35.0,37.0,33.0,38.0,39.0,39.0,38.0,37.0,37.0,40.0,34.0,34.0,36.0,35.0,40.0,41.0,40.0,31.0,31.0,36.0,37.0
ABERDEEN,WA,44.0,36.0,37.0,39.0,36.0,40.0,32.0,39.0,36.0,38.0,39.0,37.0,40.0,39.0,34.0,33.0,35.0,35.0,38.0,39.0,40.0,42.0,42.0,40.0,43.0,39.0,39.0,40.0,41.0,39.0,40.0,40.0,40.0,42.0,39.0,43.0,41.0,40.0,35.0,38.0,36.0,34.0,38.0,35.0,36.0,39.0,38.0,42.0,42.0,31.0,34.0,32.0,31.0,31.0,32.0,32.0,33.0,30.0,31.0,30.0,35.0,31.0,30.0,34.0,32.0,33.0,33.0,32.0,30.0,35.0,30.0,32.0,34.0,28.0,32.0,35.0,32.0,33.0
SOMERSET,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,40.0,46.0,43.0,44.0,40.0,48.0,47.0,41.0,41.0,43.0,37.0,42.0,43.0,43.0,39.0,44.0,40.0,37.0,47.0,40.0,43.0,39.0,40.0,38.0,38.0,38.0,38.0,37.0,37.0,39.0,34.0,37.0,34.0,38.0,39.0,39.0,39.0,38.0,38.0,38.0,37.0,37.0,43.0,39.0,40.0,34.0,38.0,35.0
JEFFERSON,GA,39.0,31.0,30.0,31.0,32.0,39.0,26.0,29.0,32.0,31.0,31.0,33.0,33.0,30.0,30.0,33.0,32.0,34.0,35.0,32.0,33.0,37.0,30.0,34.0,33.0,30.0,32.0,32.0,32.0,30.0,35.0,33.0,32.0,35.0,31.0,34.0,34.0,35.0,31.0,32.0,32.0,31.0,32.0,28.0,30.0,31.0,32.0,31.0,33.0,29.0,27.0,32.0,27.0,28.0,27.0,29.0,24.0,29.0,27.0,30.0,32.0,33.0,28.0,30.0,29.0,29.0,30.0,26.0,26.0,29.0,28.0,30.0,27.0,26.0,28.0,26.0,25.0,29.0
KAPAA,HI,58.0,47.0,53.0,55.0,49.0,54.0,51.0,53.0,57.0,47.0,50.0,50.0,53.0,44.0,43.0,49.0,57.0,54.0,51.0,59.0,60.0,55.0,52.0,51.0,55.0,51.0,55.0,60.0,65.0,52.0,53.0,52.0,56.0,51.0,52.0,53.0,47.0,50.0,51.0,53.0,50.0,54.0,45.0,58.0,54.0,51.0,49.0,54.0,59.0,53.0,47.0,48.0,49.0,50.0,51.0,42.0,45.0,49.0,40.0,42.0,48.0,46.0,41.0,45.0,47.0,44.0,42.0,46.0,44.0,44.0,43.0,46.0,43.0,44.0,42.0,48.0,44.0,48.0
PALATKA,FL,38.0,28.0,23.0,26.0,32.0,33.0,29.0,32.0,33.0,33.0,30.0,24.0,31.0,25.0,27.0,27.0,28.0,34.0,36.0,36.0,34.0,41.0,33.0,37.0,37.0,36.0,30.0,33.0,36.0,42.0,47.0,42.0,37.0,42.0,41.0,48.0,42.0,38.0,36.0,34.0,41.0,41.0,44.0,40.0,43.0,38.0,40.0,43.0,39.0,42.0,38.0,39.0,38.0,39.0,36.0,37.0,37.0,30.0,32.0,30.0,30.0,26.0,25.0,31.0,32.0,28.0,30.0,24.0,29.0,23.0,28.0,26.0,33.0,32.0,28.0,25.0,30.0,35.0
HOBBS,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,35.0,41.0
SHAWNEE,OK,,,,,30.0,39.0,36.0,34.0,40.0,34.0,37.0,36.0,47.0,25.0,31.0,38.0,35.0,39.0,36.0,36.0,39.0,41.0,45.0,40.0,40.0,37.0,34.0,37.0,42.0,44.0,42.0,39.0,45.0,44.0,43.0,48.0,49.0,40.0,41.0,40.0,43.0,45.0,48.0,44.0,41.0,43.0,42.0,45.0,46.0,44.0,43.0,41.0,39.0,39.0,35.0,39.0,35.0,38.0,33.0,37.0,36.0,32.0,39.0,38.0,37.0,37.0,39.0,37.0,37.0,37.0,36.0,32.0,35.0,37.0,31.0,37.0,37.0,35.0
FORT PAYNE,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,35.0,35.0,31.0,35.0,37.0,32.0,37.0
MOUNT AIRY,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,35.0,39.0,32.0,35.0,39.0,36.0
GREENEVILLE,TN,40.0,51.0,35.0,35.0,41.0,49.0,32.0,40.0,44.0,46.0,41.0,38.0,42.0,45.0,44.0,38.0,38.0,39.0,37.0,43.0,39.0,44.0,39.0,42.0,34.0,42.0,37.0,41.0,39.0,46.0,43.0,44.0,42.0,42.0,43.0,45.0,45.0,43.0,44.0,43.0,43.0,40.0,48.0,47.0,38.0,43.0,41.0,40.0,50.0,40.0,39.0,36.0,41.0,36.0,34.0,39.0,40.0,38.0,38.0,35.0,47.0,33.0,38.0,32.0,33.0,37.0,40.0,35.0,35.0,35.0,31.0,29.0,42.0,35.0,39.0,35.0,34.0,37.0
GREENWOOD,SC,,,,,,,,,,,,,,,39.0,37.0,45.0,42.0,43.0,40.0,43.0,37.0,45.0,44.0,49.0,41.0,37.0,41.0,44.0,41.0,43.0,43.0,44.0,41.0,49.0,44.0,48.0,47.0,46.0,41.0,43.0,47.0,44.0,45.0,44.0,45.0,45.0,45.0,47.0,42.0,46.0,40.0,40.0,44.0,46.0,42.0,40.0,39.0,36.0,40.0,40.0,40.0,37.0,41.0,39.0,42.0,40.0,37.0,44.0,37.0,37.0,36.0,46.0,41.0,34.0,38.0,39.0,40.0
LAKE CITY,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,41.0,37.0,42.0
KLAMATH FALLS,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,39.0,42.0,47.0,45.0,52.0,50.0,47.0,53.0,50.0,52.0,51.0,50.0,57.0,53.0,54.0,56.0,51.0,51.0,49.0,53.0,51.0,43.0,38.0,44.0,43.0,43.0,42.0,38.0,42.0,43.0,39.0,40.0,36.0,38.0,35.0,35.0,37.0,42.0,37.0,37.0,36.0,37.0,37.0,38.0,42.0,38.0,37.0,33.0,39.0
MOREHEAD CITY,NC,43.0,41.0,39.0,36.0,38.0,42.0,44.0,42.0,46.0,48.0,50.0,45.0,45.0,37.0,39.0,37.0,39.0,42.0,42.0,38.0,41.0,40.0,39.0,41.0,47.0,37.0,34.0,45.0,42.0,38.0,42.0,43.0,44.0,45.0,48.0,48.0,44.0,44.0,40.0,45.0,41.0,43.0,44.0,39.0,41.0,40.0,39.0,42.0,45.0,42.0,42.0,39.0,37.0,39.0,37.0,39.0,37.0,37.0,39.0,33.0,39.0,32.0,33.0,34.0,35.0,35.0,37.0,37.0,35.0,38.0,35.0,35.0,39.0,33.0,32.0,35.0,37.0,35.0
CLEARLAKE,CA,42.0,33.0,35.0,37.0,36.0,32.0,36.0,41.0,37.0,37.0,33.0,37.0,38.0,34.0,33.0,29.0,37.0,34.0,39.0,40.0,37.0,38.0,44.0,40.0,40.0,36.0,40.0,45.0,44.0,38.0,38.0,39.0,47.0,52.0,45.0,46.0,48.0,42.0,38.0,45.0,43.0,48.0,43.0,49.0,40.0,38.0,43.0,40.0,40.0,42.0,35.0,38.0,36.0,36.0,33.0,30.0,34.0,34.0,32.0,32.0,36.0,34.0,28.0,34.0,35.0,30.0,33.0,32.0,35.0,34.0,40.0,33.0,35.0,31.0,28.0,33.0,33.0,34.0
FARMINGTON,MO,41.0,37.0,35.0,33.0,38.0,37.0,36.0,36.0,37.0,33.0,36.0,33.0,33.0,38.0,32.0,32.0,33.0,38.0,33.0,32.0,33.0,36.0,37.0,39.0,33.0,34.0,33.0,36.0,34.0,34.0,40.0,34.0,38.0,38.0,34.0,38.0,40.0,31.0,34.0,36.0,37.0,37.0,38.0,40.0,39.0,38.0,37.0,35.0,37.0,41.0,37.0,35.0,36.0,35.0,35.0,39.0,37.0,37.0,33.0,31.0,34.0,32.0,33.0,38.0,38.0,37.0,35.0,33.0,33.0,30.0,35.0,33.0,39.0,32.0,31.0,32.0,33.0,34.0
MUSKOGEE,OK,,,,,,,,,,,,,,37.0,31.0,33.0,36.0,34.0,32.0,31.0,38.0,38.0,33.0,35.0,47.0,35.0,31.0,38.0,34.0,35.0,42.0,40.0,44.0,40.0,41.0,44.0,43.0,44.0,29.0,40.0,38.0,43.0,42.0,41.0,46.0,43.0,44.0,46.0,40.0,42.0,45.0,39.0,37.0,43.0,39.0,39.0,34.0,37.0,35.0,34.0,36.0,36.0,36.0,34.0,35.0,44.0,37.0,35.0,38.0,36.0,38.0,30.0,38.0,33.0,33.0,33.0,37.0,35.0
MARION,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,31.0,35.0,36.0,38.0,33.0,34.0,36.0,37.0,33.0,34.0,31.0,32.0,32.0,33.0,28.0,28.0,31.0,32.0,30.0,28.0,27.0,28.0,31.0,26.0,29.0,28.0,32.0,30.0,27.0,30.0,24.0,24.0,24.0,17.0,19.0,20.0,20.0,20.0,25.0,22.0,24.0
FARIBAULT,MN,,,,,,,25.0,32.0,34.0,35.0,29.0,28.0,30.0,28.0,33.0,32.0,31.0,35.0,34.0,32.0,30.0,32.0,32.0,31.0,35.0,34.0,31.0,33.0,38.0,34.0,32.0,34.0,40.0,33.0,31.0,33.0,37.0,37.0,38.0,36.0,35.0,40.0,38.0,36.0,40.0,32.0,32.0,36.0,36.0,38.0,32.0,32.0,36.0,33.0,35.0,31.0,34.0,31.0,28.0,27.0,29.0,32.0,34.0,36.0,34.0,36.0,34.0,31.0,30.0,32.0,29.0,23.0,30.0,27.0,28.0,30.0,34.0,31.0
MARQUETTE,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,28.0
NORTH WILKESBORO,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,30.0,40.0,39.0,39.0,36.0,34.0,37.0,35.0,36.0,49.0,36.0,37.0,35.0,39.0,37.0
MOUNT PLEASANT,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,21.0,33.0,43.0,39.0,36.0,20.0,32.0,32.0,34.0,33.0,34.0,34.0,37.0,34.0,31.0,33.0,39.0,32.0,38.0,31.0,31.0,32.0,30.0,30.0,31.0,27.0,28.0,34.0,27.0,29.0,31.0,28.0,31.0,30.0,35.0,25.0,33.0,32.0,29.0,32.0,32.0,27.0,28.0,28.0,37.0,35.0
MARION,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,39.0,35.0,35.0,32.0,34.0,38.0,38.0,36.0,38.0,33.0,42.0,39.0,33.0,36.0,32.0,30.0,33.0,36.0,32.0,33.0,31.0,32.0,33.0,27.0,30.0,37.0,33.0,36.0,33.0,30.0,30.0,31.0,35.0,29.0,33.0,36.0,32.0,36.0,32.0,32.0
RED BLUFF,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,31.0,38.0,36.0,38.0,37.0
MARINETTE,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,19.0,18.0,24.0
ROSWELL,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,31.0,30.0
SHELTON,WA,45.0,41.0,39.0,37.0,37.0,41.0,37.0,39.0,35.0,36.0,36.0,35.0,43.0,41.0,39.0,35.0,37.0,35.0,38.0,37.0,43.0,38.0,38.0,45.0,49.0,43.0,39.0,40.0,34.0,40.0,36.0,39.0,41.0,41.0,41.0,39.0,37.0,35.0,35.0,31.0,34.0,33.0,36.0,34.0,35.0,37.0,36.0,34.0,39.0,31.0,28.0,31.0,30.0,34.0,29.0,32.0,29.0,35.0,31.0,35.0,28.0,31.0,34.0,33.0,31.0,30.0,31.0,33.0,32.0,28.0,36.0,30.0,37.0,38.0,29.0,28.0,31.0,33.0
SOMERSET,KY,,,,,,,,27.0,31.0,39.0,31.0,31.0,26.0,36.0,33.0,37.0,35.0,35.0,39.0,38.0,36.0,37.0,41.0,38.0,39.0,31.0,35.0,41.0,39.0,43.0,46.0,42.0,42.0,42.0,47.0,41.0,48.0,38.0,36.0,40.0,46.0,41.0,40.0,37.0,46.0,38.0,37.0,40.0,44.0,39.0,36.0,36.0,38.0,39.0,37.0,31.0,33.0,36.0,37.0,34.0,32.0,30.0,34.0,32.0,34.0,36.0,40.0,35.0,34.0,38.0,32.0,30.0,42.0,29.0,35.0,38.0,36.0,35.0
COOS BAY,OR,46.0,40.0,37.0,35.0,38.0,44.0,42.0,40.0,37.0,40.0,41.0,40.0,43.0,36.0,37.0,41.0,38.0,41.0,44.0,38.0,44.0,45.0,42.0,45.0,45.0,40.0,43.0,43.0,43.0,43.0,42.0,44.0,46.0,48.0,47.0,49.0,49.0,48.0,45.0,41.0,48.0,50.0,49.0,50.0,50.0,44.0,49.0,46.0,48.0,45.0,41.0,43.0,38.0,37.0,41.0,36.0,37.0,34.0,36.0,38.0,32.0,40.0,37.0,36.0,36.0,35.0,37.0,35.0,30.0,32.0,37.0,34.0,36.0,30.0,33.0,38.0,34.0,37.0
REXBURG,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,28.0,27.0,28.0,25.0
LEWISTON,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,33.0,44.0,50.0,43.0,41.0,41.0,42.0,40.0,43.0,46.0,36.0,40.0,37.0,39.0,41.0,36.0,38.0,33.0,32.0,35.0,30.0,29.0,34.0,30.0,36.0,33.0,38.0,33.0,37.0,28.0,30.0,26.0,31.0,33.0,39.0,30.0,35.0,36.0,34.0
LACONIA,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,37.0,48.0,50.0,47.0,45.0,43.0,44.0,45.0,41.0,42.0,53.0,44.0,48.0,45.0,44.0,47.0,43.0,39.0,39.0,42.0,39.0,40.0,43.0,40.0,43.0,43.0,41.0,41.0,35.0,40.0,38.0,43.0,41.0,41.0,40.0,41.0,40.0,40.0,38.0,43.0,42.0,39.0,40.0,39.0,39.0
GEORGETOWN,SC,45.0,40.0,42.0,40.0,44.0,43.0,44.0,39.0,43.0,44.0,39.0,37.0,46.0,38.0,40.0,40.0,39.0,40.0,41.0,38.0,43.0,41.0,42.0,31.0,39.0,36.0,34.0,,37.0,39.0,43.0,42.0,46.0,46.0,47.0,42.0,49.0,43.0,43.0,44.0,46.0,46.0,44.0,44.0,45.0,45.0,43.0,44.0,46.0,43.0,42.0,43.0,38.0,44.0,42.0,39.0,39.0,43.0,44.0,38.0,44.0,41.0,37.0,39.0,36.0,40.0,40.0,38.0,38.0,37.0,37.0,40.0,41.0,36.0,37.0,38.0,41.0,37.0
SANFORD,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,34.0,38.0,37.0
ENID,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,29.0,38.0,36.0,36.0,37.0,36.0,35.0,36.0,33.0,34.0,31.0,39.0,35.0,36.0,33.0,36.0,35.0,29.0,33.0,39.0,35.0,33.0,36.0,37.0,35.0,37.0,36.0,33.0,34.0,32.0,30.0,35.0,30.0,35.0,35.0,39.0,41.0
MOUNT VERNON,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,28.0
