CityName,StateName,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06
VALLEJO,CA,38.0,35.0,32.0,33.0,31.0,34.0,34.0,31.0,32.0,31.0,35.0,33.0,36.0,32.0,32.0,31.0,32.0,33.0,32.0,32.0,35.0,36.0,34.0,36.0,35.0,35.0,32.0,35.0,37.0,34.0,34.0,36.0,34.0,37.0,34.0,35.0,36.0,34.0,28.0,24.0,29.0,31.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,28.0,27.0,26.0,27.0,28.0,26.0,27.0,27.0,27.0,27.0,25.0,27.0,25.0,26.0,24.0,27.0,27.0,27.0,25.0,25.0,27.0,26.0,24.0,29.0,26.0,26.0,25.0,26.0,27.0
SANTA MARIA,CA,40.0,29.0,34.0,33.0,32.0,34.0,36.0,32.0,33.0,33.0,35.0,37.0,38.0,31.0,34.0,33.0,34.0,34.0,34.0,35.0,37.0,36.0,37.0,36.0,37.0,34.0,35.0,38.0,38.0,36.0,34.0,35.0,36.0,38.0,38.0,37.0,37.0,34.0,32.0,34.0,34.0,33.0,32.0,32.0,32.0,33.0,31.0,33.0,36.0,29.0,29.0,31.0,31.0,29.0,30.0,29.0,31.0,31.0,31.0,29.0,34.0,31.0,29.0,28.0,30.0,30.0,28.0,32.0,30.0,31.0,30.0,31.0,32.0,32.0,28.0,29.0,30.0,30.0
SALINAS,CA,38.0,34.0,36.0,35.0,34.0,37.0,36.0,34.0,36.0,36.0,33.0,35.0,35.0,36.0,34.0,37.0,35.0,39.0,38.0,37.0,38.0,37.0,36.0,39.0,40.0,37.0,35.0,41.0,40.0,36.0,36.0,35.0,40.0,38.0,41.0,37.0,37.0,36.0,37.0,38.0,39.0,36.0,36.0,36.0,37.0,35.0,36.0,33.0,36.0,36.0,29.0,32.0,31.0,31.0,32.0,30.0,31.0,30.0,31.0,33.0,40.0,27.0,29.0,31.0,30.0,28.0,31.0,29.0,27.0,28.0,31.0,31.0,35.0,30.0,30.0,28.0,29.0,29.0
SALEM,OR,38.0,33.0,31.0,34.0,35.0,34.0,35.0,34.0,35.0,34.0,35.0,35.0,34.0,30.0,31.0,33.0,33.0,32.0,28.0,35.0,37.0,37.0,36.0,37.0,44.0,33.0,33.0,36.0,37.0,36.0,39.0,38.0,40.0,40.0,41.0,38.0,25.0,27.0,36.0,38.0,37.0,39.0,40.0,38.0,38.0,36.0,37.0,37.0,38.0,37.0,34.0,34.0,33.0,33.0,34.0,33.0,32.0,32.0,31.0,33.0,33.0,33.0,32.0,32.0,32.0,34.0,33.0,33.0,32.0,33.0,31.0,32.0,36.0,30.0,31.0,33.0,34.0,33.0
MOBILE,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,32.0,40.0,38.0,25.0,33.0,35.0,39.0,39.0,33.0,38.0,39.0,40.0,41.0,40.0,35.0,41.0,38.0,33.0,34.0,38.0,37.0,34.0,34.0,37.0,34.0,31.0,32.0,35.0,36.0,34.0,35.0,40.0,37.0,34.0,33.0,36.0,30.0,35.0,32.0,40.0,27.0,29.0,33.0,33.0,33.0
READING,PA,42.0,40.0,39.0,42.0,43.0,45.0,43.0,43.0,40.0,40.0,40.0,37.0,42.0,41.0,38.0,40.0,40.0,43.0,44.0,41.0,40.0,40.0,44.0,41.0,45.0,42.0,41.0,43.0,51.0,43.0,43.0,45.0,41.0,32.0,43.0,46.0,48.0,44.0,42.0,43.0,43.0,45.0,45.0,45.0,44.0,44.0,42.0,42.0,43.0,41.0,39.0,38.0,39.0,43.0,41.0,40.0,41.0,40.0,38.0,38.0,39.0,39.0,35.0,36.0,38.0,40.0,41.0,36.0,35.0,37.0,36.0,35.0,38.0,34.0,34.0,36.0,37.0,39.0
CORPUS CHRISTI,TX,30.0,29.0,26.0,28.0,28.0,29.0,28.0,27.0,30.0,27.0,26.0,26.0,27.0,25.0,25.0,26.0,28.0,27.0,29.0,27.0,29.0,29.0,30.0,28.0,28.0,26.0,27.0,32.0,30.0,31.0,38.0,40.0,39.0,40.0,41.0,39.0,39.0,36.0,39.0,38.0,39.0,39.0,40.0,39.0,39.0,38.0,37.0,38.0,38.0,36.0,34.0,34.0,35.0,34.0,34.0,31.0,32.0,33.0,31.0,33.0,32.0,29.0,30.0,31.0,32.0,33.0,32.0,33.0,31.0,31.0,29.0,29.0,30.0,30.0,28.0,32.0,31.0,31.0
BROWNSVILLE,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,23.0,25.0,33.0,30.0,26.0,28.0,29.0,21.0,17.0,26.0,30.0,20.0,22.0,29.0,23.0,23.0
MANCHESTER,NH,48.0,44.0,42.0,44.0,44.0,48.0,45.0,47.0,53.0,44.0,40.0,39.0,35.0,32.0,35.0,40.0,38.0,41.0,39.0,39.0,41.0,39.0,36.0,38.0,44.0,39.0,38.0,41.0,38.0,46.0,41.0,41.0,27.0,39.0,44.0,45.0,36.0,39.0,41.0,41.0,42.0,46.0,45.0,44.0,43.0,44.0,44.0,43.0,46.0,42.0,40.0,41.0,40.0,43.0,41.0,43.0,42.0,39.0,39.0,40.0,41.0,37.0,36.0,38.0,38.0,40.0,39.0,40.0,38.0,38.0,38.0,38.0,42.0,35.0,35.0,40.0,36.0,40.0
FORT WAYNE,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,18.0,33.0,39.0,34.0,39.0,32.0,33.0,18.0,28.0,32.0,33.0,32.0,34.0,33.0,33.0,32.0,33.0,32.0,32.0,33.0,30.0,29.0,30.0,30.0,32.0,31.0,30.0,30.0,30.0,31.0,29.0,30.0,28.0,28.0,30.0,29.0,30.0,31.0,28.0,29.0,26.0,26.0,26.0,28.0,27.0,28.0,29.0,28.0,30.0
GULFPORT,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,31.0,37.0,40.0,36.0,36.0,37.0,38.0,38.0,37.0,35.0,35.0,35.0,34.0,34.0,35.0,34.0,33.0,34.0,35.0,37.0,35.0,33.0,34.0,35.0,34.0,32.0,36.0,34.0,32.0,33.0,36.0,35.0
SALISBURY,DE,42.0,35.0,35.0,38.0,40.0,31.0,39.0,38.0,44.0,40.0,39.0,40.0,39.0,38.0,39.0,39.0,41.0,39.0,39.0,44.0,43.0,43.0,44.0,46.0,44.0,41.0,42.0,45.0,47.0,43.0,42.0,45.0,43.0,33.0,44.0,47.0,50.0,44.0,42.0,43.0,42.0,44.0,44.0,44.0,44.0,43.0,43.0,42.0,46.0,40.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,39.0,39.0,39.0,42.0,36.0,36.0,38.0,36.0,39.0,37.0,37.0,38.0,37.0,39.0,37.0,42.0,38.0,37.0,37.0,39.0,38.0
FLINT,MI,39.0,35.0,34.0,35.0,35.0,36.0,36.0,38.0,35.0,35.0,33.0,33.0,35.0,34.0,33.0,33.0,34.0,36.0,35.0,35.0,36.0,36.0,35.0,36.0,35.0,36.0,32.0,40.0,41.0,38.0,39.0,39.0,41.0,40.0,41.0,43.0,33.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,36.0,32.0,31.0,31.0,30.0,30.0,30.0,29.0,30.0,32.0,31.0,29.0,29.0,29.0,27.0,27.0,29.0,29.0,30.0,30.0,30.0,27.0,28.0,29.0,29.0,29.0,26.0,28.0,28.0,27.0
PEORIA,IL,35.0,30.0,33.0,33.0,34.0,36.0,34.0,32.0,31.0,31.0,32.0,32.0,34.0,33.0,34.0,29.0,35.0,36.0,34.0,34.0,36.0,34.0,35.0,33.0,35.0,33.0,36.0,38.0,38.0,38.0,39.0,38.0,39.0,39.0,38.0,37.0,38.0,39.0,36.0,37.0,40.0,41.0,39.0,37.0,38.0,37.0,36.0,34.0,39.0,35.0,36.0,35.0,37.0,36.0,37.0,36.0,34.0,34.0,34.0,33.0,34.0,33.0,32.0,35.0,36.0,37.0,35.0,34.0,36.0,33.0,32.0,33.0,33.0,31.0,32.0,35.0,34.0,35.0
CANTON,OH,33.0,30.0,29.0,29.0,31.0,29.0,29.0,30.0,31.0,28.0,28.0,27.0,28.0,28.0,27.0,26.0,30.0,29.0,30.0,29.0,29.0,32.0,29.0,29.0,32.0,31.0,31.0,34.0,36.0,36.0,36.0,36.0,34.0,38.0,39.0,38.0,31.0,34.0,39.0,39.0,39.0,39.0,39.0,37.0,37.0,37.0,39.0,36.0,41.0,36.0,33.0,34.0,34.0,36.0,35.0,32.0,34.0,34.0,32.0,33.0,36.0,31.0,31.0,32.0,34.0,34.0,33.0,33.0,34.0,32.0,34.0,32.0,35.0,33.0,32.0,33.0,33.0,35.0
SAVANNAH,GA,39.0,32.0,35.0,37.0,37.0,39.0,37.0,37.0,38.0,35.0,36.0,35.0,37.0,35.0,34.0,37.0,40.0,37.0,38.0,35.0,38.0,37.0,38.0,38.0,38.0,36.0,37.0,39.0,40.0,38.0,37.0,39.0,40.0,39.0,38.0,37.0,39.0,37.0,37.0,39.0,37.0,38.0,37.0,36.0,36.0,35.0,34.0,35.0,35.0,33.0,32.0,32.0,32.0,34.0,32.0,31.0,31.0,33.0,31.0,31.0,32.0,32.0,32.0,32.0,34.0,32.0,29.0,,24.0,24.0,22.0,22.0,24.0,22.0,21.0,22.0,23.0,25.0
BEAUMONT,TX,37.0,37.0,35.0,34.0,35.0,36.0,34.0,35.0,32.0,35.0,44.0,30.0,37.0,33.0,38.0,35.0,31.0,34.0,35.0,37.0,35.0,33.0,31.0,36.0,36.0,32.0,40.0,35.0,31.0,37.0,39.0,39.0,43.0,41.0,38.0,38.0,46.0,39.0,38.0,40.0,38.0,41.0,39.0,40.0,37.0,38.0,38.0,40.0,41.0,32.0,33.0,34.0,37.0,38.0,33.0,35.0,34.0,33.0,33.0,30.0,30.0,29.0,29.0,34.0,32.0,36.0,36.0,33.0,31.0,28.0,31.0,35.0,33.0,30.0,29.0,29.0,29.0,31.0
SHREVEPORT,LA,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,31.0,31.0,36.0,42.0,49.0,37.0,45.0,47.0,43.0,47.0,17.0,32.0,38.0,37.0,38.0,37.0,38.0,36.0,35.0,37.0,36.0,35.0,37.0,33.0,31.0,35.0,36.0,36.0,35.0,34.0,35.0,34.0,36.0,33.0,34.0,31.0,35.0,34.0,36.0,37.0,35.0,34.0,33.0,34.0,33.0,32.0,34.0,33.0,33.0,34.0,36.0,33.0
TRENTON,NJ,48.0,42.0,39.0,44.0,44.0,47.0,45.0,46.0,48.0,43.0,48.0,43.0,45.0,41.0,43.0,43.0,49.0,50.0,48.0,47.0,46.0,46.0,44.0,46.0,51.0,44.0,45.0,48.0,54.0,54.0,49.0,50.0,50.0,47.0,50.0,53.0,52.0,51.0,49.0,49.0,51.0,53.0,53.0,51.0,50.0,49.0,47.0,49.0,54.0,49.0,45.0,46.0,49.0,51.0,47.0,47.0,44.0,45.0,44.0,45.0,47.0,44.0,42.0,42.0,45.0,50.0,49.0,45.0,42.0,44.0,46.0,42.0,47.0,45.0,44.0,45.0,43.0,48.0
MONTGOMERY,AL,40.0,34.0,36.0,35.0,34.0,36.0,35.0,34.0,30.0,29.0,30.0,35.0,36.0,22.0,27.0,33.0,35.0,38.0,36.0,35.0,34.0,34.0,36.0,36.0,36.0,34.0,33.0,35.0,35.0,36.0,37.0,38.0,39.0,38.0,40.0,39.0,40.0,35.0,36.0,37.0,37.0,39.0,38.0,36.0,35.0,36.0,36.0,36.0,35.0,32.0,33.0,36.0,36.0,35.0,32.0,34.0,33.0,32.0,29.0,33.0,33.0,30.0,32.0,34.0,34.0,36.0,33.0,32.0,35.0,31.0,32.0,32.0,34.0,31.0,33.0,34.0,37.0,36.0
DAVENPORT,IL,38.0,35.0,36.0,36.0,37.0,39.0,37.0,38.0,38.0,37.0,37.0,35.0,35.0,39.0,34.0,36.0,37.0,41.0,41.0,32.0,35.0,37.0,35.0,35.0,36.0,35.0,37.0,39.0,39.0,38.0,40.0,39.0,42.0,41.0,38.0,39.0,34.0,38.0,39.0,39.0,40.0,41.0,40.0,38.0,38.0,39.0,38.0,37.0,39.0,36.0,36.0,39.0,38.0,37.0,38.0,38.0,36.0,36.0,35.0,34.0,36.0,34.0,34.0,35.0,35.0,37.0,35.0,34.0,36.0,34.0,33.0,34.0,36.0,33.0,33.0,35.0,35.0,36.0
TALLAHASSEE,FL,40.0,36.0,36.0,38.0,40.0,40.0,38.0,35.0,37.0,39.0,39.0,35.0,36.0,37.0,35.0,36.0,39.0,37.0,38.0,38.0,37.0,36.0,37.0,36.0,38.0,36.0,36.0,39.0,39.0,40.0,38.0,39.0,39.0,40.0,39.0,40.0,42.0,35.0,38.0,39.0,39.0,39.0,39.0,38.0,38.0,38.0,37.0,37.0,38.0,35.0,33.0,35.0,36.0,38.0,35.0,34.0,34.0,35.0,32.0,34.0,35.0,31.0,32.0,34.0,35.0,35.0,33.0,33.0,35.0,31.0,35.0,33.0,33.0,32.0,33.0,34.0,35.0,35.0
EUGENE,OR,41.0,36.0,37.0,37.0,39.0,38.0,36.0,37.0,35.0,36.0,35.0,36.0,40.0,37.0,36.0,36.0,36.0,36.0,36.0,37.0,39.0,40.0,37.0,37.0,41.0,37.0,35.0,39.0,37.0,37.0,37.0,38.0,40.0,40.0,38.0,39.0,41.0,36.0,35.0,34.0,35.0,35.0,36.0,35.0,34.0,35.0,36.0,36.0,36.0,33.0,31.0,31.0,31.0,31.0,32.0,31.0,31.0,33.0,31.0,33.0,34.0,31.0,29.0,30.0,29.0,33.0,32.0,31.0,29.0,31.0,29.0,31.0,35.0,32.0,30.0,31.0,30.0,31.0
NAPLES,FL,38.0,32.0,23.0,27.0,39.0,43.0,43.0,41.0,40.0,40.0,38.0,35.0,41.0,37.0,36.0,40.0,40.0,42.0,42.0,42.0,41.0,38.0,37.0,37.0,39.0,34.0,38.0,47.0,44.0,38.0,40.0,41.0,42.0,41.0,40.0,40.0,40.0,37.0,40.0,45.0,45.0,45.0,44.0,42.0,41.0,40.0,39.0,38.0,42.0,38.0,39.0,43.0,42.0,43.0,41.0,39.0,36.0,41.0,36.0,34.0,39.0,35.0,36.0,41.0,39.0,42.0,41.0,40.0,37.0,38.0,38.0,34.0,37.0,33.0,35.0,39.0,40.0,40.0
ANN ARBOR,MI,39.0,34.0,32.0,33.0,36.0,38.0,37.0,36.0,34.0,35.0,35.0,34.0,35.0,32.0,34.0,33.0,35.0,34.0,33.0,35.0,32.0,33.0,33.0,33.0,32.0,31.0,31.0,36.0,41.0,32.0,33.0,34.0,,33.0,35.0,33.0,27.0,31.0,34.0,34.0,35.0,35.0,31.0,30.0,29.0,21.0,26.0,32.0,37.0,26.0,29.0,29.0,31.0,30.0,32.0,31.0,32.0,29.0,30.0,30.0,33.0,30.0,29.0,29.0,29.0,30.0,30.0,28.0,27.0,29.0,28.0,28.0,30.0,28.0,26.0,27.0,28.0,27.0
OCALA,FL,39.0,35.0,36.0,36.0,38.0,39.0,39.0,37.0,36.0,36.0,37.0,35.0,36.0,34.0,36.0,37.0,36.0,34.0,38.0,37.0,37.0,37.0,35.0,37.0,38.0,35.0,38.0,41.0,40.0,38.0,39.0,39.0,43.0,43.0,41.0,39.0,39.0,38.0,37.0,40.0,39.0,41.0,41.0,39.0,39.0,39.0,38.0,37.0,40.0,37.0,37.0,38.0,38.0,39.0,36.0,35.0,34.0,37.0,35.0,33.0,35.0,32.0,34.0,35.0,36.0,36.0,35.0,37.0,35.0,35.0,34.0,33.0,35.0,34.0,33.0,35.0,34.0,35.0
HICKORY,NC,38.0,19.0,30.0,35.0,39.0,39.0,39.0,37.0,38.0,38.0,38.0,38.0,42.0,36.0,36.0,37.0,38.0,39.0,40.0,40.0,42.0,42.0,40.0,43.0,43.0,40.0,40.0,42.0,40.0,42.0,43.0,42.0,42.0,41.0,43.0,43.0,47.0,38.0,38.0,42.0,40.0,40.0,39.0,40.0,39.0,39.0,37.0,37.0,41.0,37.0,37.0,36.0,36.0,35.0,35.0,37.0,35.0,36.0,36.0,35.0,40.0,43.0,37.0,35.0,33.0,35.0,34.0,36.0,35.0,30.0,34.0,33.0,36.0,33.0,32.0,34.0,36.0,37.0
HUNTINGTON,OH,,,,,,,,,,,,,,18.0,31.0,36.0,40.0,43.0,41.0,36.0,44.0,38.0,37.0,39.0,39.0,39.0,40.0,41.0,41.0,37.0,40.0,43.0,41.0,43.0,44.0,49.0,38.0,43.0,46.0,40.0,41.0,44.0,44.0,43.0,42.0,44.0,44.0,44.0,48.0,39.0,42.0,41.0,43.0,42.0,42.0,39.0,39.0,38.0,38.0,42.0,39.0,35.0,37.0,40.0,38.0,43.0,37.0,38.0,37.0,35.0,35.0,40.0,39.0,32.0,37.0,39.0,40.0,43.0
FORT COLLINS,CO,38.0,33.0,33.0,32.0,35.0,35.0,35.0,34.0,34.0,37.0,40.0,32.0,30.0,34.0,32.0,30.0,16.0,29.0,34.0,35.0,36.0,36.0,34.0,37.0,38.0,36.0,35.0,38.0,37.0,36.0,36.0,36.0,36.0,38.0,38.0,36.0,29.0,33.0,36.0,30.0,28.0,30.0,28.0,27.0,20.0,30.0,32.0,32.0,35.0,33.0,30.0,27.0,25.0,26.0,27.0,25.0,25.0,27.0,27.0,28.0,27.0,26.0,27.0,27.0,26.0,30.0,28.0,28.0,26.0,29.0,29.0,29.0,25.0,26.0,28.0,33.0,29.0,33.0
ROCKFORD,IL,37.0,34.0,38.0,37.0,42.0,41.0,37.0,36.0,37.0,37.0,36.0,35.0,37.0,36.0,34.0,37.0,38.0,39.0,37.0,38.0,36.0,34.0,35.0,36.0,39.0,36.0,35.0,37.0,39.0,39.0,40.0,41.0,37.0,39.0,39.0,38.0,38.0,36.0,38.0,38.0,38.0,40.0,38.0,39.0,35.0,36.0,36.0,36.0,36.0,33.0,34.0,35.0,35.0,35.0,34.0,35.0,34.0,32.0,33.0,30.0,35.0,30.0,31.0,32.0,35.0,33.0,34.0,33.0,33.0,33.0,32.0,31.0,34.0,31.0,32.0,31.0,33.0,35.0
LINCOLN,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,45.0,41.0,43.0,27.0,38.0,40.0,42.0,15.0,32.0,39.0,39.0,38.0,39.0,39.0,38.0,38.0,39.0,36.0,38.0,38.0,35.0,36.0,34.0,37.0,38.0,39.0,34.0,34.0,35.0,34.0,34.0,35.0,32.0,34.0,34.0,36.0,36.0,34.0,32.0,31.0,33.0,32.0,32.0,34.0,34.0,35.0,33.0,36.0,35.0
GAINESVILLE,FL,41.0,30.0,27.0,32.0,38.0,40.0,38.0,38.0,34.0,33.0,35.0,34.0,32.0,38.0,35.0,34.0,38.0,36.0,36.0,36.0,37.0,37.0,38.0,37.0,39.0,37.0,38.0,40.0,42.0,39.0,41.0,40.0,40.0,38.0,40.0,39.0,44.0,46.0,,32.0,40.0,40.0,41.0,39.0,39.0,39.0,39.0,38.0,39.0,37.0,34.0,35.0,39.0,38.0,35.0,36.0,33.0,36.0,35.0,32.0,35.0,33.0,33.0,34.0,36.0,38.0,37.0,34.0,35.0,34.0,32.0,32.0,35.0,32.0,34.0,36.0,37.0,36.0
BOULDER,CO,38.0,33.0,30.0,30.0,31.0,32.0,32.0,31.0,29.0,34.0,33.0,31.0,39.0,29.0,30.0,30.0,23.0,29.0,33.0,33.0,34.0,33.0,35.0,36.0,40.0,32.0,32.0,37.0,33.0,32.0,33.0,33.0,34.0,33.0,33.0,33.0,31.0,34.0,30.0,29.0,26.0,27.0,27.0,25.0,20.0,28.0,29.0,30.0,31.0,29.0,26.0,24.0,24.0,27.0,27.0,28.0,28.0,27.0,27.0,27.0,25.0,23.0,25.0,26.0,28.0,28.0,25.0,27.0,24.0,27.0,27.0,28.0,29.0,27.0,25.0,27.0,27.0,25.0
GREEN BAY,WI,18.0,21.0,15.0,16.0,20.0,19.0,17.0,18.0,16.0,17.0,15.0,14.0,20.0,16.0,17.0,16.0,17.0,18.0,16.0,18.0,17.0,16.0,12.0,13.0,13.0,13.0,18.0,14.0,15.0,12.0,18.0,15.0,15.0,13.0,16.0,16.0,17.0,12.0,19.0,14.0,19.0,15.0,15.0,15.0,15.0,16.0,14.0,19.0,23.0,19.0,15.0,16.0,17.0,17.0,15.0,15.0,16.0,14.0,15.0,11.0,14.0,15.0,15.0,15.0,12.0,15.0,12.0,14.0,13.0,13.0,12.0,14.0,14.0,17.0,14.0,12.0,15.0,14.0
COLUMBUS,GA,,39.0,42.0,35.0,33.0,31.0,27.0,37.0,38.0,36.0,37.0,35.0,40.0,27.0,32.0,38.0,35.0,38.0,40.0,36.0,32.0,31.0,36.0,36.0,27.0,25.0,37.0,35.0,40.0,43.0,34.0,37.0,31.0,36.0,40.0,40.0,36.0,34.0,32.0,21.0,31.0,39.0,40.0,38.0,36.0,34.0,35.0,36.0,36.0,34.0,33.0,33.0,34.0,36.0,33.0,34.0,33.0,34.0,32.0,30.0,33.0,34.0,32.0,34.0,34.0,35.0,32.0,31.0,34.0,30.0,32.0,30.0,32.0,32.0,32.0,33.0,33.0,33.0
SOUTH BEND,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,19.0,31.0,38.0,31.0,35.0,35.0,39.0,21.0,28.0,35.0,34.0,35.0,36.0,36.0,35.0,35.0,33.0,34.0,33.0,37.0,31.0,30.0,32.0,32.0,34.0,33.0,31.0,32.0,32.0,33.0,33.0,34.0,31.0,30.0,30.0,31.0,32.0,32.0,30.0,30.0,28.0,29.0,29.0,32.0,26.0,30.0,31.0,30.0,31.0
SPARTANBURG,SC,44.0,38.0,40.0,36.0,37.0,39.0,38.0,38.0,37.0,36.0,37.0,34.0,37.0,35.0,37.0,35.0,38.0,37.0,38.0,38.0,38.0,37.0,38.0,37.0,39.0,37.0,37.0,38.0,36.0,42.0,41.0,43.0,,38.0,42.0,44.0,34.0,38.0,40.0,37.0,28.0,33.0,37.0,40.0,37.0,38.0,37.0,38.0,39.0,36.0,36.0,34.0,35.0,35.0,35.0,34.0,34.0,34.0,33.0,33.0,36.0,33.0,32.0,34.0,35.0,37.0,35.0,34.0,34.0,34.0,35.0,32.0,36.0,32.0,35.0,35.0,33.0,36.0
GREELEY,CO,36.0,33.0,34.0,33.0,33.0,34.0,35.0,33.0,34.0,36.0,36.0,33.0,34.0,33.0,31.0,31.0,23.0,30.0,35.0,35.0,36.0,35.0,34.0,35.0,38.0,35.0,35.0,36.0,39.0,35.0,36.0,37.0,37.0,37.0,36.0,37.0,35.0,34.0,33.0,33.0,30.0,30.0,31.0,30.0,22.0,32.0,32.0,33.0,33.0,33.0,31.0,29.0,28.0,30.0,28.0,30.0,30.0,31.0,29.0,31.0,31.0,31.0,30.0,30.0,32.0,32.0,30.0,31.0,28.0,33.0,31.0,31.0,34.0,31.0,31.0,31.0,31.0,30.0
LUBBOCK,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,27.0,34.0,35.0,28.0,29.0,32.0,36.0,16.0,28.0,34.0,33.0,34.0,32.0,32.0,33.0,34.0,31.0,31.0,32.0,32.0,32.0,32.0,31.0,32.0,31.0,30.0,29.0,31.0,27.0,29.0,32.0,33.0,32.0,32.0,34.0,29.0,29.0,28.0,31.0,33.0,31.0,31.0,34.0,34.0,33.0
CLARKSVILLE,TN,40.0,37.0,37.0,35.0,35.0,39.0,39.0,36.0,37.0,38.0,35.0,38.0,39.0,37.0,33.0,37.0,38.0,38.0,29.0,27.0,33.0,33.0,30.0,32.0,40.0,29.0,25.0,31.0,29.0,35.0,31.0,26.0,29.0,31.0,31.0,32.0,14.0,,37.0,37.0,38.0,37.0,37.0,36.0,37.0,37.0,37.0,37.0,39.0,35.0,34.0,35.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,35.0,32.0,33.0,34.0,35.0,37.0,37.0,34.0,34.0,34.0,35.0,33.0,35.0,35.0,33.0,36.0,37.0,38.0
ROANOKE,VA,,,,,,,,,,,9.0,23.0,38.0,38.0,37.0,39.0,40.0,40.0,40.0,38.0,39.0,40.0,41.0,40.0,40.0,39.0,39.0,41.0,42.0,42.0,41.0,42.0,43.0,42.0,42.0,42.0,45.0,41.0,41.0,41.0,40.0,42.0,41.0,41.0,40.0,42.0,39.0,39.0,43.0,38.0,36.0,38.0,38.0,41.0,37.0,36.0,37.0,35.0,36.0,35.0,36.0,34.0,37.0,36.0,38.0,37.0,37.0,36.0,34.0,37.0,35.0,37.0,38.0,33.0,34.0,34.0,36.0,39.0
EVANSVILLE,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,19.0,36.0,41.0,50.0,43.0,40.0,36.0,17.0,30.0,37.0,39.0,36.0,37.0,36.0,35.0,36.0,33.0,34.0,36.0,35.0,33.0,32.0,32.0,32.0,34.0,34.0,31.0,31.0,32.0,31.0,31.0,33.0,30.0,31.0,30.0,31.0,32.0,30.0,31.0,30.0,30.0,29.0,32.0,33.0,30.0,31.0,31.0,33.0,33.0
KINGSPORT,TN,43.0,37.0,36.0,38.0,41.0,40.0,40.0,37.0,38.0,38.0,35.0,35.0,39.0,39.0,34.0,37.0,38.0,37.0,40.0,36.0,40.0,39.0,38.0,42.0,40.0,38.0,36.0,40.0,41.0,42.0,43.0,42.0,42.0,43.0,43.0,42.0,45.0,40.0,41.0,43.0,41.0,41.0,42.0,41.0,42.0,43.0,42.0,39.0,45.0,41.0,39.0,38.0,37.0,40.0,37.0,37.0,37.0,38.0,36.0,36.0,38.0,36.0,35.0,38.0,36.0,37.0,39.0,37.0,37.0,36.0,35.0,34.0,36.0,34.0,31.0,33.0,36.0,34.0
KENNEWICK,WA,39.0,25.0,35.0,36.0,38.0,39.0,40.0,38.0,38.0,38.0,38.0,37.0,38.0,36.0,35.0,37.0,37.0,38.0,38.0,38.0,40.0,39.0,40.0,39.0,38.0,39.0,36.0,39.0,39.0,41.0,39.0,41.0,41.0,41.0,41.0,39.0,41.0,40.0,39.0,39.0,39.0,40.0,37.0,37.0,37.0,36.0,36.0,36.0,42.0,36.0,36.0,34.0,33.0,33.0,33.0,35.0,33.0,34.0,33.0,33.0,35.0,32.0,33.0,32.0,34.0,34.0,36.0,34.0,34.0,33.0,34.0,36.0,35.0,35.0,33.0,35.0,36.0,34.0
UTICA,NY,,,,49.0,44.0,45.0,42.0,44.0,34.0,28.0,33.0,45.0,51.0,46.0,46.0,45.0,47.0,54.0,59.0,65.0,65.0,66.0,65.0,64.0,65.0,64.0,64.0,59.0,60.0,59.0,55.0,61.0,69.0,69.0,75.0,74.0,73.0,73.0,67.0,64.0,67.0,68.0,70.0,73.0,73.0,71.0,72.0,72.0,79.0,78.0,69.0,67.0,64.0,70.0,67.0,67.0,63.0,68.0,62.0,63.0,68.0,62.0,61.0,62.0,63.0,63.0,68.0,68.0,67.0,67.0,63.0,63.0,67.0,60.0,56.0,59.0,60.0,64.0
