DATE,MeanSalePrice,SalesCount,TotalTransactionValue,HomeValueIndex,HomeValueIndexSmSa,MarketTempIdx,DaysToClose,DaysOnZillow,ListingPriceCutAmt,ListingPriceCutPct,SaleToList,NewConstructMeanSalePrice,NewConstructSalesCount,PctListingsPriceCut,PctSoldAboveList,PctSoldBelowList,MORTGAGE15US,MORTGAGE30US,RATE_DIFFERENCE,NUM_JOBS,GROWTH_PCT,CityName
2023-08-31,444800.0,8195.0,3609750851.0,378117.6638288363,376961.257259652,60.0,24.0,33.0,16990.029610800935,0.0319478637195935,0.9927189624995268,536407.48787062,1113.0,0.2397878693958821,0.3571908264122547,0.4237476439643562,6.43,7.072,0.642,3062.3,5.6,"ATLANTA, GA"
2023-09-30,436031.0,7014.0,3291891883.0,378245.4666587469,378581.4311840862,56.0,26.0,35.0,16141.170922671728,0.0308918495930897,0.9899388841510092,532782.3132075472,1060.0,0.2543384269209706,0.3252914701748424,0.450619443457908,6.572,7.2,0.628,3068.3,5.2,"ATLANTA, GA"
2023-10-31,430328.0,6579.0,3129032779.0,377436.00498106185,379861.4685537136,52.0,25.0,37.0,15747.290977541408,0.0305187274334186,0.9873346456190556,550899.4494047619,1008.0,0.2682252930575877,0.3008902094168953,0.474802375783703,6.905,7.62,0.715,3061.8,2.2,"ATLANTA, GA"
2023-11-30,426041.0,5797.0,2754023871.0,376418.206404461,380819.4620080036,50.0,25.0,40.0,15376.995855452427,0.0303500127257202,0.9849262826780086,528036.7686796315,978.0,0.2680414581517416,0.2740096613308834,0.4965487985235348,6.766,7.442,0.676,3071.9,3.2,"ATLANTA, GA"
2023-12-31,423376.0,5909.0,2580939410.0,374979.143323157,381501.64428250905,54.0,25.0,45.0,14971.01475197198,0.0312307771325374,0.9827830949278964,535418.4600725953,1102.0,0.2378274906965987,0.2514645357630342,0.5169368451688324,6.138,6.815,0.678,3066.2,-0.7,"ATLANTA, GA"
2024-01-31,415743.0,5036.0,2323514941.0,373772.5148745849,382055.4880835134,57.0,26.0,50.0,14546.560077827757,0.0310128731248715,0.9804097859475948,501731.3962264151,795.0,0.2223321711485006,0.2257164994497912,0.5449683287550292,5.87,6.643,0.773,3071.3,3.2,"ATLANTA, GA"
2024-02-29,417119.0,5786.0,2329922390.0,375449.1674310865,382993.9722812499,59.0,25.0,52.0,14283.97265783278,0.0304644943695504,0.9802995818339992,519554.3485005171,967.0,0.2119498490034223,0.2223690597804815,0.5469806597991824,6.102,6.776,0.674,,,"ATLANTA, GA"
2024-03-31,425297.0,7173.0,2565182460.0,379555.7639777075,384542.454661608,57.0,25.0,48.0,14558.559915605614,0.0294910820573559,0.9828333196764208,535044.0502164502,1155.0,0.232249511127771,0.2460602778789273,0.523443442767698,6.175,6.82,0.645,3077.4,3.7,"ATLANTA, GA"
2024-04-30,441775.0,7872.0,3075743723.0,383260.7532389736,386333.2045754148,55.0,25.0,44.0,14676.181759319365,0.0288751847702985,0.9859063332932116,550809.895716946,1074.0,0.2387279730095103,0.276838075723729,0.4860134265134087,6.263,6.992,0.73,3083.2,4.0,"ATLANTA, GA"
2024-05-31,454380.0,8275.0,3536251936.0,385588.0751650648,387488.0716647239,51.0,25.0,41.0,15077.22614285759,0.0287097072266256,0.9883795545762708,531427.1601150527,1043.0,0.2566441825625266,0.2990148792151253,0.4624180237840662,6.346,7.06,0.714,3085.8,5.1,"ATLANTA, GA"
2024-06-30,468528.0,7181.0,3639036165.0,386906.1159606924,387713.4723422431,48.0,25.0,41.0,15084.118827313365,0.0287489458416571,0.988988006152736,531327.2979414951,924.0,0.2760694204796943,0.2976628657297278,0.4590853984016002,6.188,6.918,0.73,3093.7,5.4,"ATLANTA, GA"
