TEMP                                 POR             JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANN
94849ALPENA,MI                       191611-202011  19.3  15.0  12.7   4.8   0.4   0.0   0.0   0.0   0.0   0.6   6.8  16.6  76.2
94847DETROIT,MI                      195812-202012  11.9  10.7   6.5   1.6   0.0   0.0   0.0   0.0   0.0   0.1   2.5   9.7  43.0
14826FLINT,MI                        194805-202012  13.2  11.3   7.3   2.4   0.0   0.0   0.0   0.0   0.0   0.2   3.8  10.7  48.9
94860GRAND RAPIDS,MI                 196312-202012  21.6  14.7   8.8   2.5   0.0   0.0   0.0   0.0   0.0   0.5   7.3  19.2  74.6
94814HOUGHTON LAKE,MI                196407-202011  17.9  13.3  10.1   4.3   0.2   0.0   0.0   0.0   0.0   0.7   8.6  15.8  70.9
14836LANSING,MI                      194801-202012  13.2  11.2   7.3   2.6   0.0   0.0   0.0   0.0   0.0   0.3   4.7  11.5  50.8
14840MUSKEGON,MI                     189610-202012  25.7  15.8   9.3   2.1   0.1   0.0   0.0   0.0   0.0   0.3   6.5  19.5  79.3
14847SAULT STE. MARIE,MI             194801-202011  30.2  20.3  14.1   6.3   0.4   0.0   0.0   0.0   0.1   2.0  15.5  30.4 119.3
14913DULUTH,MN                       194801-202012  17.1  12.9  13.8   7.6   0.8   0.0   0.0   0.0   0.1   1.9  12.2  17.1  83.5
14918INTERNATIONAL FALLS,MN          190709-202012  13.5  10.3   8.8   5.8   0.5   0.0   0.0   0.0   0.1   1.9  10.9  13.0  64.8
14922MINNEAPOLIS-ST.PAUL,MN          193805-202012  10.3   8.8  10.0   3.1   0.1   0.0   0.0   0.0   0.0   0.6   6.9  10.1  49.9
14925ROCHESTER,MN                    189301-202012  10.0   8.4   9.0   3.0   0.2   0.0   0.0   0.0   0.0   0.6   4.8   9.6  45.6
14926SAINT CLOUD,MN                  190412-202012   8.9   7.8   9.1   3.2   0.1   0.0   0.0   0.0   0.0   0.7   6.9   8.3  45.0
03940JACKSON,MS                      195101-202011   0.4   0.3   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.0
13865MERIDIAN,MS                     194406-202011   0.4   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.3   0.9
93862TUPELO,MS                       196212-202012   0.8   0.5   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.3   2.0
03945COLUMBIA,MO                     196911-202012   6.1   5.8   2.6   0.5   0.0   0.0   0.0   0.0   0.0   0.0   1.4   4.1  20.5
03947KANSAS CITY,MO                  197210-202012   5.3   5.5   2.2   0.5   0.0   0.0   0.0   0.0   0.0   0.2   1.2   4.1  19.0
13994ST. LOUIS,MO                    193805-202012   5.5   4.4   3.7   0.3   0.0   0.0   0.0   0.0   0.0   0.0   1.2   3.6  18.7
13995SPRINGFIELD,MO                  194008-202012   4.5   4.0   3.0   0.2   0.0   0.0   0.0   0.0   0.0   0.0   1.2   3.1  16.0
24033BILLINGS,MT                     194801-202012  10.4   8.3   9.7   8.1   1.5   0.0   0.0   0.0   0.9   4.2   6.8   9.4  59.3
94008GLASGOW,MT                      194801-202012   8.2   5.4   4.9   2.9   0.7   0.0   0.0   0.0   0.1   1.4   4.3   6.7  34.6
24143GREAT FALLS,MT                  193704-202012   9.6   9.1  10.4   8.0   1.8   0.3   0.0   0.1   1.3   3.8   8.0   9.1  61.5
94012HAVRE,MT                        196102-202012   8.8   6.2   6.4   4.7   1.0   0.0   0.0   0.0   0.4   2.0   5.4   7.6  42.5
24144HELENA,MT                       193905-202012   8.1   6.3   6.7   4.3   1.1   0.1   0.0   0.1   1.2   2.3   6.1   7.9  44.2
24146KALISPELL,MT                    189612-202012  15.3  10.6   6.7   2.0   0.6   0.1   0.0   0.0   0.1   1.4   8.8  14.9  60.5
24153MISSOULA,MT                     194801-202012  11.8   8.3   5.8   1.9   0.6   0.0   0.0   0.0   0.0   0.9   5.6  11.2  46.1
14935GRAND ISLAND,NE                 193804-202012   6.0   6.5   5.5   1.7   0.1   0.0   0.0   0.0   0.1   0.6   3.0   5.8  29.3
14939LINCOLN,NE                      194801-202012   6.4   6.3   4.5   1.2   0.1   0.0   0.0   0.0   0.0   0.6   2.2   5.6  26.9
14941NORFOLK,NE                      194601-202012   6.2   6.0   5.8   2.0   0.1   0.0   0.0   0.0   0.0   0.5   3.5   6.2  30.3
24023NORTH PLATTE,NE                 194801-202012   5.3   5.7   6.0   3.0   0.2   0.0   0.0   0.0   0.1   1.6   3.5   4.8  30.2
14942OMAHA,NE                        194801-202012   7.0   7.0   5.5   0.9   0.1   0.0   0.0   0.0   0.0   0.3   2.3   5.8  28.9
24028SCOTTSBLUFF,NE                  189301-202012   5.2   5.9   7.6   5.1   1.0     T   0.0   0.0   0.3   2.6   4.8   6.4  38.9
24032VALENTINE,NE                    194801-202012   4.4   6.0   7.3   4.4   0.3   0.0   0.0   0.0   0.3   1.3   4.6   5.2  33.8
24121ELKO,NV                         188804-202012  10.4   6.7   5.7   2.3   0.6   0.0   0.0   0.0   0.0   0.7   3.9   8.8  39.1
23154ELY,NV                          189301-202012   9.5   8.2  10.1   6.0   2.3   0.1   0.0   0.0   0.3   2.1   5.4   7.9  51.9
23169LAS VEGAS,NV                    194809-202012   0.6   0.0     T   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1   0.8
23185RENO,NV                         193703-202012   5.3   5.0   3.8   1.0   0.6   0.0   0.0   0.0   0.0   0.2   1.9   4.5  22.3
24128WINNEMUCCA,NV                   187707-202012   6.4   4.5   3.9   1.8   0.4   0.0   0.0   0.0   0.0   0.5   2.3   5.7  25.5
14745CONCORD,NH                      193911-202012  17.7  15.5  11.7   2.4   0.1   0.0   0.0   0.0   0.0   0.4   3.4  14.0  65.2
14755MT. WASHINGTON,NH               194802-202009  43.2  45.0  46.9  34.7  12.0   1.2   0.0   0.1   1.7  15.2  34.6  48.9 283.5
93730ATLANTIC CITY,NJ                195807-202012   5.9   6.2   2.3   0.3   0.0   0.0   0.0   0.0   0.0   0.0   0.3   2.8  17.8
14734NEWARK,NJ                       189301-202012   8.4   9.0   5.1   0.7   0.0   0.0   0.0   0.0   0.0   0.1   1.1   5.6  30.0
23050ALBUQUERQUE,NM                  193103-202012   2.1   1.9   1.4   0.5   0.0   0.0   0.0   0.0   0.0   0.2   1.0   2.4   9.5
23051CLAYTON,NM                      189602-202012   3.2   3.7   4.4   2.1   0.4   0.0   0.0   0.0   0.1   0.6   2.9   4.7  22.1
23009ROSWELL,NM                      194901-202012   2.4   2.1   0.6   0.2   0.0   0.0   0.0   0.0   0.0   0.2   1.1   3.0   9.6
14735ALBANY,NY                       193806-202012  16.2  13.8  11.2   2.3   0.1   0.0   0.0   0.0   0.0   0.2   3.7  13.9  61.4
04725BINGHAMTON,NY                   195106-202012  20.1  18.1  14.9   4.4   0.2   0.0   0.0   0.0   0.0   0.7   7.7  18.6  84.7
14733BUFFALO,NY                      193902-202012  24.9  18.2  12.2   2.9   0.2   0.0   0.0   0.0   0.0   0.5   9.9  23.2  92.0
04781ISLIP,NY                        196309-202012   9.5   9.4   5.3   0.8   0.0   0.0   0.0   0.0   0.0   0.0   0.5   4.1  29.6
94728NEW YORK Central Park,NY        186901-202012   7.8   8.8   5.0   0.8   0.0   0.0   0.0   0.0   0.0   0.0   0.8   5.5  28.7
94789NEW YORK JFK AP,NY              194808-202012   7.4   8.2   3.9   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.4   4.3  24.7
14732NEW YORK Laguardia AP,NY        194001-202012   7.5   8.4   4.6   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.4   4.8  26.2
14768ROCHESTER,NY                    192601-202012  23.0  21.5  15.2   3.3   0.2   0.0   0.0   0.0   0.0   0.2   6.8  19.1  89.3
14771SYRACUSE,NY                     193805-202012  29.9  27.0  17.5   3.3   0.1   0.0   0.0   0.0   0.0   0.4   9.2  26.9 114.3
03812ASHEVILLE,NC                    194601-202012   3.9   3.2   1.9   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.5   2.0  11.9
93729CAPE HATTERAS,NC                195703-202012   0.4   0.5   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   1.8
13881CHARLOTTE,NC                    193907-202012   1.9   1.5   0.9   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.5   4.9
13723GREENSBORO-WNSTN-SALM-HGHPT,NC  192811-202012   3.2   2.4   1.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   1.3   8.4
13722RALEIGH,NC                      194406-202012   2.5   2.3   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.8   6.7
13748WILMINGTON,NC                   194801-202012   0.5   0.4   0.3   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.4   1.6
24011BISMARCK,ND                     194801-202012   8.3   7.2   8.4   4.1   0.7   0.0   0.0   0.0   0.1   1.7   6.7   8.5  45.7
14914FARGO,ND                        194202-202012   9.2   6.6   7.7   3.5   0.1   0.0   0.0   0.0   0.0   0.8   5.9   8.7  42.5
14916GRAND FORKS,ND                  194104-202012   9.3   6.2   7.5   2.8   0.2   0.0   0.0   0.0   0.0   1.1   6.0   8.9  42.0
94014WILLISTON,ND                    189401-201311   7.0   5.0   6.5   3.4   0.5   0.0   0.0   0.0   0.2   1.6   4.8   6.6  35.6
14895AKRON,OH                        194807-202012  12.2  10.5   8.3   2.3   0.1   0.0   0.0   0.0   0.0   0.4   4.0   9.8  47.6
93814CINCINNATI,OH                   194801-202012   7.3   5.9   4.0   0.5   0.0   0.0   0.0   0.0   0.0   0.2   1.6   4.0  23.5
14820CLEVELAND,OH                    193805-202012  14.7  13.0  10.4   2.5   0.0   0.0   0.0   0.0   0.0   0.4   4.8  12.0  57.8
14821COLUMBUS,OH                     194801-202012   8.8   6.8   4.3   0.8   0.0   0.0   0.0   0.0   0.0   0.1   1.9   5.5  28.2
93815DAYTON,OH                       194801-202012   8.3   6.4   4.9   0.6   0.0   0.0   0.0   0.0   0.0   0.2   1.8   5.3  27.5
14891MANSFIELD,OH                    194808-202012  12.3  10.8   7.2   1.8   0.0   0.0   0.0   0.0   0.0   0.3   2.5   8.9  43.8
94830TOLEDO,OH                       195501-202012  10.6   9.1   5.7   1.5   0.0   0.0   0.0   0.0   0.0   0.1   2.5   7.8  37.3
14852YOUNGSTOWN,OH                   193408-202012  14.7  12.1   9.8   2.6   0.1   0.0   0.0   0.0   0.0   0.5   4.9  12.8  57.5
13967OKLAHOMA CITY,OK                194801-202012   2.6   2.3   1.2   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   1.9   8.5
13968TULSA,OK                        193812-202012   2.8   2.4   1.7   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.6   1.8   9.3
94224ASTORIA,OR                      195302-201309   2.0   0.4   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.1   4.2
94185BURNS,OR                        198005-199511   7.0   6.7   3.8   0.7   0.2   0.0   0.0   0.0   0.0   0.7   6.0  10.2  35.3
24221EUGENE,OR                       193806-202012   3.1   1.2   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.0   5.9
24225MEDFORD,OR                      192801-202012   2.7   1.2   0.6   0.2     T   0.0   0.0   0.0   0.0   0.0   0.4   1.3   6.4
24155PENDLETON,OR                    192801-202012   6.2   3.7   0.8   0.1   0.0   0.0   0.0   0.0   0.0   0.1   1.5   4.3  16.7
24229PORTLAND,OR                     193902-202012   2.9   1.3   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.4   1.3   6.3
24232SALEM,OR                        189301-201308   3.0   1.6   0.4     T   0.0   0.0   0.0   0.0   0.0   0.1   0.2   1.7   7.0
24235SEXTON SUMMIT,OR                194801-200111  21.4  16.4  18.9   9.7   2.3   0.1   0.0   0.0   0.1   1.5   8.8  20.2  99.4
