RegionName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30
"NEW YORK, NY",0.9760320027626468,0.9782489376893,0.9797677441135164,0.9821700622783718,0.9825229574421231,0.9841508729487082,0.982521091157749,0.9815351857920582,0.9792315754528804,0.9784516520673596,0.9767981013988972,0.9754685096632012,0.9757183865998316,0.975761335843192,0.9777841856286892,0.9785907670019288,0.9804380958811922,0.9803736217009348,0.978906213067564,0.9772289163446864,0.9758177262988074,0.9754400326854212,0.9745559941879328,0.9737161343652708,0.9743866098432172,0.97705836792779,0.9797665661249408,0.9805731784115744,0.9817673653883812,0.9857298385077976,0.9912871734688704,0.995424361444701,0.9969742319898872,0.9967055351212244,0.995511683386108,0.9937088596909524,0.9923525951310508,0.993817778918686,0.9984118851461375,1.0049711521161475,1.010376009433087,1.012631655693223,1.0112743199949976,1.0081527688374654,1.0050725640924787,1.0033126070238627,1.0021176889289525,1.0012732454834288,1.0032374002650055,1.009159661924703,1.0174545421026144,1.0251410898990088,1.0270314835156322,1.0240303334461252,1.0160566847373058,1.008111843782667,1.0014716960592769,0.9967189795458616,0.9922793455708404,0.988402135143858,0.9887724660532964,0.9939510730935516,1.003313499422157,1.012396863339257,1.0194312962061716,1.022731788923309,1.0220672551196983,1.0181790809043143,1.0151893063338815,1.0119551478492654,1.0097341719422677,1.005938738480546,1.0060328236025782,1.010512779170762,1.0176765827553824,1.0246264901172455
"LOS ANGELES, CA",0.9986246803957424,1.0011999165146015,1.0031394649620864,1.0033065431786383,1.0020479718950632,1.0004589680320024,0.9976254468136356,0.9956161532913947,0.992798329728971,0.990725647468092,0.9879684188921032,0.9873136537403844,0.9877632909455444,0.9903869317062992,0.9923179147514712,0.994046552123502,0.9945930911034516,0.9942176531754208,0.9935616644425908,0.9931466039417292,0.9934238751447332,0.9930041400855938,0.992399636540802,0.9932456021171946,0.9966506728844604,0.9997369873677796,0.9981957077789352,0.9950282596736074,0.994441516708324,0.9976657659123348,1.0021365797852393,1.0051426378709836,1.0077044997309257,1.0089678931691366,1.0093601167170536,1.010430310514132,1.0148292997845467,1.0224580801250482,1.0303177075684686,1.0361407084664382,1.0385346097253418,1.037567411154243,1.033423914599312,1.02955400462508,1.0282046680770554,1.0291863629734934,1.030258515608677,1.036288184413473,1.0454385933127133,1.0558849182283,1.0580123875076335,1.051331948976289,1.0366173903882911,1.0195658757915704,1.0058163681900685,0.99779968583674,0.9932280119787792,0.9894313839666466,0.9858420096276758,0.9865628115619448,0.9913154529049066,0.9990511948963696,1.0066607740732103,1.0124883187789795,1.0167986851341626,1.0185715401908486,1.017366399914266,1.0142838247809356,1.0104479913710476,1.0069937671592752,1.0038518619542,1.0047173747625788,1.008162820380622,1.0139963617592394,1.016822121833474,1.017664316273314
"CHICAGO, IL",0.9689425792972756,0.972687173235546,0.9762059520039942,0.9784754992312048,0.9784467307691912,0.977396765296472,0.975193144409832,0.972814141108016,0.9707493940893532,0.9687141759420655,0.9668047560410165,0.9668197983452764,0.9695761887787002,0.9734005245333271,0.9761309960082184,0.9768270357069144,0.9766044315817184,0.975739183937034,0.9743955808358016,0.9727365636586136,0.9708386253556228,0.969141552268073,0.9675376372800828,0.966931636225977,0.9687694582184796,0.9722577938048254,0.9741963430735218,0.9747065280229325,0.9758817812288544,0.9785204022182952,0.980770036601438,0.9814116517826388,0.9817709073399428,0.9815774576973944,0.9808702974098784,0.9807707659244276,0.9831086186027068,0.9884510113970004,0.99531553745645,1.0012266250846482,1.0038177331333442,1.002978694769229,0.9989174835353292,0.994449474873163,0.9909779530783293,0.9894684407623228,0.9877085623320402,0.9881035179426102,0.9919998739690942,1.00038982147517,1.0083067839579238,1.0121465810419572,1.010205086769653,1.0035027349684122,0.9949777390753362,0.9883161150722284,0.9838561530378728,0.9809812567400013,0.9782764837374994,0.9785846427200502,0.9824040945542007,0.989922158966376,0.9975094464879724,1.0037043420006724,1.006138656736912,1.0055465756358288,1.0030655449564565,0.999278813224882,0.9947934470903844,0.989812221141226,0.986996542184666,0.9866718778791024,0.990008274284782,0.9957563555179018,1.0019171422923394,1.0058529240484595
"DALLAS, TX",0.986811097724992,0.990161058989058,0.9923638569770936,0.9930238416010536,0.9920439229795892,0.98936950380261,0.987357430996584,0.9852887884936412,0.983834498479442,0.9817059444524302,0.9797131440375432,0.9794939646306244,0.9809348500523022,0.9833039456147908,0.985010739152978,0.986183826729016,0.986291365291248,0.9858313437266256,0.9842002409715214,0.982722936454442,0.9813575518983576,0.9803777605025276,0.9796710619736352,0.9798927310549688,0.9817253410584812,0.9840699291625162,0.9853149275568353,0.9863348365654104,0.9875083651321572,0.9894203955622304,0.9910184077698386,0.9919989202240488,0.9925217727350414,0.9924312962372198,0.9929101051109748,0.99545305836172,1.0016207541900988,,,,,1.0345357577464884,1.026931202998038,1.0197219518530685,1.0159174413213308,1.0155427388910334,1.0167090404770824,1.0227313604770345,1.0347857217185732,1.048980163219559,1.0568760535754398,1.052336782785961,1.0373395788277364,1.0177619030328042,1.000467884634482,0.9899013593738916,0.9838152062648358,0.979748200465183,0.9763116883156148,0.976103314104696,0.9799369427076428,0.9862104267439876,0.9916017108640872,0.9944380461713836,0.9940262503153184,0.991143655844458,0.987532814797131,0.9844436794033612,0.9817699065302534,0.9799727903436614,0.977795875185473,0.9784732974988702,0.9808140839449412,0.9847436344024082,0.9869646744082624,0.9866963793922328
"HOUSTON, TX",0.9686646324240308,0.9713049306430868,0.9734743076482224,0.9752793038746111,0.97572523475911,0.9754034644552988,0.9741080356554944,0.9723737061581952,0.9707793489155288,0.9702807636944272,0.9697621192601634,0.9701066875322848,0.9708412942991504,0.9726811181055998,0.974856877549964,0.9766795446805728,0.9771787257825528,0.9760518259189084,0.9743483808566826,0.9729625785274484,0.9728558842872972,0.9724192298707196,0.9720808340039978,0.971544279724922,0.9727319637200678,0.9748084115672272,0.9760866792434334,0.976922720374926,0.9778098322303488,0.9792643678084142,0.9803077583658848,0.9805990670367208,0.9810065231162588,0.9807445026393382,0.9805131155907988,0.9809529046934958,0.9836055104835149,0.9885338589578953,0.9948314702841656,,,1.0041472725894691,1.0002305673019292,0.9959232995463356,0.9932330905358334,0.9923355229691532,0.9925781780224084,0.9943825600830688,0.9988307494523898,1.005056951255873,1.0106403788552791,1.011523966397416,1.0075501194877023,0.9992109074289472,0.9898501290183862,0.982417157001913,0.9769669318000718,0.9741546147545465,0.9712399744456264,0.9713864575424926,0.9729766275437496,0.9776682984690748,0.9811507978636989,0.9834936301268296,,,0.9796147467547406,0.977065875116916,0.9748041756224772,0.9729603905698092,0.970580542714194,0.9707151955116512,0.972427598314178,0.9758936048329172,0.9778199663048532,0.9790626868875404
"WASHINGTON, DC",0.9894401074021956,0.9937680170595944,0.995973871937016,0.9972720369571092,0.9958399765655755,0.993885857625872,0.9922738735909254,0.9914311512396636,0.9906179658473,0.989290622827906,0.9876416817020788,0.9878012219654532,0.9898040688240768,0.9930766912550336,0.995253745667454,0.9959733491100432,0.9951447128759406,0.9936342286346642,0.9923524438390198,0.9920111382622568,0.9918336787804324,0.9910606077622908,0.9891097686463516,0.9896715767728392,0.9928334420957348,0.996791579864528,0.997357936917307,0.9968845488385482,0.9976443119591522,1.0001662125098023,1.0021700571416352,1.003865921546299,1.005064969437923,1.0051206178288945,1.00433191036491,1.0057153914519397,1.0114673140689148,1.019265113392782,1.026769589184364,1.0294737932977862,1.0270520145271418,1.0203043617648035,1.0130443618239984,1.0082286120781263,1.0054434907077106,1.0043592758903903,1.0038796117198263,1.008908630990841,1.018502753988817,1.0295517691816574,1.0346116583288485,1.0303408873588171,1.0201356045112455,1.0080594414885145,1.000053700825214,0.99616156255697,0.994229087248995,0.9918269441776802,0.989026991042018,0.9906709566124876,0.9963856236721188,1.0051261355685543,1.0117845608225435,1.0152374587968709,1.014834587882184,1.0121136745932884,1.0081964440502438,1.0051903868252527,1.0017826520596698,0.9990328302769216,0.995899144057248,0.9986714966891116,1.004927398450589,1.0133786985524518,1.0179251060434085,1.0174557517143576
"PHILADELPHIA, PA",0.9722605824564756,0.9747720696606412,0.978120501367114,0.9791013664144036,0.9807870941651298,0.9806321998711066,0.9790089507897743,0.977103061537013,0.9749253349291634,0.9729294176580132,0.970437785865923,0.968460958157442,0.969499538145334,0.9720101654781188,0.9761137493860792,0.9793695764964808,0.9811089446237786,0.9803037163305036,0.9774942184562592,0.9766144090893176,0.9763186541221724,0.9763063813066024,0.9730087520921796,0.9722556004760056,0.9737889947409494,0.9785071544390476,0.979770933855636,0.980601507041774,0.9819660833989866,0.986000069276937,0.9890817430732776,0.9912016158139852,0.9920876435116708,0.9922742436680344,0.9908802471351006,0.9890316871116834,0.991024370318041,0.9958723852940276,1.0039642025935418,1.0107493960278393,1.0152849668173738,1.0148436859729892,1.0097459745603277,1.0037493517224172,0.9990540156522028,0.9972278763232052,0.9959372120404612,0.9961522367087832,0.999756503552958,1.0089763311136537,1.0188984551090052,1.025176431658725,1.022537659683696,1.015083676728272,1.0049432628634891,0.9980023680082224,0.9931476199365624,0.9883461978470226,0.9823307740316364,0.979614070589545,0.9831202776553776,0.9906072985724672,0.998880748002658,1.0057688343860425,1.0106844811656464,1.01205041232951,1.0083214235810736,1.0038854032658604,0.9991196708348834,0.9945927232575308,0.9902068515493312,0.9876469003374928,0.989870863704716,0.9958170799123072,1.0027292199939108,1.0080191484677166
"MIAMI, FL",0.9567210842107584,0.9573011280517236,0.9576852751851732,0.9584942601120258,0.959169464201118,0.9596030307188432,0.9598399564507112,0.9587133212862228,0.9582455393773692,0.9578038651133594,0.9574252739015594,0.957200300495025,0.956300112437276,0.9568891582416044,0.9573067451273388,0.9584902785710274,0.959668107271652,0.9605794098343652,0.9600171764706192,0.9597945997478532,0.9594485071834384,0.9592049641328172,0.9577691870491204,0.9569671894486306,0.9579084544441686,0.9598488383031945,0.9593213098473168,0.9585940411826774,0.9587109264812552,0.9609061738525364,0.9623138206335758,0.9631786357944656,0.9641403416370112,0.9642798682264552,0.964049248388891,0.9634249960803988,0.964987189002576,0.967535503795486,0.9714189885730904,0.9754201871898082,0.9790776440236962,0.9809463472374784,0.981012350457826,0.9799777873373856,0.9789511883536852,0.9796018843635602,0.9797715753070227,0.98206476398192,0.9853778161656858,0.990920824692175,0.9951706413985832,0.9960315213591812,0.992833201170514,0.9864731108683475,0.979344992007304,0.9736338035019676,0.9689348619545708,0.9657049430985556,0.9621686035176044,0.9612482247462404,0.9615293199649864,0.9635179552093068,0.9649751286681032,0.9660021325174007,0.967540589701092,0.9679328429602032,0.9688858176934554,0.9681749516790306,0.9672578594244384,0.9641985781481516,0.9611184258654694,0.9594634741084686,0.9594708391994468,0.9598604576951248,0.9602820911060812,0.960059851385806
"ATLANTA, GA",0.9769309531089,0.980432027148442,0.9837925701126568,0.98533610761278,0.9851798367330252,0.983445744590187,0.9822555174745164,0.9800349959420646,0.9786587541551922,0.9766980232835268,0.9752982270719124,0.9754297930780292,0.9766135856914202,0.9791407188576158,0.9808573839892052,0.982026845131654,0.9824977563050792,0.9819270539810802,0.9808311916431044,0.9787782229806824,0.9774823978563796,0.976879734314656,0.9759795431863484,0.9766380214176494,0.9779783872293034,0.9812747127623554,0.9827337574848944,0.9834261024211048,0.9844692086274528,0.985453589075086,0.987304797030531,0.988273368457372,0.989193960308106,0.9897893350341876,0.9898394666187976,0.9916901516317158,0.995443745114192,1.0019705375558896,1.0088596758808477,1.014337385561177,1.0172499715068997,1.0167220457516877,1.013733724028412,1.0098244174641238,1.0085797986366103,1.0078318775217785,1.0068951191194375,1.007354680315893,1.0121039059588444,1.020425212663561,1.0265706636231926,1.025905981166372,1.018411453169647,1.0063602289701918,0.994963337998226,0.986521766863066,0.9816883537545732,0.9787436237712402,0.9764485877261754,0.976615998470987,0.9794108810923589,0.9851840103866324,0.9905124908412786,0.9936025748538428,0.9945787877373012,0.9927189624995268,0.9899388841510092,0.9873346456190556,0.9849262826780086,0.9827830949278964,0.9804097859475948,0.9802995818339992,0.9828333196764208,0.9859063332932116,0.9883795545762708,0.988988006152736
"BOSTON, MA",0.9925313876443004,0.9984405463152544,1.005027918262959,1.0096779928292736,1.0109893394315603,1.0076811178882623,1.0023198309715031,0.9973956926768656,0.9947096674756354,0.9914173585463728,0.9874537959137584,0.9842611299693124,0.9869973519292572,0.9914811022867276,0.9981935567504298,1.0016060171200516,1.0026238198074824,1.000458341033721,0.996966258631477,0.994144985703122,0.9926988827619296,0.9911030406865547,0.9891979445734992,0.9877593356411544,0.9910892670856774,0.9972651231986766,1.0011957937353446,1.0012361241447076,1.0019597818956267,1.0052293750024075,1.0094195258749383,1.010971620893521,1.0124984837670998,1.0114415546429134,1.0104729981272649,1.008582069397758,1.0134358233505905,1.0221768703088423,1.0341237897268634,1.0442425165860962,1.048096856474786,1.045544287410352,1.0378151430670128,1.0298130257790514,1.025270214708031,1.0217706523476116,1.0199569550385463,1.022043388002678,1.030385755408431,1.043870493357313,1.0561116139335869,1.0623601007022283,1.058265847737349,1.0440529057719594,1.0272828817484767,1.014078683662646,1.007065421100937,1.001290805416274,0.9963754638242428,0.9940965323809926,0.9978562860006646,1.0089244085217726,1.0217861520458305,1.0317208583634798,1.034530234080122,1.032578468571435,1.0278021285979848,1.022850420106705,1.0182315638943786,1.0131846222928946,1.0078246770730186,1.005426469822657,1.009636166501947,1.0181338039887875,1.0268975342597475,1.030710664107713
