DATE,MORTGAGE15US,MORTGAGE30US,RATE_DIFFERENCE
2004-10-21,5.07,5.69,0.6200000000000001
2004-10-28,5.01,5.64,0.6299999999999999
2004-11-04,5.08,5.7,0.6200000000000001
2004-11-11,5.16,5.76,0.5999999999999996
2004-11-18,5.15,5.74,0.5899999999999999
2004-11-24,5.15,5.72,0.5699999999999994
2004-12-02,5.23,5.81,0.5799999999999992
2004-12-09,5.14,5.71,0.5700000000000003
2004-12-16,5.11,5.68,0.5699999999999994
2004-12-22,5.18,5.75,0.5700000000000003
2004-12-29,5.23,5.81,0.5799999999999992
2005-01-06,5.21,5.77,0.5599999999999996
2005-01-13,5.19,5.74,0.5499999999999998
2005-01-20,5.15,5.67,0.5199999999999996
2005-01-27,5.14,5.66,0.5200000000000005
2005-02-03,5.14,5.63,0.4900000000000002
2005-02-10,5.1,5.57,0.47000000000000064
2005-02-17,5.14,5.62,0.4800000000000004
2005-02-24,5.22,5.69,0.47000000000000064
2005-03-03,5.33,5.79,0.45999999999999996
2005-03-10,5.38,5.85,0.46999999999999975
2005-03-17,5.47,5.95,0.4800000000000004
2005-03-24,5.56,6.01,0.4500000000000002
2005-03-31,5.58,6.04,0.45999999999999996
2005-04-07,5.48,5.93,0.4499999999999993
2005-04-14,5.46,5.91,0.4500000000000002
2005-04-21,5.36,5.8,0.4399999999999995
2005-04-28,5.33,5.78,0.4500000000000002
2005-05-05,5.31,5.75,0.4400000000000004
2005-05-12,5.33,5.77,0.4399999999999995
2005-05-19,5.27,5.71,0.4400000000000004
2005-05-26,5.21,5.65,0.4400000000000004
2005-06-02,5.2,5.62,0.41999999999999993
2005-06-09,5.14,5.56,0.41999999999999993
2005-06-16,5.22,5.63,0.41000000000000014
2005-06-23,5.16,5.57,0.41000000000000014
2005-06-30,5.12,5.53,0.41000000000000014
2005-07-07,5.2,5.62,0.41999999999999993
2005-07-14,5.25,5.66,0.41000000000000014
2005-07-21,5.32,5.73,0.41000000000000014
2005-07-28,5.34,5.77,0.4299999999999997
2005-08-04,5.38,5.82,0.4400000000000004
2005-08-11,5.47,5.89,0.41999999999999993
2005-08-18,5.4,5.8,0.39999999999999947
2005-08-25,5.35,5.77,0.41999999999999993
2005-09-01,5.32,5.71,0.3899999999999997
2005-09-08,5.3,5.71,0.41000000000000014
2005-09-15,5.32,5.74,0.41999999999999993
2005-09-22,5.37,5.8,0.4299999999999997
2005-09-29,5.48,5.91,0.4299999999999997
2005-10-06,5.54,5.98,0.4400000000000004
2005-10-13,5.62,6.03,0.41000000000000014
2005-10-20,5.65,6.1,0.4499999999999993
2005-10-27,5.69,6.15,0.45999999999999996
2005-11-03,5.85,6.31,0.45999999999999996
2005-11-10,5.89,6.36,0.47000000000000064
2005-11-17,5.9,6.37,0.46999999999999975
2005-11-23,5.81,6.28,0.47000000000000064
2005-12-01,5.81,6.26,0.4500000000000002
2005-12-08,5.87,6.32,0.4500000000000002
2005-12-15,5.85,6.3,0.4500000000000002
2005-12-22,5.79,6.26,0.46999999999999975
2005-12-29,5.76,6.22,0.45999999999999996
2006-01-05,5.76,6.21,0.4500000000000002
2006-01-12,5.71,6.15,0.4400000000000004
2006-01-19,5.67,6.1,0.4299999999999997
2006-01-26,5.7,6.12,0.41999999999999993
2006-02-02,5.81,6.23,0.4200000000000008
2006-02-09,5.83,6.24,0.41000000000000014
2006-02-16,5.91,6.28,0.3700000000000001
2006-02-23,5.89,6.26,0.3700000000000001
2006-03-02,5.89,6.24,0.35000000000000053
2006-03-09,6.0,6.37,0.3700000000000001
2006-03-16,5.98,6.34,0.35999999999999943
2006-03-23,5.97,6.32,0.35000000000000053
2006-03-30,6.0,6.35,0.34999999999999964
2006-04-06,6.1,6.43,0.33000000000000007
2006-04-13,6.14,6.49,0.35000000000000053
2006-04-20,6.17,6.53,0.3600000000000003
2006-04-27,6.21,6.58,0.3700000000000001
2006-05-04,6.22,6.59,0.3700000000000001
2006-05-11,6.17,6.58,0.41000000000000014
2006-05-18,6.2,6.6,0.39999999999999947
2006-05-25,6.23,6.62,0.3899999999999997
2006-06-01,6.26,6.67,0.41000000000000014
2006-06-08,6.23,6.62,0.3899999999999997
2006-06-15,6.25,6.63,0.3799999999999999
2006-06-22,6.36,6.71,0.34999999999999964
2006-06-29,6.43,6.78,0.35000000000000053
2006-07-06,6.44,6.79,0.34999999999999964
2006-07-13,6.37,6.74,0.3700000000000001
2006-07-20,6.41,6.8,0.3899999999999997
2006-07-27,6.34,6.72,0.3799999999999999
2006-08-03,6.27,6.63,0.3600000000000003
2006-08-10,6.2,6.55,0.34999999999999964
2006-08-17,6.2,6.52,0.3199999999999994
2006-08-24,6.18,6.48,0.3000000000000007
2006-08-31,6.14,6.44,0.3000000000000007
2006-09-07,6.16,6.47,0.3099999999999996
2006-09-14,6.11,6.43,0.3199999999999994
2006-09-21,6.06,6.4,0.34000000000000075
2006-09-28,5.98,6.31,0.3299999999999992
2006-10-05,5.98,6.3,0.3199999999999994
2006-10-12,6.06,6.37,0.3100000000000005
2006-10-19,6.06,6.36,0.3000000000000007
2006-10-26,6.1,6.4,0.3000000000000007
2006-11-02,6.02,6.31,0.29000000000000004
2006-11-09,6.04,6.33,0.29000000000000004
2006-11-16,5.94,6.24,0.2999999999999998
2006-11-22,5.91,6.18,0.2699999999999996
2006-11-30,5.87,6.14,0.2699999999999996
2006-12-07,5.84,6.11,0.27000000000000046
2006-12-14,5.86,6.12,0.2599999999999998
2006-12-21,5.89,6.13,0.2400000000000002
2006-12-28,5.93,6.18,0.25
2007-01-04,5.94,6.18,0.23999999999999932
2007-01-11,5.96,6.21,0.25
2007-01-18,5.98,6.23,0.25
2007-01-25,5.98,6.25,0.2699999999999996
2007-02-01,6.06,6.34,0.28000000000000025
2007-02-08,6.02,6.28,0.2600000000000007
2007-02-15,6.03,6.3,0.2699999999999996
2007-02-22,5.97,6.22,0.25
2007-03-01,5.92,6.18,0.2599999999999998
2007-03-08,5.86,6.14,0.27999999999999936
2007-03-15,5.88,6.14,0.2599999999999998
2007-03-22,5.9,6.16,0.2599999999999998
2007-03-29,5.86,6.16,0.2999999999999998
2007-04-05,5.87,6.17,0.2999999999999998
2007-04-12,5.9,6.22,0.3199999999999994
2007-04-19,5.89,6.17,0.28000000000000025
2007-04-26,5.87,6.16,0.29000000000000004
2007-05-03,5.87,6.16,0.29000000000000004
2007-05-10,5.87,6.15,0.28000000000000025
2007-05-17,5.92,6.21,0.29000000000000004
2007-05-24,6.06,6.37,0.3100000000000005
2007-05-31,6.12,6.42,0.2999999999999998
2007-06-07,6.22,6.53,0.3100000000000005
2007-06-14,6.43,6.74,0.3100000000000005
2007-06-21,6.37,6.69,0.3200000000000003
2007-06-28,6.34,6.67,0.33000000000000007
2007-07-05,6.3,6.63,0.33000000000000007
2007-07-12,6.39,6.73,0.34000000000000075
2007-07-19,6.38,6.73,0.35000000000000053
2007-07-26,6.37,6.69,0.3200000000000003
2007-08-02,6.32,6.68,0.35999999999999943
2007-08-09,6.25,6.59,0.33999999999999986
2007-08-16,6.3,6.62,0.3200000000000003
2007-08-23,6.18,6.52,0.33999999999999986
2007-08-30,6.12,6.45,0.33000000000000007
2007-09-06,6.15,6.46,0.3099999999999996
2007-09-13,5.97,6.31,0.33999999999999986
2007-09-20,5.98,6.34,0.35999999999999943
2007-09-27,6.09,6.42,0.33000000000000007
2007-10-04,6.03,6.37,0.33999999999999986
2007-10-11,6.06,6.4,0.34000000000000075
2007-10-18,6.08,6.4,0.3200000000000003
2007-10-25,5.99,6.33,0.33999999999999986
2007-11-01,5.91,6.26,0.34999999999999964
2007-11-08,5.9,6.24,0.33999999999999986
2007-11-15,5.88,6.24,0.3600000000000003
2007-11-21,5.83,6.2,0.3700000000000001
2007-11-29,5.73,6.1,0.3699999999999992
2007-12-06,5.65,5.96,0.3099999999999996
2007-12-13,5.78,6.11,0.33000000000000007
2007-12-20,5.79,6.14,0.34999999999999964
2007-12-27,5.79,6.17,0.3799999999999999
2008-01-03,5.68,6.07,0.39000000000000057
2008-01-10,5.43,5.87,0.4400000000000004
2008-01-17,5.21,5.69,0.4800000000000004
2008-01-24,4.95,5.48,0.5300000000000002
2008-01-31,5.17,5.68,0.5099999999999998
2008-02-07,5.15,5.67,0.5199999999999996
2008-02-14,5.25,5.72,0.46999999999999975
2008-02-21,5.64,6.04,0.40000000000000036
2008-02-28,5.72,6.24,0.5200000000000005
2008-03-06,5.47,6.03,0.5600000000000005
2008-03-13,5.6,6.13,0.5300000000000002
2008-03-20,5.27,5.87,0.6000000000000005
2008-03-27,5.34,5.85,0.5099999999999998
2008-04-03,5.42,5.88,0.45999999999999996
2008-04-10,5.42,5.88,0.45999999999999996
2008-04-17,5.4,5.88,0.47999999999999954
2008-04-24,5.62,6.03,0.41000000000000014
2008-05-01,5.59,6.06,0.46999999999999975
2008-05-08,5.6,6.05,0.4500000000000002
2008-05-15,5.6,6.01,0.41000000000000014
2008-05-22,5.55,5.98,0.4300000000000006
2008-05-29,5.66,6.08,0.41999999999999993
2008-06-05,5.65,6.09,0.4399999999999995
2008-06-12,5.93,6.32,0.39000000000000057
2008-06-19,6.02,6.42,0.40000000000000036
2008-06-26,6.04,6.45,0.41000000000000014
2008-07-03,5.92,6.35,0.4299999999999997
2008-07-10,5.91,6.37,0.45999999999999996
2008-07-17,5.78,6.26,0.47999999999999954
2008-07-24,6.18,6.63,0.4500000000000002
2008-07-31,6.07,6.52,0.4499999999999993
2008-08-07,6.1,6.52,0.41999999999999993
2008-08-14,6.07,6.52,0.4499999999999993
2008-08-21,6.0,6.47,0.46999999999999975
2008-08-28,5.93,6.4,0.47000000000000064
2008-09-04,5.9,6.35,0.4499999999999993
2008-09-11,5.54,5.93,0.3899999999999997
2008-09-18,5.35,5.78,0.4300000000000006
2008-09-25,5.77,6.09,0.3200000000000003
2008-10-02,5.78,6.1,0.3199999999999994
2008-10-09,5.63,5.94,0.3100000000000005
2008-10-16,6.14,6.46,0.3200000000000003
2008-10-23,5.72,6.04,0.3200000000000003
2008-10-30,6.19,6.46,0.2699999999999996
2008-11-06,5.88,6.2,0.3200000000000003
2008-11-13,5.81,6.14,0.33000000000000007
2008-11-20,5.73,6.04,0.3099999999999996
2008-11-26,5.74,5.97,0.22999999999999954
2008-12-04,5.33,5.53,0.20000000000000018
2008-12-11,5.2,5.47,0.2699999999999996
2008-12-18,4.92,5.19,0.27000000000000046
2008-12-24,4.91,5.14,0.22999999999999954
2008-12-31,4.83,5.1,0.2699999999999996
2009-01-08,4.62,5.01,0.3899999999999997
2009-01-15,4.65,4.96,0.3099999999999996
2009-01-22,4.8,5.12,0.3200000000000003
2009-01-29,4.8,5.1,0.2999999999999998
2009-02-05,4.92,5.25,0.33000000000000007
2009-02-12,4.81,5.16,0.35000000000000053
2009-02-19,4.68,5.04,0.3600000000000003
2009-02-26,4.68,5.07,0.39000000000000057
2009-03-05,4.72,5.15,0.4300000000000006
2009-03-12,4.64,5.03,0.39000000000000057
2009-03-19,4.61,4.98,0.3700000000000001
2009-03-26,4.58,4.85,0.2699999999999996
2009-04-02,4.52,4.78,0.2600000000000007
2009-04-09,4.54,4.87,0.33000000000000007
2009-04-16,4.48,4.82,0.33999999999999986
2009-04-23,4.48,4.8,0.3199999999999994
2009-04-30,4.48,4.78,0.2999999999999998
2009-05-07,4.51,4.84,0.33000000000000007
2009-05-14,4.52,4.86,0.34000000000000075
2009-05-21,4.5,4.82,0.3200000000000003
2009-05-28,4.53,4.91,0.3799999999999999
2009-06-04,4.79,5.29,0.5
2009-06-11,5.06,5.59,0.5300000000000002
2009-06-18,4.89,5.38,0.4900000000000002
2009-06-25,4.87,5.42,0.5499999999999998
2009-07-02,4.77,5.32,0.5500000000000007
2009-07-09,4.69,5.2,0.5099999999999998
2009-07-16,4.63,5.14,0.5099999999999998
2009-07-23,4.68,5.2,0.5200000000000005
2009-07-30,4.69,5.25,0.5599999999999996
2009-08-06,4.63,5.22,0.5899999999999999
2009-08-13,4.68,5.29,0.6100000000000003
2009-08-20,4.56,5.12,0.5600000000000005
2009-08-27,4.58,5.14,0.5599999999999996
2009-09-03,4.54,5.08,0.54
2009-09-10,4.5,5.07,0.5700000000000003
2009-09-17,4.47,5.04,0.5700000000000003
2009-09-24,4.46,5.04,0.5800000000000001
2009-10-01,4.36,4.94,0.5800000000000001
2009-10-08,4.33,4.87,0.54
2009-10-15,4.37,4.92,0.5499999999999998
2009-10-22,4.43,5.0,0.5700000000000003
2009-10-29,4.46,5.03,0.5700000000000003
2009-11-05,4.4,4.98,0.5800000000000001
2009-11-12,4.36,4.91,0.5499999999999998
2009-11-19,4.32,4.83,0.5099999999999998
2009-11-25,4.29,4.78,0.4900000000000002
2009-12-03,4.27,4.71,0.4400000000000004
2009-12-10,4.32,4.81,0.4899999999999993
2009-12-17,4.38,4.94,0.5600000000000005
2009-12-24,4.45,5.05,0.5999999999999996
2009-12-31,4.54,5.14,0.5999999999999996
2010-01-07,4.5,5.09,0.5899999999999999
2010-01-14,4.45,5.06,0.6099999999999994
2010-01-21,4.4,4.99,0.5899999999999999
2010-01-28,4.39,4.98,0.5900000000000007
2010-02-04,4.4,5.01,0.6099999999999994
2010-02-11,4.34,4.97,0.6299999999999999
2010-02-18,4.33,4.93,0.5999999999999996
2010-02-25,4.4,5.05,0.6499999999999995
2010-03-04,4.33,4.97,0.6399999999999997
2010-03-11,4.32,4.95,0.6299999999999999
2010-03-18,4.33,4.96,0.6299999999999999
2010-03-25,4.34,4.99,0.6500000000000004
2010-04-01,4.39,5.08,0.6900000000000004
2010-04-08,4.52,5.21,0.6900000000000004
2010-04-15,4.4,5.07,0.6699999999999999
2010-04-22,4.39,5.07,0.6800000000000006
2010-04-29,4.39,5.06,0.6699999999999999
2010-05-06,4.36,5.0,0.6399999999999997
2010-05-13,4.3,4.93,0.6299999999999999
2010-05-20,4.24,4.84,0.5999999999999996
2010-05-27,4.21,4.78,0.5700000000000003
2010-06-03,4.2,4.79,0.5899999999999999
2010-06-10,4.17,4.72,0.5499999999999998
2010-06-17,4.2,4.75,0.5499999999999998
2010-06-24,4.13,4.69,0.5600000000000005
2010-07-01,4.04,4.58,0.54
2010-07-08,4.07,4.57,0.5
2010-07-15,4.06,4.57,0.5100000000000007
2010-07-22,4.03,4.56,0.5299999999999994
2010-07-29,4.0,4.54,0.54
2010-08-05,3.95,4.49,0.54
2010-08-12,3.92,4.44,0.5200000000000005
2010-08-19,3.9,4.42,0.52
2010-08-26,3.86,4.36,0.5000000000000004
2010-09-02,3.83,4.32,0.4900000000000002
2010-09-09,3.83,4.35,0.5199999999999996
2010-09-16,3.82,4.37,0.5500000000000003
2010-09-23,3.82,4.37,0.5500000000000003
2010-09-30,3.75,4.32,0.5700000000000003
2010-10-07,3.72,4.27,0.5499999999999994
2010-10-14,3.62,4.19,0.5700000000000003
2010-10-21,3.64,4.21,0.5699999999999998
2010-10-28,3.66,4.23,0.5700000000000003
2010-11-04,3.63,4.24,0.6100000000000003
2010-11-11,3.57,4.17,0.6000000000000001
2010-11-18,3.76,4.39,0.6299999999999999
2010-11-24,3.77,4.4,0.6300000000000003
2010-12-02,3.81,4.46,0.6499999999999999
2010-12-09,3.96,4.61,0.6500000000000004
2010-12-16,4.17,4.83,0.6600000000000001
2010-12-23,4.15,4.81,0.6599999999999993
2010-12-30,4.2,4.86,0.6600000000000001
2011-01-06,4.13,4.77,0.6399999999999997
2011-01-13,4.08,4.71,0.6299999999999999
2011-01-20,4.05,4.74,0.6900000000000004
2011-01-27,4.09,4.8,0.71
2011-02-03,4.08,4.81,0.7299999999999995
2011-02-10,4.29,5.05,0.7599999999999998
2011-02-17,4.27,5.0,0.7300000000000004
2011-02-24,4.22,4.95,0.7300000000000004
2011-03-03,4.15,4.87,0.7199999999999998
2011-03-10,4.15,4.88,0.7299999999999995
2011-03-17,3.97,4.76,0.7899999999999996
2011-03-24,4.04,4.81,0.7699999999999996
2011-03-31,4.09,4.86,0.7700000000000005
2011-04-07,4.1,4.87,0.7700000000000005
2011-04-14,4.13,4.91,0.7800000000000002
2011-04-21,4.02,4.8,0.7800000000000002
2011-04-28,3.97,4.78,0.81
2011-05-05,3.89,4.71,0.8199999999999998
2011-05-12,3.82,4.63,0.81
2011-05-19,3.8,4.61,0.8100000000000005
2011-05-26,3.78,4.6,0.8199999999999998
2011-06-02,3.74,4.55,0.8099999999999996
2011-06-09,3.68,4.49,0.81
2011-06-16,3.67,4.5,0.8300000000000001
2011-06-23,3.69,4.5,0.81
2011-06-30,3.69,4.51,0.8199999999999998
2011-07-07,3.75,4.6,0.8499999999999996
2011-07-14,3.65,4.51,0.8599999999999999
2011-07-21,3.66,4.52,0.8599999999999994
2011-07-28,3.66,4.55,0.8899999999999997
2011-08-04,3.54,4.39,0.8499999999999996
2011-08-11,3.5,4.32,0.8200000000000003
2011-08-18,3.36,4.15,0.7900000000000005
2011-08-25,3.44,4.22,0.7799999999999998
2011-09-01,3.39,4.22,0.8299999999999996
2011-09-08,3.33,4.12,0.79
2011-09-15,3.3,4.09,0.79
2011-09-22,3.29,4.09,0.7999999999999998
2011-09-29,3.28,4.01,0.73
2011-10-06,3.26,3.94,0.6800000000000002
2011-10-13,3.37,4.12,0.75
2011-10-20,3.38,4.11,0.7300000000000004
2011-10-27,3.38,4.1,0.7199999999999998
2011-11-03,3.31,4.0,0.69
2011-11-10,3.3,3.99,0.6900000000000004
2011-11-17,3.31,4.0,0.69
2011-11-23,3.3,3.98,0.6800000000000002
2011-12-01,3.3,4.0,0.7000000000000002
2011-12-08,3.27,3.99,0.7200000000000002
2011-12-15,3.21,3.94,0.73
2011-12-22,3.21,3.91,0.7000000000000002
2011-12-29,3.24,3.95,0.71
2012-01-05,3.23,3.91,0.6800000000000002
2012-01-12,3.16,3.89,0.73
2012-01-19,3.17,3.88,0.71
2012-01-26,3.24,3.98,0.7399999999999998
2012-02-02,3.14,3.87,0.73
2012-02-09,3.16,3.87,0.71
2012-02-16,3.16,3.87,0.71
2012-02-23,3.19,3.95,0.7600000000000002
2012-03-01,3.17,3.9,0.73
2012-03-08,3.13,3.88,0.75
2012-03-15,3.16,3.92,0.7599999999999998
2012-03-22,3.3,4.08,0.7800000000000002
2012-03-29,3.23,3.99,0.7600000000000002
2012-04-05,3.21,3.98,0.77
2012-04-12,3.11,3.88,0.77
2012-04-19,3.13,3.9,0.77
2012-04-26,3.12,3.88,0.7599999999999998
2012-05-03,3.07,3.84,0.77
2012-05-10,3.05,3.83,0.7800000000000002
2012-05-17,3.04,3.79,0.75
2012-05-24,3.04,3.78,0.7399999999999998
2012-05-31,2.97,3.75,0.7799999999999998
2012-06-07,2.94,3.67,0.73
2012-06-14,2.98,3.71,0.73
2012-06-21,2.95,3.66,0.71
2012-06-28,2.94,3.66,0.7200000000000002
2012-07-05,2.89,3.62,0.73
2012-07-12,2.86,3.56,0.7000000000000002
2012-07-19,2.83,3.53,0.6999999999999997
2012-07-26,2.8,3.49,0.6900000000000004
2012-08-02,2.83,3.55,0.7199999999999998
2012-08-09,2.84,3.59,0.75
2012-08-16,2.88,3.62,0.7400000000000002
2012-08-23,2.89,3.66,0.77
2012-08-30,2.86,3.59,0.73
2012-09-06,2.86,3.55,0.69
2012-09-13,2.85,3.55,0.6999999999999997
2012-09-20,2.77,3.49,0.7200000000000002
2012-09-27,2.73,3.4,0.6699999999999999
2012-10-04,2.69,3.36,0.6699999999999999
2012-10-11,2.7,3.39,0.69
2012-10-18,2.66,3.37,0.71
2012-10-25,2.72,3.41,0.69
2012-11-01,2.7,3.39,0.69
2012-11-08,2.69,3.4,0.71
2012-11-15,2.65,3.34,0.69
2012-11-21,2.63,3.31,0.6800000000000002
2012-11-29,2.64,3.32,0.6799999999999997
2012-12-06,2.67,3.34,0.6699999999999999
2012-12-13,2.66,3.32,0.6599999999999997
2012-12-20,2.65,3.37,0.7200000000000002
2012-12-27,2.65,3.35,0.7000000000000002
2013-01-03,2.64,3.34,0.6999999999999997
2013-01-10,2.66,3.4,0.7399999999999998
2013-01-17,2.66,3.38,0.7199999999999998
2013-01-24,2.71,3.42,0.71
2013-01-31,2.81,3.53,0.7199999999999998
2013-02-07,2.77,3.53,0.7599999999999998
2013-02-14,2.77,3.53,0.7599999999999998
2013-02-21,2.77,3.56,0.79
2013-02-28,2.76,3.51,0.75
2013-03-07,2.76,3.52,0.7600000000000002
2013-03-14,2.79,3.63,0.8399999999999999
2013-03-21,2.72,3.54,0.8199999999999998
2013-03-28,2.76,3.57,0.81
2013-04-04,2.74,3.54,0.7999999999999998
2013-04-11,2.65,3.43,0.7800000000000002
2013-04-18,2.64,3.41,0.77
2013-04-25,2.61,3.4,0.79
2013-05-02,2.56,3.35,0.79
2013-05-09,2.61,3.42,0.81
2013-05-16,2.69,3.51,0.8199999999999998
2013-05-23,2.77,3.59,0.8199999999999998
2013-05-30,2.98,3.81,0.8300000000000001
2013-06-06,3.03,3.91,0.8800000000000003
2013-06-13,3.1,3.98,0.8799999999999999
2013-06-20,3.04,3.93,0.8900000000000001
2013-06-27,3.5,4.46,0.96
2013-07-03,3.39,4.29,0.8999999999999999
2013-07-11,3.53,4.51,0.98
2013-07-18,3.41,4.37,0.96
2013-07-25,3.39,4.31,0.9199999999999995
2013-08-01,3.43,4.39,0.9599999999999995
2013-08-08,3.43,4.4,0.9700000000000002
2013-08-15,3.44,4.4,0.9600000000000004
2013-08-22,3.6,4.58,0.98
2013-08-29,3.54,4.51,0.9699999999999998
2013-09-05,3.59,4.57,0.9800000000000004
2013-09-12,3.59,4.57,0.9800000000000004
2013-09-19,3.54,4.5,0.96
2013-09-26,3.37,4.32,0.9500000000000002
2013-10-03,3.29,4.22,0.9299999999999997
2013-10-10,3.31,4.23,0.9200000000000004
2013-10-17,3.33,4.28,0.9500000000000002
2013-10-24,3.24,4.13,0.8899999999999997
2013-10-31,3.2,4.1,0.8999999999999995
2013-11-07,3.27,4.16,0.8900000000000001
2013-11-14,3.35,4.35,0.9999999999999996
2013-11-21,3.27,4.22,0.9499999999999997
2013-11-27,3.3,4.29,0.9900000000000002
2013-12-05,3.47,4.46,0.9899999999999998
2013-12-12,3.43,4.42,0.9899999999999998
2013-12-19,3.51,4.47,0.96
2013-12-26,3.52,4.48,0.9600000000000004
2014-01-02,3.55,4.53,0.9800000000000004
2014-01-09,3.56,4.51,0.9499999999999997
2014-01-16,3.45,4.41,0.96
2014-01-23,3.44,4.39,0.9499999999999997
2014-01-30,3.4,4.32,0.9200000000000004
2014-02-06,3.33,4.23,0.9000000000000004
2014-02-13,3.33,4.28,0.9500000000000002
2014-02-20,3.35,4.33,0.98
2014-02-27,3.39,4.37,0.98
2014-03-06,3.32,4.28,0.9600000000000004
2014-03-13,3.38,4.37,0.9900000000000002
2014-03-20,3.32,4.32,1.0000000000000004
2014-03-27,3.42,4.4,0.9800000000000004
2014-04-03,3.47,4.41,0.94
2014-04-10,3.38,4.34,0.96
2014-04-17,3.33,4.27,0.9399999999999995
2014-04-24,3.39,4.33,0.94
2014-05-01,3.38,4.29,0.9100000000000001
2014-05-08,3.32,4.21,0.8900000000000001
2014-05-15,3.29,4.2,0.9100000000000001
2014-05-22,3.25,4.14,0.8899999999999997
2014-05-29,3.21,4.12,0.9100000000000001
2014-06-05,3.23,4.14,0.9099999999999997
2014-06-12,3.31,4.2,0.8900000000000001
2014-06-19,3.3,4.17,0.8700000000000001
2014-06-26,3.22,4.14,0.9199999999999995
2014-07-03,3.22,4.12,0.8999999999999999
2014-07-10,3.24,4.15,0.9100000000000001
2014-07-17,3.23,4.13,0.8999999999999999
2014-07-24,3.26,4.13,0.8700000000000001
2014-07-31,3.23,4.12,0.8900000000000001
2014-08-07,3.27,4.14,0.8699999999999997
2014-08-14,3.24,4.12,0.8799999999999999
2014-08-21,3.23,4.1,0.8699999999999997
2014-08-28,3.25,4.1,0.8499999999999996
2014-09-04,3.24,4.1,0.8599999999999994
2014-09-11,3.26,4.12,0.8600000000000003
2014-09-18,3.37,4.23,0.8600000000000003
2014-09-25,3.36,4.2,0.8400000000000003
2014-10-02,3.36,4.19,0.8300000000000005
2014-10-09,3.3,4.12,0.8200000000000003
2014-10-16,3.18,3.97,0.79
2014-10-23,3.08,3.92,0.8399999999999999
2014-10-30,3.13,3.98,0.8500000000000001
2014-11-06,3.21,4.02,0.8099999999999996
2014-11-13,3.2,4.01,0.8099999999999996
2014-11-20,3.17,3.99,0.8200000000000003
2014-11-26,3.17,3.97,0.8000000000000003
2014-12-04,3.1,3.89,0.79
2014-12-11,3.2,3.93,0.73
2014-12-18,3.09,3.8,0.71
2014-12-24,3.1,3.83,0.73
2014-12-31,3.15,3.87,0.7200000000000002
2015-01-08,3.05,3.73,0.6800000000000002
2015-01-15,2.98,3.66,0.6800000000000002
2015-01-22,2.93,3.63,0.6999999999999997
2015-01-29,2.98,3.66,0.6800000000000002
2015-02-05,2.92,3.59,0.6699999999999999
2015-02-12,2.99,3.69,0.6999999999999997
2015-02-19,3.05,3.76,0.71
2015-02-26,3.07,3.8,0.73
2015-03-05,3.03,3.75,0.7200000000000002
2015-03-12,3.1,3.86,0.7599999999999998
2015-03-19,3.06,3.78,0.7199999999999998
2015-03-26,2.97,3.69,0.7199999999999998
2015-04-02,2.98,3.7,0.7200000000000002
2015-04-09,2.93,3.66,0.73
2015-04-16,2.94,3.67,0.73
2015-04-23,2.92,3.65,0.73
2015-04-30,2.94,3.68,0.7400000000000002
2015-05-07,3.02,3.8,0.7799999999999998
2015-05-14,3.07,3.85,0.7800000000000002
2015-05-21,3.05,3.84,0.79
2015-05-28,3.11,3.87,0.7600000000000002
2015-06-04,3.08,3.87,0.79
2015-06-11,3.25,4.04,0.79
2015-06-18,3.23,4.0,0.77
2015-06-25,3.21,4.02,0.8099999999999996
2015-07-02,3.24,4.08,0.8399999999999999
2015-07-09,3.2,4.04,0.8399999999999999
2015-07-16,3.25,4.09,0.8399999999999999
2015-07-23,3.21,4.04,0.8300000000000001
2015-07-30,3.17,3.98,0.81
2015-08-06,3.13,3.91,0.7800000000000002
2015-08-13,3.17,3.94,0.77
2015-08-20,3.15,3.93,0.7800000000000002
2015-08-27,3.06,3.84,0.7799999999999998
2015-09-03,3.09,3.89,0.8000000000000003
2015-09-10,3.1,3.9,0.7999999999999998
2015-09-17,3.11,3.91,0.8000000000000003
2015-09-24,3.08,3.86,0.7799999999999998
2015-10-01,3.07,3.85,0.7800000000000002
2015-10-08,2.99,3.76,0.7699999999999996
2015-10-15,3.03,3.82,0.79
2015-10-22,2.98,3.79,0.81
2015-10-29,2.98,3.76,0.7799999999999998
2015-11-05,3.09,3.87,0.7800000000000002
2015-11-12,3.2,3.98,0.7799999999999998
2015-11-19,3.18,3.97,0.79
2015-11-25,3.18,3.95,0.77
2015-12-03,3.16,3.93,0.77
2015-12-10,3.19,3.95,0.7600000000000002
2015-12-17,3.22,3.97,0.75
2015-12-24,3.22,3.96,0.7399999999999998
2015-12-31,3.24,4.01,0.7699999999999996
2016-01-07,3.26,3.97,0.7100000000000004
2016-01-14,3.19,3.92,0.73
2016-01-21,3.1,3.81,0.71
2016-01-28,3.07,3.79,0.7200000000000002
2016-02-04,3.01,3.72,0.7100000000000004
2016-02-11,2.95,3.65,0.6999999999999997
2016-02-18,2.95,3.65,0.6999999999999997
2016-02-25,2.93,3.62,0.69
2016-03-03,2.94,3.64,0.7000000000000002
2016-03-10,2.96,3.68,0.7200000000000002
2016-03-17,2.99,3.73,0.7399999999999998
2016-03-24,2.96,3.71,0.75
2016-03-31,2.98,3.71,0.73
2016-04-07,2.88,3.59,0.71
2016-04-14,2.86,3.58,0.7200000000000002
2016-04-21,2.85,3.59,0.7399999999999998
2016-04-28,2.89,3.66,0.77
