ds,yhat,yhat_lower,yhat_upper
2019-03-31,249275.06550175993,238216.9634491863,260389.5109675238
2019-04-30,253653.53885158102,242724.32072074254,264460.6289639836
2019-05-31,260613.14252250348,249971.70944521367,271767.29194589186
2019-06-30,268484.15407668246,257268.7864456974,280889.7322030568
2019-07-31,270844.66637773084,260445.1641610505,281236.0070903732
2019-08-31,272186.43100389803,262033.19041218513,283315.05932306347
2019-09-30,270352.4153672436,259156.72660312694,281252.58640688553
2019-10-31,269676.97497594514,257816.3636496802,280531.90729002515
2019-11-30,268982.5044734158,257771.02970949718,280336.4531499021
2019-12-31,270243.8877759886,258894.24182689565,280809.4295465087
2020-01-31,269119.6574494605,257908.99584795855,279957.90740689856
2020-02-29,271024.693249425,260301.63374173307,282374.00995361706
2020-03-31,274806.4923800796,263304.35068979196,285213.2427134301
2020-04-30,286499.3431377044,275703.2785004708,297821.45945760654
2020-05-31,294671.22191523126,283605.4012609713,306216.7759929824
2020-06-30,300809.05747786735,290206.6370742121,311337.7883517695
2020-07-31,309622.9169187118,299209.7291745697,320626.67172681174
2020-08-31,311824.2880750404,300931.5492561781,322562.2500796797
2020-09-30,311081.2223316891,299394.3414486158,321806.5855544861
2020-10-31,309643.6236118579,298972.9267236235,321081.37664816045
2020-11-30,310391.68296748836,299464.62013927207,321901.2450303598
2020-12-31,316147.74796772486,304694.59138334106,327158.7173751114
2021-01-31,320771.2383938902,309702.0541095068,331192.54504972877
2021-02-28,319578.57933664706,309139.00404152955,330375.3466414071
2021-03-31,323620.38878100907,312365.89840801625,334560.4180056586
2021-04-30,333630.1032284421,322500.36477694684,345305.334127053
2021-05-31,342150.8711285752,331229.30392211134,352431.35151443817
2021-06-30,349643.30838361534,339153.113762469,361267.95639520756
2021-07-31,357103.9524760788,345469.9815577459,367562.10483141337
2021-08-31,359790.7928256835,349299.0988586675,371115.0577080575
2021-09-30,359089.6101023279,348350.37903480226,368987.62629076187
2021-10-31,358338.5508834479,347961.81087930885,370055.09223343997
2021-11-30,359046.1031019504,348042.38794289774,369969.6117680888
2021-12-31,363738.4119757976,352407.77045908524,374474.4127666233
2022-01-31,366813.45667707734,355451.4490960349,377444.4076038823
2022-02-28,369438.0388027103,358320.1528770655,380344.81393428467
2022-03-31,372405.429410809,361906.83238390303,382991.2260314217
2022-04-30,380739.4345678885,369795.8930265221,392162.7138753176
2022-05-31,389644.77591498056,378868.38517750247,400082.4848166123
2022-06-30,398478.4979359989,387907.867267812,410197.1651427027
2022-07-31,404576.2269149215,393335.22427655035,416409.7651753794
2022-08-31,407765.1726272557,396526.08569059253,419438.37444036175
2022-09-30,407111.5630242146,396166.08725745225,417495.3649040062
2022-10-31,407039.6126868396,396488.98381253396,417609.8460657905
2022-11-30,407677.32275294873,396431.48343191727,418304.8547755564
2022-12-31,411295.6554739628,400659.85439568246,422597.3536335596
2023-01-31,412879.18784539297,402402.1312282577,423893.3737085754
2023-02-28,419326.7216607422,407850.54252669483,430536.8398734996
2023-03-31,421160.4287838491,410349.084244823,432636.7872183703
2023-04-30,427828.29687667545,416457.11640061176,437638.1661502172
2023-05-31,437153.60844872764,425571.07105815347,448030.031739371
2023-06-30,447314.0147459413,437192.73739818716,458803.3483230467
2023-07-31,452040.2349481053,440641.80980447365,463539.62081190984
2023-08-31,455747.7074753902,445377.08075495827,467270.7368085485
2023-09-30,455146.9641260758,444474.5618444598,466323.4223841938
2023-10-31,455745.90509836527,444030.5759434882,466804.1986238099
2023-11-30,456284.70688318065,445071.3530781594,467363.48847943963
2023-12-31,458820.47154932393,447565.08745881653,469340.02919216955
2024-01-31,458970.62258639827,447845.2703821435,470365.15819120413
2024-02-29,462067.8215974504,451359.31465186505,472928.86298277386
2024-03-31,467124.00209169235,456627.8321185594,478904.5286306027
2024-04-30,478816.85198166675,468196.8854701092,490337.3983545207
2024-05-31,486988.7298626485,475708.5543479074,498032.4787132168
2024-06-30,493126.56455764006,482226.1485233888,504838.0863785567
2024-07-31,501940.42310192244,490758.98854020005,512948.8464131583
2024-08-31,504141.793361688,492660.68606310996,515369.6076356187
2024-09-30,503398.7267506991,492505.7466884737,514689.10281862045
2024-10-31,501961.127131853,490684.2832803033,512115.28579093254
2024-11-30,502709.18561746116,492524.6143784147,513521.63741257455
2024-12-31,508465.2497186827,497399.3088876009,519400.8159078203
2025-01-31,513088.7392458194,502022.8475645732,524237.3294717961
2025-02-28,511896.0793765605,501071.79915056744,523666.2637936297
2025-03-31,515937.8879218878,505602.6020400353,527195.4946575765
2025-04-30,525947.6023693284,514759.8952447865,536857.9839511117
2025-05-31,534468.3702694646,523456.1961086687,546723.6371145247
2025-06-30,541960.8075245059,531796.3513493129,553142.2088960508
