ds,yhat,yhat_lower,yhat_upper
2020-09-30,326437.89285862783,315600.8372027509,336521.48162226693
2020-10-31,323523.29344769364,312956.9079588047,333353.8629644741
2020-11-30,322051.4602846929,310726.967904977,332055.5407428213
2020-12-31,325807.8535702656,315896.1028681483,336503.4757654842
2021-01-31,327172.2966342808,316416.71644606907,337337.7091306926
2021-02-28,325540.5890479431,315204.53219142224,336135.8372534975
2021-03-31,331667.2488993173,321149.5143888456,342029.1044337416
2021-04-30,344493.42508633353,332921.03918810585,354933.6990257085
2021-05-31,356090.2927285991,346272.0773747795,366652.76922020124
2021-06-30,365150.702696721,355306.88328007737,375142.1598919994
2021-07-31,370518.93894297053,359833.8061521285,381326.75544892176
2021-08-31,370031.1332062937,360470.4061060853,380054.6004574105
2021-09-30,365807.6601053293,355100.5810810485,376166.2793269407
2021-10-31,361939.81100093346,351945.53114897764,372490.63942537684
2021-11-30,360623.81630762556,350142.8797471701,371170.7810446737
2021-12-31,362865.34043777187,352098.4864628289,373048.45843386883
2022-01-31,362503.7013063739,352069.13777708804,373205.57773082476
2022-02-28,363817.5230022255,352738.21369506215,374523.0244281792
2022-03-31,367578.47764181346,358122.16590454755,377757.81267768046
2022-04-30,378108.1402865945,368106.3959431909,388589.9472392449
2022-05-31,390624.20987829176,379995.0584667311,401466.2603711874
2022-06-30,400890.956050442,390836.36789813975,410877.0410445889
2022-07-31,406811.50698477717,396714.10147364606,416625.29200871836
2022-08-31,405640.50236424454,395997.9213179967,415625.62819918443
2022-09-30,401007.8537398541,390577.33673216193,411491.64617248444
2022-10-31,396910.46044443833,387692.07095256035,406932.6052812939
2022-11-30,396431.4049183857,386632.9801920949,407660.52114996425
2022-12-31,397854.82321984955,387060.7321572315,408367.1143784291
2023-01-31,396520.29813122127,386320.77759927325,406533.45920684916
2023-02-28,401398.05250450224,391440.74903183937,412221.0588204568
2023-03-31,403436.846499426,392136.63727065467,413579.1752705542
2023-04-30,411700.3151859906,400689.16131581244,422015.3395637491
2023-05-31,425186.45928558975,414976.08551079343,435806.6479139346
2023-06-30,436661.98192210286,425742.5705653752,446666.29500992
2023-07-31,443105.2267824726,432543.76969333494,452658.7352542996
2023-08-31,441231.65695208096,431606.2767940295,451431.815652966
2023-09-30,436194.8127114942,425652.525186861,446627.90804320725
2023-10-31,431883.86881754774,422107.78011364106,441961.0873546297
2023-11-30,432237.114691241,421242.7357683973,442541.9641799669
2023-12-31,432832.21297769493,421982.6966700613,443484.8094884634
2024-01-31,430570.6192837795,420921.6398401503,441764.42990794097
2024-02-29,430244.2601698844,419507.089180501,440023.896321487
2024-03-31,437254.8248279241,426167.2695645496,447159.99901325355
2024-04-30,452404.8647425314,441456.9661316289,461894.95719682507
2024-05-31,463134.1399715646,452059.11543099646,473314.2333866284
2024-06-30,470992.53516865254,460167.541168806,481461.5370285433
2024-07-31,475779.57468812633,465242.8584644078,485702.7693452323
2024-08-31,475954.819017767,466032.4279420684,486371.58501987363
2024-09-30,472144.67989054107,461664.81695442315,481775.7244077623
2024-10-31,468522.1866421138,457193.929553408,478846.56021571
2024-11-30,466365.2949266958,456080.78406593687,477033.08405393176
2024-12-31,469413.7943747866,458621.9535832852,480093.37800430425
2025-01-31,470070.3436012972,459816.54092465516,480006.20318880305
2025-02-28,467799.24803272076,456708.19218313455,478548.0072904124
2025-03-31,473218.01404658816,462202.1149553262,484108.20732689236
2025-04-30,486044.1902336042,475612.4306107809,496833.3857440423
2025-05-31,497641.0578758754,486549.3325128304,508200.1031181356
2025-06-30,506701.4678439986,495660.99074202194,518375.57526854146
