ds,yhat,yhat_lower,yhat_upper
2015-02-28,157419.322457254,151682.86675702195,162819.08941860276
2015-03-31,156554.07738106715,150536.29523741326,161900.14992107535
2015-04-30,161877.199787761,156082.86359449738,167172.19306020546
2015-05-31,170086.06134107386,164404.40816689233,175912.32864348
2015-06-30,179290.13586873224,173497.3224255263,184998.02263708602
2015-07-31,185493.46161130012,179854.20933732355,191044.6091441522
2015-08-31,185464.8897976153,179621.7051447463,190987.0381625339
2015-09-30,179332.0848175278,173830.26411995623,184686.33963942569
2015-10-31,173621.53285264227,167716.52255315703,178986.84812413575
2015-11-30,169082.6686178923,163741.0697557638,174742.71946309195
2015-12-31,168517.0269036105,162853.74422004048,174208.36767931824
2016-01-31,164309.72395380796,158225.44367993454,169811.8585688826
2016-02-29,160961.33253894845,155449.5522871355,166270.66494795485
2016-03-31,164803.83461038105,159550.5251549255,170369.096489208
2016-04-30,172916.40731234621,167039.4777705405,178811.71767909828
2016-05-31,180780.86629584138,175293.1446056256,186815.61108299287
2016-06-30,187879.6552966289,182273.13369271156,193785.34784412762
2016-07-31,190638.58136373493,185279.87192460266,196331.0444601237
2016-08-31,191945.87091451272,186236.25020438049,197292.83240710516
2016-09-30,187297.88852594126,181834.54876432352,192966.74297485998
2016-10-31,183307.3435848978,177676.09218859437,188545.21075721286
2016-11-30,178905.53788311704,173099.01967494507,184446.75198355652
2016-12-31,176559.6286070939,171002.22547162924,182136.45717051846
2017-01-31,173409.01848124614,167448.85146448595,178861.38580864185
2017-02-28,170651.9343965389,165182.3951598231,175974.87032083003
2017-03-31,172962.11083636718,167558.84157768075,178782.87070141148
2017-04-30,180126.44402972737,174531.12213477818,185460.95319204818
2017-05-31,188078.18118397187,182486.95160381403,193417.5520657922
2017-06-30,195863.36730901356,190327.89158607495,201641.51573289064
2017-07-31,199792.3690890312,194412.5073354439,205509.66568042824
2017-08-31,200685.8158652493,195255.0369018187,206350.41943461398
2017-09-30,195555.2856080732,189917.65167219038,200963.29189855795
2017-10-31,190985.94127387617,185550.5617280755,196396.89580937763
2017-11-30,186518.21717446976,180370.62240887305,192233.95760367333
2017-12-31,184764.3768928398,178962.59172849706,190319.10414863148
2018-01-31,181255.31396546026,175431.26832141608,187057.4786214626
2018-02-28,180367.25136814482,174683.8965980882,186281.8310592434
2018-03-31,181112.6034812011,175364.22869621916,186963.7621842196
2018-04-30,187351.40017133168,181357.57916797826,193056.6723081182
2018-05-31,195422.92693786375,190057.06264158248,201468.0966798295
2018-06-30,203915.1045175811,198203.8985283426,209647.01795981484
2018-07-31,208997.66497569895,203023.9222259883,214661.20801950918
2018-08-31,209448.40007783272,203733.95141201577,215095.82262636838
2018-09-30,203822.6191230808,198160.20137948656,209558.24434904565
2018-10-31,198679.68288433878,192841.9144740774,204268.19838094345
2018-11-30,194166.27404948924,188920.98365066416,200221.25510165023
2018-12-31,193006.10081233448,187348.56770847502,198397.7927373811
2019-01-31,189144.90588090205,183566.93730945003,194839.67838521049
2019-02-28,190092.1574873058,184268.54546092192,195797.00402836318
2019-03-31,189417.67255624713,183789.2284582129,195080.4428534265
2019-04-30,194925.40155501533,188772.84463263303,200642.80785114996
2019-05-31,203325.023253458,198040.21581406984,208799.6763423609
2019-06-30,212713.70437317612,207418.88755233304,218219.82224111402
2019-07-31,219107.79026086637,213322.92829342766,224989.727122338
2019-08-31,219263.13964048008,213449.12868443827,224718.3487994603
2019-09-30,213772.77499188544,207764.40441036265,219483.36455262348
2019-10-31,208726.07803620413,202551.89613724098,214855.38177259837
2019-11-30,204829.65413294744,198948.38794188632,210601.1486977272
2019-12-31,204927.86742786155,199383.8360177485,210942.96053509714
2020-01-31,201384.41948726826,196089.09544831092,207455.61991285798
2020-02-29,198657.05360199403,192953.56963985486,204538.15121707536
2020-03-31,203163.4105499065,197718.61827149507,209085.70501978946
2020-04-30,212363.76818374704,206495.05156632935,218032.63664040377
2020-05-31,221352.27159683767,215684.49161005192,226838.43168783115
2020-06-30,229538.8455294918,223602.7013059281,234709.77799848447
2020-07-31,233421.81602617857,228295.93193359903,239207.19745786922
2020-08-31,235853.11124920065,229947.449698033,241304.20972412048
2020-09-30,232292.8762853594,226836.03117606754,238026.0264073575
2020-10-31,229426.337201478,223388.61965564862,235175.98807763052
2020-11-30,226112.2791033857,220218.64928925957,231910.04447003183
2020-12-31,224890.37568452637,219466.3049463623,229904.80964124363
2021-01-31,222863.7714158419,217195.84053623755,228186.46816731239
2021-02-28,221120.80084795298,215338.5830809755,226878.6912727395
2021-03-31,224553.74582424414,218721.41100668453,230549.27965439152
2021-04-30,232804.62916681412,226880.90132823822,238330.322730369
2021-05-31,241879.13480856662,236739.6752197752,247539.0479447266
2021-06-30,250750.87108281947,244877.04566065304,256364.78995950046
2021-07-31,255802.64135034228,250155.7653070719,261428.93277817144
2021-08-31,257818.85661407586,251848.6505351566,263447.2690776122
2021-09-30,253772.28031630232,248254.22806306806,259364.89860421757
2021-10-31,250323.02174015902,244400.05402179848,256022.08049181217
2021-11-30,246939.25160014155,241162.95251900383,252507.03681490323
2021-12-31,246305.49707655687,240916.7475676906,252239.07147517565
2022-01-31,243916.51990721916,238282.81396770774,249614.61292101725
2022-02-28,244040.14767202077,238460.95051407302,249926.3616190779
2022-03-31,245905.58418479675,240326.74375546927,251564.79471096236
2022-04-30,253228.3335198244,247451.03412408452,258661.8445294916
2022-05-31,262419.9446860889,256918.15224418874,268250.2131928708
2022-06-30,271996.0749107066,266369.6006794264,277228.58239331265
2022-07-31,278198.71976856276,272585.7815739341,284169.760693306
2022-08-31,279769.5392704236,274278.8082001872,285608.2461673629
2022-09-30,275227.70019479917,269362.4423677803,280639.868114552
2022-10-31,271204.8372311598,265163.94331062865,276389.5954704223
2022-11-30,267775.370275435,261631.78269329018,273352.3446104402
2022-12-31,267735.27031337173,262255.0866496184,273304.1236704448
2023-01-31,264994.14865703625,259434.5729167312,270508.1165994625
2023-02-28,266953.0793506266,261356.1358489835,272437.98793568334
2023-03-31,267218.71792458853,261574.15034214198,272850.578052256
2023-04-30,273636.243863688,268045.1682285104,279091.2286406301
2023-05-31,282975.98906715936,277016.7721235531,288691.88372230163
2023-06-30,293274.467127222,287636.38188192394,298652.25383471674
2023-07-31,300608.67651993426,294636.32721220783,306133.0734540111
2023-08-31,301704.1494045729,296062.7595305438,307114.5280284778
2023-09-30,296659.1296163937,291153.3412442139,302231.8028364931
2023-10-31,292072.6223498174,286223.89562255086,297264.72962111584
2023-11-30,288621.54330698063,283156.41535843164,294737.6189565714
2023-12-31,289179.9462910016,283278.1017615382,295052.1685032514
2024-01-31,286096.68803950906,280358.11616189004,291855.0249429131
2024-02-29,283799.8221859852,278194.63655747834,289370.53319005424
2024-03-31,288766.36882299685,283072.9484665413,294135.7115865588
2024-04-30,297966.7265884248,292188.0169589704,303729.516738148
2024-05-31,306955.23013748886,301014.5214556039,312443.2167959566
2024-06-30,315141.8042017326,309672.3081649031,320834.47953381384
2024-07-31,319024.7748344058,313322.59133751376,324583.091017728
2024-08-31,321456.0701933979,316080.77602002583,327198.25539690204
2024-09-30,317895.83536113903,311969.563791504,323870.6379219772
2024-10-31,315029.29622830026,309597.60292200255,320999.3461829963
2024-11-30,311715.23808282905,306126.0850237985,317411.3885190082
2024-12-31,310493.334615022,304922.8617330445,316138.27531292423
2025-01-31,308466.7302973755,302490.9497560829,314132.5943117383
2025-02-28,306723.7596852827,300869.384689092,312220.8404433058
2025-03-31,310156.7046126069,304557.798342767,316057.45241015847
2025-04-30,318407.58795517654,312759.75471181393,324123.08326981997
2025-05-31,327482.09359692904,321615.67866569007,333218.3513908287
2025-06-30,336353.82987118844,330690.6377407746,342599.68729499966
