ds,yhat,yhat_lower,yhat_upper
2018-06-30,201949.67556366872,196399.05281566392,207551.26345604824
2018-07-31,207855.29751076075,202521.68856232826,214052.99076788448
2018-08-31,208193.32908554468,202292.3636111536,214197.94957410725
2018-09-30,204459.11685472145,198693.16721084336,210111.53322314844
2018-10-31,200324.65985416138,194582.6566052857,206548.1175414478
2018-11-30,197176.6698916815,191416.29280446068,202955.2858157967
2018-12-31,195095.45036834394,189359.5053835637,201095.3435420559
2019-01-31,191240.71131201426,185284.86724756294,196765.27744434733
2019-02-28,192355.05734727,186558.26019772218,198628.388553627
2019-03-31,192357.2384004131,186628.3472700468,198090.21471392832
2019-04-30,197312.93664362788,191212.52615511874,203300.46136105384
2019-05-31,206808.81434428933,201061.33506828168,212889.22147165774
2019-06-30,215699.2702507975,210367.87239094859,221836.7141347618
2019-07-31,222860.64769456928,216760.981853402,228554.1648436789
2019-08-31,224194.3267979413,218628.72785983383,229685.8709406505
2019-09-30,221424.68835912706,215698.15980397214,227509.96993262306
2019-10-31,217837.98171219934,212506.83906427387,224178.4477148789
2019-11-30,215049.97991803996,209180.5486998731,220977.30781788705
2019-12-31,213432.80545584147,207727.14590502568,219134.13650641617
2020-01-31,210507.43784098176,204641.16807647658,216184.72814310045
2020-02-29,207445.9869603412,201601.40628799386,213368.35765309562
2020-03-31,212173.14685154686,206522.82899761377,218141.27569219164
2020-04-30,222423.00051026064,216902.59464044552,228349.1757197029
2020-05-31,232277.71741685335,226049.95302878274,237854.89511492138
2020-06-30,240995.5828137293,235045.42022928267,247040.3081880329
2020-07-31,246698.56208688568,240695.43852060294,251965.19630375673
2020-08-31,247300.14794054473,241286.40312314747,252904.2312280795
2020-09-30,244446.31360810075,238416.98659506964,250233.73045570462
2020-10-31,242150.77308730397,235991.4704486182,247940.43136629503
2020-11-30,241168.65525928285,234933.74219535143,247403.93674057233
2020-12-31,241195.61509100776,235363.5736704764,247074.78001662373
2021-01-31,238589.55387284144,232654.87602416245,244578.0210987829
2021-02-28,234363.70933215,228900.95865906644,240099.8219091488
2021-03-31,237783.4679321813,231887.97595599902,243201.77777860052
2021-04-30,246261.21824320784,240250.18633042657,252497.47326778225
2021-05-31,255966.80921860444,249845.2955553155,261278.86946094566
2021-06-30,264720.4532300054,259154.34419999438,270913.5876902545
2021-07-31,270905.70822147594,264890.3922756683,276725.6697579725
2021-08-31,271765.5722674866,265748.10259068955,277280.9569166138
2021-09-30,268760.41470809025,262962.6911935301,274600.36806990614
2021-10-31,265838.94025574496,260066.57967999388,271462.65723781026
2021-11-30,264050.41381177853,258123.61555653645,269546.94038938015
2021-12-31,263299.86117301363,257234.06224130507,268962.0986880668
2022-01-31,260333.77993969404,254349.46513088545,266322.00283928
2022-02-28,259049.9857524689,252633.67521310347,265495.28336514655
2022-03-31,260894.9568492397,255221.19919618004,266529.48282214964
2022-04-30,267809.9882133677,261762.50093036031,273800.14754376136
2022-05-31,277605.39414482564,271924.5816331066,283359.3187636182
2022-06-30,286619.5115098202,280718.3081376452,292551.30274499103
2022-07-31,293500.76325182186,288079.20073617663,299509.11816651793
2022-08-31,294814.424621505,289236.52757086355,300708.005438593
2022-09-30,291837.337971971,286027.248018774,297301.53475238883
2022-10-31,288485.2440720682,282386.0983793613,294647.028026626
2022-11-30,286094.37969087984,280171.0544948325,291603.3952398905
2022-12-31,284795.52326819906,278814.75413262926,290569.2278909122
2023-01-31,281723.1473125403,275577.2770166218,287484.19676957215
2023-02-28,283544.14389032574,277374.86858842487,289464.0746651365
2023-03-31,283965.99436489434,278570.33227037516,289740.5077419855
2023-04-30,289327.8243062411,283371.4274226632,295250.76229187043
2023-05-31,299243.3714283295,292964.23251745844,304976.85851608525
2023-06-30,308539.9590329824,302520.3391244849,314244.82165335823
2023-07-31,316121.0058981791,310540.2891180491,322023.8939366994
2023-08-31,317874.35442297393,311972.6621341255,323947.3269752629
2023-09-30,314902.5524991694,309112.8564482927,320897.19219850155
2023-10-31,311106.9435844173,305381.80477642565,316917.3568314185
2023-11-30,308116.77830526634,301618.5136851769,313838.6455390349
2023-12-31,306290.7015752432,300779.1854449184,312395.62379567954
2024-01-31,303156.4316925742,297289.0367727608,308993.50905564317
2024-02-29,299899.5561097806,293972.0879845602,305636.02016174793
2024-03-31,304417.8137331657,298430.9453773405,310308.40963843395
2024-04-30,314465.5034820562,308470.73332248756,320333.15976034367
2024-05-31,324111.3176818441,318322.75004946755,329921.48531555076
2024-06-30,332627.01916890324,326905.1662919255,338874.4135228456
2024-07-31,338121.0957352618,332405.1344955621,343737.4116502606
2024-08-31,338513.77888211387,332581.6891294619,344378.8768045925
2024-09-30,335457.7806398468,329853.7957284257,341375.36808493594
2024-10-31,332953.3373391924,327061.7338083968,338201.32270521397
2024-11-30,331769.05553064856,325844.1788043517,337561.19990854245
2024-12-31,331587.1125825239,325500.6420544309,337181.9167798517
2025-01-31,328772.1485844809,323338.39941244683,334974.485283472
2025-02-28,324357.6176619832,318248.65559749154,329961.2368830724
2025-03-31,327568.47348212736,321392.74550996156,333813.02420511364
2025-04-30,336046.22379316116,330352.15438200836,342103.95427608007
2025-05-31,345751.81476855575,339900.63496547483,351645.5073333766
2025-06-30,354505.45877997053,348917.5276278438,360275.279560809
