CITY_NAME,DATE,NUM_JOBS,GROWTH_PCT
CHARLOTTE,2018-08-31,1220.1,3.4
CHARLOTTE,2018-09-30,1222.2,2.9
CHARLOTTE,2018-10-31,1226.2,3.0
CHARLOTTE,2018-11-30,1226.3,2.1
CHARLOTTE,2018-12-31,1226.4,1.4
CHARLOTTE,2019-01-31,1234.1,2.6
CHARLOTTE,2019-02-28,1236.4,3.4
CHARLOTTE,2019-03-31,1238.9,4.2
CHARLOTTE,2019-04-30,1239.7,1.9
CHARLOTTE,2019-05-31,1240.1,1.2
CHARLOTTE,2019-06-30,1244.5,1.9
CHARLOTTE,2019-07-31,1246.6,2.3
CHARLOTTE,2019-08-31,1253.0,4.3
CHARLOTTE,2019-09-30,1255.5,3.7
CHARLOTTE,2019-10-31,1255.9,3.1
CHARLOTTE,2019-11-30,1259.0,2.0
CHARLOTTE,2019-12-31,1259.0,1.2
CHARLOTTE,2020-01-31,1264.7,2.9
CHARLOTTE,2020-02-28,1267.5,2.8
CHARLOTTE,2020-03-31,1261.3,0.8
CHARLOTTE,2020-04-30,1111.7,-51.0
CHARLOTTE,2020-05-31,1134.6,-44.3
CHARLOTTE,2020-06-30,1173.2,-29.4
CHARLOTTE,2020-07-31,1188.6,25.6
CHARLOTTE,2020-08-31,1201.0,22.1
CHARLOTTE,2020-09-30,1212.5,13.1
CHARLOTTE,2020-10-31,1225.3,12.2
CHARLOTTE,2020-11-30,1234.1,11.0
CHARLOTTE,2020-12-31,1239.1,8.9
CHARLOTTE,2021-01-31,1235.3,3.3
CHARLOTTE,2021-02-28,1238.5,1.5
CHARLOTTE,2021-03-31,1243.3,1.4
CHARLOTTE,2021-04-30,1246.0,3.6
CHARLOTTE,2021-05-31,1249.5,3.7
CHARLOTTE,2021-06-30,1248.9,1.9
CHARLOTTE,2021-07-31,1257.8,3.9
CHARLOTTE,2021-08-31,1258.3,2.9
CHARLOTTE,2021-09-30,1260.3,3.8
CHARLOTTE,2021-10-31,1278.7,7.0
CHARLOTTE,2021-11-30,1283.3,8.3
CHARLOTTE,2021-12-31,1289.5,9.7
CHARLOTTE,2022-01-31,1287.2,2.8
CHARLOTTE,2022-02-28,1298.3,5.0
CHARLOTTE,2022-03-31,1304.4,5.0
CHARLOTTE,2022-04-30,1309.0,7.3
CHARLOTTE,2022-05-31,1312.3,4.7
CHARLOTTE,2022-06-30,1314.7,3.4
CHARLOTTE,2022-07-31,1320.8,3.9
CHARLOTTE,2022-08-31,1323.8,3.8
CHARLOTTE,2022-09-30,1326.6,4.0
CHARLOTTE,2022-10-31,1327.6,2.3
CHARLOTTE,2022-11-30,1328.5,1.6
CHARLOTTE,2022-12-31,1331.5,1.6
CHARLOTTE,2023-01-31,1338.6,3.7
CHARLOTTE,2023-02-28,1340.7,4.1
CHARLOTTE,2023-03-31,1342.1,3.5
CHARLOTTE,2023-04-30,1344.9,2.1
CHARLOTTE,2023-05-31,1348.2,2.5
CHARLOTTE,2023-06-30,1356.9,4.9
CHARLOTTE,2023-07-31,1355.2,3.4
CHARLOTTE,2023-08-31,1357.4,3.1
CHARLOTTE,2023-09-30,1358.9,0.7
CHARLOTTE,2023-10-31,1352.9,-0.8
CHARLOTTE,2023-11-30,1359.0,0.5
CHARLOTTE,2023-12-31,1359.9,0.3
CHARLOTTE,2024-01-31,1362.3,3.1
CHARLOTTE,2024-02-28,1363.6,1.5
CHARLOTTE,2024-03-31,1362.2,0.8
CHARLOTTE,2024-04-30,1369.1,2.3
CHARLOTTE,2024-05-31,1373.8,3.4
CHARLOTTE,2024-06-30,1376.2,4.7
CHARLOTTE,2024-07-31,1373.9,1.6
CHARLOTTE,2024-08-31,,
CHARLOTTE,2024-09-30,,
CHARLOTTE,2024-10-31,,
CHARLOTTE,2024-11-30,,
CHARLOTTE,2024-12-31,,
