ID,CITY,STATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,YRS
23237,STOCKTON,CA,0,0,0,17,102,230,363,332,222,54,0,0,1320,30
23061,ALAMOSA,CO,0,0,0,0,0,6,32,13,0,0,0,0,51,30
93037,COLORADO SPRINGS,CO,0,0,0,1,9,83,191,134,36,1,0,0,455,30
3017,DENVER,CO,0,0,0,1,21,133,289,244,76,5,0,0,769,30
23066,GRAND JUNCTION,CO,0,0,0,3,48,231,410,327,103,3,0,0,1125,30
93058,PUEBLO,CO,0,0,0,2,32,175,336,266,83,3,0,0,897,30
94702,BRIDGEPORT,CT,0,0,0,2,22,143,289,262,98,9,0,0,825,30
14752,HARTFORD,CT,0,0,0,5,35,152,285,241,80,7,0,0,805,30
13781,WILMINGTON,DE,0,0,1,11,67,231,367,316,134,18,0,0,1145,30
93738,WASHINGTON DULLES AP,D.C.,0,0,3,17,72,237,363,324,141,19,2,0,1178,30
13743,WASHINGTON NAT'L AP,D.C.,0,0,2,24,108,314,457,406,202,34,2,0,1549,30
12832,APALACHICOLA,FL,4,5,27,94,292,456,530,518,420,203,56,16,2621,30
12834,DAYTONA BEACH,FL,29,36,77,145,314,447,515,511,436,286,116,51,2963,30
12835,FORT MYERS,FL,83,102,176,269,436,525,564,569,522,402,215,121,3984,30
12816,GAINESVILLE,FL,12,20,54,121,303,439,502,493,396,210,66,22,2638,30
13889,JACKSONVILLE,FL,11,18,54,113,288,449,536,521,396,197,61,21,2665,30
12850,KEY WEST,FL,170,191,273,350,479,553,606,609,558,484,334,231,4838,30
12839,MIAMI,FL,151,171,247,324,463,532,592,595,537,460,300,203,4575,30
12841,ORLANDO,FL,44,59,118,218,399,508,578,577,499,342,150,72,3564,30
3855,PENSACOLA,FL,5,6,28,88,275,438,519,513,390,173,51,15,2501,30
93805,TALLAHASSEE,FL,5,9,40,99,293,457,529,521,399,181,47,13,2593,30
12842,TAMPA,FL,50,63,126,221,417,516,558,564,501,350,164,80,3610,30
12843,VERO BEACH,FL,61,78,129,190,348,456,518,518,469,361,183,93,3404,30
12844,WEST PALM BEACH,FL,108,127,193,267,414,490,549,558,502,413,245,155,4021,30
13873,ATHENS,GA,0,1,10,47,182,378,484,453,260,62,9,1,1887,30
13874,ATLANTA,GA,0,1,12,53,184,371,471,447,266,67,10,1,1883,30
13837,AUGUSTA,GA,1,3,22,75,256,434,530,490,320,106,19,5,2261,30
93842,COLUMBUS,GA,1,3,23,77,254,446,544,524,350,118,24,4,2368,30
3813,MACON,GA,1,2,18,63,229,419,521,491,306,94,19,3,2166,30
3822,SAVANNAH,GA,3,7,32,94,267,446,546,512,359,146,37,9,2458,30
21515,HILO,HI,93,77,123,127,167,198,240,248,234,226,183,147,2063,30
22521,HONOLULU,HI,254,228,293,332,395,456,502,524,495,467,380,302,4628,30
22516,KAHULUI,HI,217,192,245,272,333,388,439,456,426,408,331,259,3966,30
22536,LIHUE,HI,209,186,239,270,335,394,439,454,433,408,324,254,3945,30
24131,BOISE,ID,0,0,0,3,41,139,342,309,100,8,0,0,942,30
24149,LEWISTON,ID,0,0,0,2,30,98,300,287,87,3,0,0,807,30
24156,POCATELLO,ID,0,0,0,0,5,46,172,147,22,0,0,0,392,30
94846,CHICAGO,IL,0,0,1,9,44,165,283,238,92,11,0,0,843,30
14923,MOLINE,IL,0,0,1,13,62,214,324,269,106,14,1,0,1004,30
14842,PEORIA,IL,0,0,1,13,67,222,328,276,117,15,0,0,1039,30
94822,ROCKFORD,IL,0,0,0,8,47,175,274,223,84,9,0,0,820,30
93822,SPRINGFIELD,IL,0,0,2,18,84,240,335,291,129,22,1,0,1122,30
93817,EVANSVILLE,IN,0,0,3,24,108,298,403,363,167,29,2,0,1397,30
14827,FORT WAYNE,IN,0,0,0,8,49,182,267,211,83,9,0,0,809,30
53842,INDIANAPOLIS,IN,0,0,1,14,69,234,318,284,123,15,0,0,1058,30
14848,SOUTH BEND,IN,0,0,1,9,46,165,253,208,82,9,0,0,773,30
54902,DES MOINES,IA,0,0,1,3,36,155,282,223,65,12,0,0,777,30
94908,DUBUQUE,IA,0,0,0,5,32,139,224,176,61,6,0,0,643,30
14943,SIOUX CITY,IA,0,0,0,11,53,188,293,232,84,8,0,0,869,30
94910,WATERLOO,IA,0,0,0,8,48,177,271,208,78,9,0,0,799,30
13984,CONCORDIA,KS,0,0,1,16,72,265,436,376,160,22,1,0,1349,30
13985,DODGE CITY,KS,0,0,1,18,90,278,452,407,187,29,1,0,1463,30
23065,GOODLAND,KS,0,0,0,4,37,179,334,279,100,8,0,0,941,30
13996,TOPEKA,KS,0,0,3,25,98,284,432,386,165,27,2,0,1422,30
3974,WICHITA,KS,0,0,2,22,96,304,471,445,202,37,1,0,1580,30
93812,GREATER CINCINNATI AP,OH,0,0,1,12,69,217,330,297,125,15,1,0,1067,30
3889,JACKSON,KY,0,0,7,39,90,223,321,298,143,29,4,1,1155,30
93820,LEXINGTON,KY,0,0,2,20,85,242,347,321,146,25,2,0,1190,30
13810,LOUISVILLE,KY,0,0,4,30,113,305,398,389,174,29,2,0,1444,30
3816,PADUCAH,KY,0,0,7,35,130,320,431,390,187,38,4,0,1542,30
13970,BATON ROUGE,LA,13,18,58,142,334,484,556,556,410,179,51,22,2823,30
3937,LAKE CHARLES,LA,10,13,49,136,330,480,553,558,411,193,56,20,2809,30
12916,NEW ORLEANS,LA,16,21,63,157,362,495,566,566,443,220,69,27,3005,30
53905,SHREVEPORT,LA,3,7,25,84,267,450,556,564,345,115,21,5,2442,30
14607,CARIBOU,ME,0,0,0,0,5,34,77,53,11,0,0,0,180,30
14764,PORTLAND,ME,0,0,0,0,7,57,144,120,30,1,0,0,359,30
93721,BALTIMORE,MD,0,0,1,13,70,238,372,316,135,18,1,0,1164,30
14753,BLUE HILL,MA,0,0,0,2,22,105,222,186,60,5,0,0,602,30
14739,BOSTON,MA,0,0,0,3,27,136,266,227,81,7,0,0,747,30
94746,WORCESTER,MA,0,0,0,3,19,84,175,145,42,3,0,0,471,30
94849,ALPENA,MI,0,0,0,2,11,56,116,81,23,2,0,0,291,30
14822,DETROIT,MI,0,0,0,6,44,168,279,231,87,8,0,0,823,30
14826,FLINT,MI,0,0,0,4,28,112,187,146,49,5,0,0,531,30
94860,GRAND RAPIDS,MI,0,0,1,7,39,145,239,194,67,7,0,0,699,30
94814,HOUGHTON LAKE,MI,0,0,0,2,14,59,112,78,20,2,0,0,287,30
14836,LANSING,MI,0,0,1,6,34,132,213,171,61,7,0,0,625,30
14838,MARQUETTE,MI,0,0,0,1,8,40,110,102,33,2,0,0,296,30
14840,MUSKEGON,MI,0,0,0,4,25,105,202,171,54,5,0,0,566,30
14847,SAULT STE. MARIE,MI,0,0,0,0,5,30,78,65,17,1,0,0,196,30
14913,DULUTH,MN,0,0,0,0,4,30,90,66,14,0,0,0,204,30
14918,INTERNATIONAL FALLS,MN,0,0,0,1,8,38,76,58,11,0,0,0,192,30
14922,MINNEAPOLIS-ST.PAUL,MN,0,0,0,5,37,158,276,205,66,6,0,0,753,30
14925,ROCHESTER,MN,0,0,0,4,30,130,207,154,54,6,0,0,585,30
14926,SAINT CLOUD,MN,0,0,0,2,23,95,182,127,34,2,0,0,465,30
13927,JACKSON,MS,4,8,27,86,253,429,524,517,343,118,18,9,2336,30
13865,MERIDIAN,MS,3,4,17,59,200,380,484,473,303,90,16,6,2035,30
93862,TUPELO,MS,1,1,14,60,201,395,510,490,286,75,11,2,2046,30
3945,COLUMBIA,MO,0,0,3,22,78,248,382,350,144,20,2,0,1249,30
13988,KANSAS CITY,MO,0,0,5,33,120,330,497,447,200,37,2,0,1671,30
13994,ST. LOUIS,MO,0,0,7,39,128,334,467,424,202,41,4,0,1646,30
13995,SPRINGFIELD,MO,0,0,3,22,90,263,410,398,173,28,2,0,1389,30
24033,BILLINGS,MT,0,0,0,1,16,85,256,224,51,3,0,0,636,30
94008,GLASGOW,MT,0,0,0,1,16,75,207,196,37,1,0,0,533,30
24143,GREAT FALLS,MT,0,0,0,1,6,32,124,113,21,1,0,0,298,30
94012,HAVRE,TX,0,0,0,1,10,48,162,146,19,1,0,0,387,30
24144,HELENA,MT,0,0,0,0,8,49,181,145,23,0,0,0,406,30
24146,KALISPELL,MT,0,0,0,0,3,13,67,60,4,0,0,0,147,30
24153,MISSOULA,MT,0,0,0,0,6,37,151,123,15,0,0,0,332,30
14935,GRAND ISLAND,NE,0,0,0,11,54,213,349,287,109,11,0,0,1034,30
94996,LINCOLN,NE,0,0,0,5,53,201,349,288,110,18,0,0,1024,30
14941,NORFOLK,NE,0,0,0,12,49,186,314,255,90,9,0,0,915,30
24023,NORTH PLATTE,NE,0,0,0,3,25,138,293,236,70,3,0,0,768,30
14942,OMAHA EPPLEY AP,NE,0,0,1,15,66,230,365,303,117,15,1,0,1113,30
94918,OMAHA (NORTH),NE,0,0,1,11,48,180,311,252,94,9,0,0,906,30
24028,SCOTTSBLUFF,NE,0,0,0,2,21,126,287,229,58,1,0,0,724,30
24032,VALENTINE,NE,0,0,0,4,30,137,304,261,81,4,0,0,821,30
24121,ELKO,NV,0,0,0,0,4,47,180,131,21,0,0,0,383,30
23154,ELY,NV,0,0,0,0,1,23,111,77,6,0,0,0,218,30
53123,LAS VEGAS,NV,0,0,22,105,349,605,815,750,484,154,10,0,3294,30
23185,RENO,NV,0,0,0,1,36,136,314,259,88,5,0,0,839,30
24128,WINNEMUCCA,NV,0,0,0,0,11,79,243,177,31,0,0,0,541,30
14745,CONCORD,NH,0,0,0,2,16,84,172,139,37,2,0,0,452,30
14755,MT. WASHINGTON,NH,0,0,0,0,0,0,0,0,0,0,0,0,0,30
93730,ATLANTIC CITY AP,NJ,0,0,0,9,55,203,347,295,125,20,1,0,1055,30
13724,ATLANTIC CITY C.O.,NJ,0,0,0,4,33,171,330,309,152,21,0,0,1020,30
14734,NEWARK,NJ,0,0,1,11,64,239,383,336,140,17,1,0,1192,30
23050,ALBUQUERQUE,NM,0,0,0,7,91,302,411,346,155,10,0,0,1322,30
23051,CLAYTON,NM,0,0,1,5,45,183,303,260,102,10,0,0,909,30
23009,ROSWELL,NM,0,0,3,37,185,397,476,426,227,37,1,0,1789,30
14735,ALBANY,NY,0,0,0,4,26,118,218,177,51,4,0,0,598,30
4725,BINGHAMTON,NY,0,0,0,4,19,74,138,113,31,2,0,0,381,30
14733,BUFFALO,NY,0,0,0,3,23,103,197,161,53,4,0,0,544,30
4781,ISLIP,NY,0,0,0,2,22,140,276,246,91,10,0,0,787,30
94728,NEW YORK C.PARK,NY,0,0,1,11,57,212,355,318,133,17,1,0,1105,30
94789,NEW YORK (JFK AP),NY,0,0,0,3,32,183,337,306,130,14,0,0,1005,30
14732,NEW YORK (LAGUARDIA AP),NY,0,0,0,8,58,231,385,351,157,23,1,0,1214,30
14768,ROCHESTER,NY,0,0,0,4,26,106,193,155,50,5,0,0,539,30
14771,SYRACUSE,NY,0,0,0,4,26,113,203,167,52,4,0,0,569,30
53877,ASHEVILLE,NC,0,0,0,2,24,107,198,172,54,4,1,0,562,30
93729,CAPE HATTERAS,NC,0,0,3,25,115,308,437,418,286,98,21,3,1714,30
13881,CHARLOTTE,NC,0,0,5,32,126,311,420,383,198,38,4,1,1518,30
13723,GREENSBORO-WNSTN-SALM-HGHPT,NC,0,0,5,33,121,307,419,377,185,33,3,1,1484,30
13722,RALEIGH,NC,0,1,11,49,148,347,466,419,227,52,8,2,1730,30
13748,WILMINGTON,NC,2,3,16,67,193,385,501,456,294,97,23,5,2042,30
24011,BISMARCK,ND,0,0,0,1,16,83,204,177,38,1,0,0,520,30
14914,FARGO,ND,0,0,0,3,28,107,202,165,43,3,0,0,551,30
14916,GRAND FORKS,ND,0,0,0,1,16,75,141,119,26,1,0,0,379,30
94014,WILLISTON,ND,0,0,0,1,12,68,182,166,26,1,0,0,456,30
14895,AKRON,OH,0,0,0,6,36,135,222,183,64,6,0,0,652,30
14820,CLEVELAND,OH,0,0,1,10,48,168,265,223,89,12,1,0,817,30
14821,COLUMBUS,OH,0,0,1,14,69,216,317,280,121,16,1,0,1035,30
93815,DAYTON,OH,0,0,1,11,58,190,285,243,99,12,0,0,899,30
14891,MANSFIELD,OH,0,0,1,7,38,134,210,172,63,7,0,0,632,30
94830,TOLEDO,OH,0,0,0,8,45,170,265,214,82,9,0,0,793,30
14852,YOUNGSTOWN,OH,0,0,1,8,30,110,185,152,52,6,0,0,544,30
13967,OKLAHOMA CITY,OK,0,1,12,53,184,390,559,538,288,67,7,0,2099,30
53908,TULSA,OK,0,1,10,41,151,357,522,516,258,55,4,0,1915,30
94224,ASTORIA,OR,0,0,0,0,0,0,3,4,5,0,0,0,12,30
94185,BURNS,OR,0,0,0,0,3,20,109,74,9,0,0,0,215,30
24221,EUGENE,OR,0,0,0,0,5,19,93,91,30,1,0,0,239,30
24225,MEDFORD,OR,0,0,0,3,35,108,286,275,112,10,0,0,829,30
24155,PENDLETON,OR,0,0,0,1,22,79,246,222,64,2,0,0,636,30
24229,PORTLAND,OR,0,0,0,1,16,47,147,152,59,2,0,0,424,30
24232,SALEM,OR,0,0,0,0,9,28,109,106,37,1,0,0,290,30
24235,SEXTON SUMMIT,OR,0,0,0,1,12,21,74,88,51,8,0,0,255,30
14737,ALLENTOWN,PA,0,0,0,5,40,155,265,214,71,7,0,0,757,30
14860,ERIE,PA.,0,0,1,6,32,123,213,183,71,9,0,0,638,30
14711,HARRISBURG,PA,0,0,1,6,58,213,338,280,97,9,0,0,1002,30
14711,MIDDLETOWN/HARRISBURG INTL AP,PA,0,0,1,6,58,213,338,280,97,9,0,0,1002,30
13739,PHILADELPHIA,PA,0,0,1,12,78,258,408,360,161,22,1,0,1301,30
94823,PITTSBURGH,PA,0,0,1,9,42,150,241,209,76,8,0,0,736,30
14777,WILKES-BARRE INTL AP,PA,0,0,0,6,31,117,206,164,52,4,0,0,580,30
14778,WILLIAMSPORT,PA,0,0,0,5,38,146,244,201,63,5,0,0,702,30
14765,PROVIDENCE,RI,0,0,0,2,24,132,266,232,80,8,0,0,744,30
13880,CHARLESTON AP,SC,2,5,27,84,244,421,529,493,333,126,33,7,2304,30
13782,CHARLESTON C.O.,SC,1,3,19,82,253,428,535,504,358,150,36,7,2376,30
13883,COLUMBIA,SC,1,3,18,73,226,424,532,491,299,85,15,3,2170,30
3870,GREENVILLE-SPARTANBURG AP,SC,0,0,8,40,153,351,460,423,227,48,5,1,1716,30
14929,ABERDEEN,SD,0,0,0,2,21,92,208,160,40,2,0,0,525,30
14936,HURON,SD,0,0,0,4,29,133,277,226,69,4,0,0,742,30
24090,RAPID CITY,SD,0,0,0,2,13,84,250,223,61,3,0,0,636,30
14944,SIOUX FALLS,SD,0,0,0,5,31,135,256,198,60,5,0,0,690,30
13877,BRISTOL-JHNSN CTY-KNGSPRT,TN,0,0,1,10,62,206,299,274,116,12,1,0,981,30
13882,CHATTANOOGA,TN,0,0,7,39,150,345,463,446,239,48,4,1,1742,30
13891,KNOXVILLE,TN,0,0,5,32,125,305,417,397,206,36,3,0,1526,30
13893,MEMPHIS,TN,1,2,17,75,226,438,549,527,316,92,13,2,2258,30
13897,NASHVILLE,TN,0,0,8,37,134,324,446,425,220,46,5,1,1646,30
3841,OAK RIDGE,TN,0,0,4,28,115,285,398,381,195,33,2,0,1441,30
13962,ABILENE,TX,1,4,29,99,264,435,561,552,326,118,19,1,2409,30
23047,AMARILLO,TX,0,0,2,19,104,288,412,367,178,28,1,0,1399,30
13958,AUSTIN/CITY,TX,9,18,61,164,361,516,620,645,450,221,61,13,3139,30
13904,AUSTIN/BERGSTROM,TX,5,11,42,130,319,481,572,580,388,175,38,10,2751,30
12919,BROWNSVILLE,TX,59,82,174,302,476,567,618,629,504,354,180,80,4025,30
12924,CORPUS CHRISTI,TX,30,46,115,237,413,522,587,611,482,308,124,49,3524,30
3927,DALLAS-FORT WORTH,TX,2,5,32,99,284,491,631,638,395,146,29,4,2756,30
13960,DALLAS-LOVE FIELD,TX,3,8,39,117,310,516,662,669,421,162,33,5,2945,30
22010,DEL RIO,TX,3,16,87,223,430,571,648,657,460,230,47,3,3375,30
23044,EL PASO,TX,0,0,10,82,285,502,552,498,317,82,3,0,2331,30
12923,GALVESTON,TX,5,12,53,173,392,535,604,620,499,299,97,19,3308,30
12975,HOUSTON,TX,9,21,60,155,345,498,556,567,419,223,65,22,2940,30
23042,LUBBOCK,TX,0,0,7,49,190,374,473,433,223,52,3,0,1804,30
23023,MIDLAND-ODESSA,TX,0,2,16,90,281,461,532,502,295,93,7,0,2279,30
12917,PORT ARTHUR,TX,11,15,55,146,339,484,556,561,419,205,64,22,2877,30
23034,SAN ANGELO,TX,1,4,33,118,304,464,563,549,329,119,18,1,2503,30
12970,SAN ANTONIO,TX,7,23,72,184,387,528,598,645,446,228,57,12,3187,30
12912,VICTORIA,TX,14,24,74,177,370,508,586,600,445,245,80,27,3150,30
13959,WACO,TX,3,6,34,111,298,488,626,629,399,162,36,5,2797,30
13966,WICHITA FALLS,TX,1,2,19,70,227,436,601,589,334,97,12,1,2389,30
23176,MILFORD,UT,0,0,0,0,13,113,294,249,58,1,0,0,728,30
24127,SALT LAKE CITY,UT,0,0,0,4,46,187,425,374,117,7,0,0,1160,30
14742,BURLINGTON,VT,0,0,0,2,17,97,187,145,41,2,0,0,491,30
13733,LYNCHBURG,VA,0,0,2,16,64,214,318,284,118,15,1,0,1032,30
13737,NORFOLK,VA,0,1,6,37,122,315,454,400,230,55,8,1,1629,30
13740,RICHMOND,VA,0,0,6,36,119,315,443,388,197,39,5,1,1549,30
13741,ROANOKE,VA,0,0,5,24,87,246,361,324,139,21,1,0,1208,30
24227,OLYMPIA,WA,0,0,0,0,3,11,43,42,7,0,0,0,106,30
94240,QUILLAYUTE,WA,0,0,0,0,1,3,7,6,2,0,0,0,19,30
24281,SEATTLE C.O.,WA,0,0,0,0,5,20,67,75,21,0,0,0,188,30
24233,SEATTLE SEA-TAC AP,WA,0,0,0,0,6,21,71,70,21,0,0,0,189,30
24157,SPOKANE,WA,0,0,0,0,14,49,180,168,38,1,0,0,450,30
24160,WALLA WALLA,WA,0,0,0,2,33,107,317,293,93,5,0,0,850,30
24243,YAKIMA,WA,0,0,0,1,19,65,195,160,32,0,0,0,472,30
3872,BECKLEY,WV,0,0,1,9,31,111,181,160,57,6,1,0,557,30
13866,CHARLESTON,WV,0,0,5,27,78,220,324,292,127,21,2,1,1097,30
13729,ELKINS,WV,0,0,0,3,20,92,166,145,45,4,0,0,475,30
3860,HUNTINGTON,WV,0,0,5,27,81,225,332,307,134,21,2,1,1135,30
14898,GREEN BAY,WI,0,0,0,2,16,83,150,111,33,3,0,0,398,30
14920,LA CROSSE,WI,0,0,0,7,41,166,273,213,74,8,0,0,782,30
14837,MADISON,WI,0,0,0,4,26,120,206,157,51,4,0,0,568,30
14839,MILWAUKEE,WI,0,0,0,5,25,120,222,193,69,7,0,0,641,30
24089,CASPER,WY,0,0,0,0,4,53,188,152,25,0,0,0,422,30
24018,CHEYENNE,WY,0,0,0,0,3,47,160,116,22,0,0,0,348,30
94078,LANDER,WY,0,0,0,0,7,57,185,156,37,0,0,0,442,30
24029,SHERIDAN,WY,0,0,0,0,4,46,182,158,28,1,0,0,419,30
41415,GUAM,PC,471,419,487,507,544,529,522,508,493,516,505,502,6003,30
21603,JOHNSTON ISLAND,PC,412,375,422,433,485,517,558,577,552,542,470,437,5780,30
40309,KOROR,PC,508,455,518,521,538,498,504,512,503,529,522,525,6133,30
40604,KWAJALEIN-MARSHALL IS.,PC,518,473,536,525,550,524,536,541,527,544,519,527,6320,30
40710,MAJURO-MARSHALL IS,PC,516,473,529,513,538,513,530,536,522,538,517,521,6246,30
61705,PAGO PAGO-AMER SAMOA,PC,541,497,552,522,519,479,473,474,480,507,508,538,6090,30
40504,POHNPEI-CAROLINE IS.,PC,485,445,501,485,502,481,490,494,476,491,477,488,5815,30
40505,CHUUK E. CAROLINE IS.,PC,502,456,516,504,530,503,512,505,493,512,504,515,6052,30
41606,WAKE ISLAND,PC,423,367,423,441,504,537,570,577,561,555,491,462,5911,30
40308,YAP-W CAROLINE IS.,PC,533,480,546,550,580,538,544,538,526,553,537,547,6472,30
11641,SAN JUAN,PR,391,360,431,459,524,549,570,580,555,547,466,423,5855,30
