POR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,ID,CITY,STATE
194801-202012,7.8,6.2,3.5,0.4,0.0,0.0,0.0,0.0,0.0,0.2,1.4,5.7,25.2,93819,INDIANAPOLIS,IN
189312-202012,17.5,12.9,7.9,1.9,0.2,0.0,0.0,0.0,0.0,0.9,6.5,14.7,62.5,14848,SOUTH BEND,IN
194507-202012,8.5,8.4,5.6,1.7,0.1,0.0,0.0,0.0,0.0,0.4,2.7,7.3,34.7,14933,DES MOINES,IA
195102-202012,9.7,9.0,7.7,2.2,0.1,0.0,0.0,0.0,0.0,0.3,3.2,10.6,42.8,94908,DUBUQUE,IA
194801-202012,7.1,6.9,7.1,1.8,0.0,0.0,0.0,0.0,0.0,0.7,3.4,6.7,33.7,14943,SIOUX CITY,IA
195004-202012,7.9,7.5,5.2,1.5,0.0,0.0,0.0,0.0,0.0,0.2,2.9,8.3,33.5,94910,WATERLOO,IA
189301-202012,4.5,5.2,4.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,1.7,3.9,20.4,13984,CONCORDIA,KS
191105-202012,4.1,4.3,4.5,0.9,0.0,0.0,0.0,0.0,0.0,0.3,1.9,3.4,19.4,13985,DODGE CITY,KS
189509-202012,4.7,5.4,7.7,3.7,0.5,0.1,0.0,0.0,0.2,1.7,3.9,5.3,33.2,23065,GOODLAND,KS
194608-202012,5.3,4.9,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,1.1,4.5,19.4,13996,TOPEKA,KS
195312-202012,3.8,4.1,2.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,1.1,3.3,15.0,03928,WICHITA,KS
198101-202012,7.1,6.7,3.4,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.6,4.1,22.8,03889,JACKSON,KY
188711-202012,5.5,4.6,2.9,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.0,3.1,17.5,93820,LEXINGTON,KY
194801-202012,5.1,4.3,2.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,2.2,15.4,93821,LOUISVILLE,KY
194908-202012,3.3,2.9,1.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,9.7,03816,PADUCAH,KY
193001-202011,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,13970,BATON ROUGE,LA
196111-202012,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,03937,LAKE CHARLES,LA
194801-202011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,12916,NEW ORLEANS,LA
193907-202012,0.8,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,13957,SHREVEPORT,LA
193906-202012,24.6,22.8,20.0,8.3,0.7,0.0,0.0,0.0,0.0,1.8,11.6,24.2,114.0,14607,CARIBOU,ME
194012-202012,19.1,17.4,12.9,2.8,0.1,0.0,0.0,0.0,0.0,0.2,2.8,14.7,70.0,14764,PORTLAND,ME
193907-202012,5.9,6.7,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.1,19.7,93721,BALTIMORE,MD
189304-202012,16.2,16.6,12.1,3.1,0.1,0.0,0.0,0.0,0.0,0.5,2.6,11.2,62.4,14753,BLUE HILL,MA
193601-202012,13.0,12.4,8.0,1.2,0.0,0.0,0.0,0.0,0.0,0.1,1.1,8.0,43.8,14739,BOSTON,MA
194806-202012,16.9,17.5,12.9,3.0,0.2,0.0,0.0,0.0,0.0,0.7,2.8,12.8,66.8,94746,WORCESTER,MA
191611-202011,19.3,15.0,12.7,4.8,0.4,0.0,0.0,0.0,0.0,0.6,6.8,16.6,76.2,94849,ALPENA,MI
195812-202012,11.9,10.7,6.5,1.6,0.0,0.0,0.0,0.0,0.0,0.1,2.5,9.7,43.0,94847,DETROIT,MI
194805-202012,13.2,11.3,7.3,2.4,0.0,0.0,0.0,0.0,0.0,0.2,3.8,10.7,48.9,14826,FLINT,MI
196312-202012,21.6,14.7,8.8,2.5,0.0,0.0,0.0,0.0,0.0,0.5,7.3,19.2,74.6,94860,GRAND RAPIDS,MI
196407-202011,17.9,13.3,10.1,4.3,0.2,0.0,0.0,0.0,0.0,0.7,8.6,15.8,70.9,94814,HOUGHTON LAKE,MI
194801-202012,13.2,11.2,7.3,2.6,0.0,0.0,0.0,0.0,0.0,0.3,4.7,11.5,50.8,14836,LANSING,MI
189610-202012,25.7,15.8,9.3,2.1,0.1,0.0,0.0,0.0,0.0,0.3,6.5,19.5,79.3,14840,MUSKEGON,MI
194801-202011,30.2,20.3,14.1,6.3,0.4,0.0,0.0,0.0,0.1,2.0,15.5,30.4,119.3,14847,SAULT STE. MARIE,MI
194801-202012,17.1,12.9,13.8,7.6,0.8,0.0,0.0,0.0,0.1,1.9,12.2,17.1,83.5,14913,DULUTH,MN
190709-202012,13.5,10.3,8.8,5.8,0.5,0.0,0.0,0.0,0.1,1.9,10.9,13.0,64.8,14918,INTERNATIONAL FALLS,
193805-202012,10.3,8.8,10.0,3.1,0.1,0.0,0.0,0.0,0.0,0.6,6.9,10.1,49.9,14922,MINNEAPOLIS-ST.PAUL,
189301-202012,10.0,8.4,9.0,3.0,0.2,0.0,0.0,0.0,0.0,0.6,4.8,9.6,45.6,14925,ROCHESTER,MN
190412-202012,8.9,7.8,9.1,3.2,0.1,0.0,0.0,0.0,0.0,0.7,6.9,8.3,45.0,14926,SAINT CLOUD,MN
195101-202011,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,03940,JACKSON,MS
194406-202011,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,13865,MERIDIAN,MS
196212-202012,0.8,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,93862,TUPELO,MS
196911-202012,6.1,5.8,2.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,4.1,20.5,03945,COLUMBIA,MO
197210-202012,5.3,5.5,2.2,0.5,0.0,0.0,0.0,0.0,0.0,0.2,1.2,4.1,19.0,03947,KANSAS CITY,MO
193805-202012,5.5,4.4,3.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.6,18.7,13994,ST. LOUIS,MO
194008-202012,4.5,4.0,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.1,16.0,13995,SPRINGFIELD,MO
194801-202012,10.4,8.3,9.7,8.1,1.5,0.0,0.0,0.0,0.9,4.2,6.8,9.4,59.3,24033,BILLINGS,MT
194801-202012,8.2,5.4,4.9,2.9,0.7,0.0,0.0,0.0,0.1,1.4,4.3,6.7,34.6,94008,GLASGOW,MT
193704-202012,9.6,9.1,10.4,8.0,1.8,0.3,0.0,0.1,1.3,3.8,8.0,9.1,61.5,24143,GREAT FALLS,MT
196102-202012,8.8,6.2,6.4,4.7,1.0,0.0,0.0,0.0,0.4,2.0,5.4,7.6,42.5,94012,HAVRE,MT
193905-202012,8.1,6.3,6.7,4.3,1.1,0.1,0.0,0.1,1.2,2.3,6.1,7.9,44.2,24144,HELENA,MT
189612-202012,15.3,10.6,6.7,2.0,0.6,0.1,0.0,0.0,0.1,1.4,8.8,14.9,60.5,24146,KALISPELL,MT
194801-202012,11.8,8.3,5.8,1.9,0.6,0.0,0.0,0.0,0.0,0.9,5.6,11.2,46.1,24153,MISSOULA,MT
193804-202012,6.0,6.5,5.5,1.7,0.1,0.0,0.0,0.0,0.1,0.6,3.0,5.8,29.3,14935,GRAND ISLAND,NE
194801-202012,6.4,6.3,4.5,1.2,0.1,0.0,0.0,0.0,0.0,0.6,2.2,5.6,26.9,14939,LINCOLN,NE
194601-202012,6.2,6.0,5.8,2.0,0.1,0.0,0.0,0.0,0.0,0.5,3.5,6.2,30.3,14941,NORFOLK,NE
194801-202012,5.3,5.7,6.0,3.0,0.2,0.0,0.0,0.0,0.1,1.6,3.5,4.8,30.2,24023,NORTH PLATTE,NE
194801-202012,7.0,7.0,5.5,0.9,0.1,0.0,0.0,0.0,0.0,0.3,2.3,5.8,28.9,14942,OMAHA,NE
189301-202012,5.2,5.9,7.6,5.1,1.0,T,0.0,0.0,0.3,2.6,4.8,6.4,38.9,24028,SCOTTSBLUFF,NE
194801-202012,4.4,6.0,7.3,4.4,0.3,0.0,0.0,0.0,0.3,1.3,4.6,5.2,33.8,24032,VALENTINE,NE
188804-202012,10.4,6.7,5.7,2.3,0.6,0.0,0.0,0.0,0.0,0.7,3.9,8.8,39.1,24121,ELKO,NV
189301-202012,9.5,8.2,10.1,6.0,2.3,0.1,0.0,0.0,0.3,2.1,5.4,7.9,51.9,23154,ELY,NV
194809-202012,0.6,0.0,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,23169,LAS VEGAS,NV
193703-202012,5.3,5.0,3.8,1.0,0.6,0.0,0.0,0.0,0.0,0.2,1.9,4.5,22.3,23185,RENO,NV
187707-202012,6.4,4.5,3.9,1.8,0.4,0.0,0.0,0.0,0.0,0.5,2.3,5.7,25.5,24128,WINNEMUCCA,NV
193911-202012,17.7,15.5,11.7,2.4,0.1,0.0,0.0,0.0,0.0,0.4,3.4,14.0,65.2,14745,CONCORD,NH
194802-202009,43.2,45.0,46.9,34.7,2.0,1.2,0.0,0.1,1.7,15.2,34.6,48.9,283.5,14755,MT. WASHINGTON,NH
195807-202012,5.9,6.2,2.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.8,17.8,93730,ATLANTIC CITY,NJ
189301-202012,8.4,9.0,5.1,0.7,0.0,0.0,0.0,0.0,0.0,0.1,1.1,5.6,30.0,14734,NEWARK,NJ
193103-202012,2.1,1.9,1.4,0.5,0.0,0.0,0.0,0.0,0.0,0.2,1.0,2.4,9.5,23050,ALBUQUERQUE,NM
189602-202012,3.2,3.7,4.4,2.1,0.4,0.0,0.0,0.0,0.1,0.6,2.9,4.7,22.1,23051,CLAYTON,NM
194901-202012,2.4,2.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1.1,3.0,9.6,23009,ROSWELL,NM
193806-202012,16.2,13.8,11.2,2.3,0.1,0.0,0.0,0.0,0.0,0.2,3.7,13.9,61.4,14735,ALBANY,NY
195106-202012,20.1,18.1,14.9,4.4,0.2,0.0,0.0,0.0,0.0,0.7,7.7,18.6,84.7,04725,BINGHAMTON,NY
193902-202012,24.9,18.2,12.2,2.9,0.2,0.0,0.0,0.0,0.0,0.5,9.9,23.2,92.0,14733,BUFFALO,NY
196309-202012,9.5,9.4,5.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.1,29.6,04781,ISLIP,NY
186901-202012,7.8,8.8,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.5,28.7,94728,NEW YORK Central Par,
194808-202012,7.4,8.2,3.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.3,24.7,94789,NEW YORK JFK AP,NY
194001-202012,7.5,8.4,4.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.8,26.2,14732,NEW YORK Laguardia A,
192601-202012,23.0,21.5,15.2,3.3,0.2,0.0,0.0,0.0,0.0,0.2,6.8,19.1,89.3,14768,ROCHESTER,NY
193805-202012,29.9,27.0,17.5,3.3,0.1,0.0,0.0,0.0,0.0,0.4,9.2,26.9,114.3,14771,SYRACUSE,NY
194601-202012,3.9,3.2,1.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,11.9,03812,ASHEVILLE,NC
195703-202012,0.4,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,93729,CAPE HATTERAS,NC
193907-202012,1.9,1.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,4.9,13881,CHARLOTTE,NC
192811-202012,3.2,2.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,8.4,13723,GREENSBORO-WNSTN-SAL,
194406-202012,2.5,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,6.7,13722,RALEIGH,NC
194801-202012,0.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,13748,WILMINGTON,NC
194801-202012,8.3,7.2,8.4,4.1,0.7,0.0,0.0,0.0,0.1,1.7,6.7,8.5,45.7,24011,BISMARCK,ND
194202-202012,9.2,6.6,7.7,3.5,0.1,0.0,0.0,0.0,0.0,0.8,5.9,8.7,42.5,14914,FARGO,ND
194104-202012,9.3,6.2,7.5,2.8,0.2,0.0,0.0,0.0,0.0,1.1,6.0,8.9,42.0,14916,GRAND FORKS,ND
189401-201311,7.0,5.0,6.5,3.4,0.5,0.0,0.0,0.0,0.2,1.6,4.8,6.6,35.6,94014,WILLISTON,ND
194807-202012,12.2,10.5,8.3,2.3,0.1,0.0,0.0,0.0,0.0,0.4,4.0,9.8,47.6,14895,AKRON,OH
194801-202012,7.3,5.9,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,1.6,4.0,23.5,93814,CINCINNATI,OH
193805-202012,14.7,13.0,10.4,2.5,0.0,0.0,0.0,0.0,0.0,0.4,4.8,12.0,57.8,14820,CLEVELAND,OH
194801-202012,8.8,6.8,4.3,0.8,0.0,0.0,0.0,0.0,0.0,0.1,1.9,5.5,28.2,14821,COLUMBUS,OH
194801-202012,8.3,6.4,4.9,0.6,0.0,0.0,0.0,0.0,0.0,0.2,1.8,5.3,27.5,93815,DAYTON,OH
194808-202012,12.3,10.8,7.2,1.8,0.0,0.0,0.0,0.0,0.0,0.3,2.5,8.9,43.8,14891,MANSFIELD,OH
195501-202012,10.6,9.1,5.7,1.5,0.0,0.0,0.0,0.0,0.0,0.1,2.5,7.8,37.3,94830,TOLEDO,OH
193408-202012,14.7,12.1,9.8,2.6,0.1,0.0,0.0,0.0,0.0,0.5,4.9,12.8,57.5,14852,YOUNGSTOWN,OH
194801-202012,2.6,2.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.9,8.5,13967,OKLAHOMA CITY,OK
193812-202012,2.8,2.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,9.3,13968,TULSA,OK
195302-201309,2.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,4.2,94224,ASTORIA,OR
198005-199511,7.0,6.7,3.8,0.7,0.2,0.0,0.0,0.0,0.0,0.7,6.0,10.2,35.3,94185,BURNS,OR
193806-202012,3.1,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,5.9,24221,EUGENE,OR
192801-202012,2.7,1.2,0.6,0.2,T,0.0,0.0,0.0,0.0,0.0,0.4,1.3,6.4,24225,MEDFORD,OR
192801-202012,6.2,3.7,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1.5,4.3,16.7,24155,PENDLETON,OR
193902-202012,2.9,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,6.3,24229,PORTLAND,OR
