CityName,StateAbbreviation,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
COLLIERVILLE,TN,310300.0,306000,309800,334300,333700,327200,315200,316900,322000,324200,322600,320100,339700,366600,378200.0,370900.0,360000.0,370400.0,368900.0,363700.0,363700.0,367900.0,369700.0,356800.0,354700.0,366500.0
ROSEVILLE,MI,85800.0,91500,92800,93500,89500,88900,90400,88500,89500,91200,93400,95000,96500,103600,105000.0,109000.0,107000.0,104300.0,100800.0,95200.0,98800.0,98000.0,98700.0,96300.0,103900.0,119200.0
SPANAWAY,WA,275100.0,278600,285000,286600,289500,289200,290800,291200,293300,296900,300000,303900,307000,309300,309400.0,310400.0,310500.0,312300.0,315700.0,320300.0,321100.0,323800.0,327300.0,336700.0,344500.0,
TOWN OF ITHACA,NY,322300.0,296500,294700,271300,261000,247600,252500,271100,283800,277400,277100,270300,271100,268800,257400.0,249900.0,233800.0,251000.0,272000.0,285700.0,305300.0,284600.0,276900.0,262100.0,293100.0,298200.0
MINNETONKA,MN,331300.0,313800,307000,323500,315900,320200,302300,323000,324200,327900,331200,342800,346300,341200,326000.0,329000.0,330400.0,338400.0,325400.0,333100.0,335300.0,353300.0,360500.0,374400.0,377400.0,386800.0
BURIEN,WA,392200.0,432400,459800,460200,432200,427500,424000,419100,411600,411800,400200,406200,410700,423100,417600.0,428300.0,426800.0,422800.0,425700.0,428100.0,461600.0,465600.0,482300.0,476400.0,470300.0,
ELMHURST,IL,367300.0,379100,394800,402300,401200,395400,386900,371500,351900,356500,360800,421500,429300,437600,409100.0,385400.0,367700.0,336500.0,350500.0,374700.0,379700.0,389800.0,396000.0,434000.0,433200.0,422500.0
CHESTER,VA,209900.0,204700,214400,227500,229300,233800,224700,226600,221600,231100,232300,235300,232700,231100,229200.0,240400.0,239600.0,244600.0,243700.0,247700.0,249700.0,247700.0,,,,
DUNWOODY,GA,377800.0,387000,400800,403200,399000,400800,404200,414600,414300,431700,432600,451600,438300,426000,395200.0,391500.0,402100.0,412900.0,420900.0,434000.0,441700.0,448100.0,452200.0,449200.0,432500.0,410300.0
WEST ORANGE,NJ,373300.0,380400,382700,383400,380000,372000,372500,367000,377100,368700,367900,371400,376300,385600,377300.0,384000.0,396300.0,399600.0,382000.0,366600.0,364100.0,358300.0,359600.0,367800.0,401500.0,415800.0
MOUNT VERNON,WA,324700.0,327700,317200,310800,310100,317300,321900,327800,328500,338200,337400,343300,338000,344600,345400.0,348900.0,352100.0,348100.0,341800.0,340900.0,351200.0,362500.0,367300.0,364900.0,379300.0,
EUREKA,CA,262100.0,258600,273600,282600,269100,271600,270100,278100,277500,277000,281800,283500,284500,280800,283600.0,292600.0,296900.0,287100.0,275200.0,268500.0,276100.0,290800.0,306700.0,301300.0,297100.0,
BRIGHTON,MI,246000.0,259900,264200,271300,271600,270700,267800,269400,279500,273100,275000,273500,290200,286800,277500.0,275000.0,275600.0,280500.0,272000.0,274900.0,284000.0,287600.0,287900.0,292500.0,300400.0,308800.0
HINESVILLE,GA,109000.0,112200,112300,118000,117200,119500,108200,105800,104500,117400,122200,122400,117100,121000,127000.0,123600.0,124400.0,122500.0,122700.0,116700.0,115500.0,128200.0,132000.0,130700.0,122600.0,135700.0
SHERMAN,TX,164500.0,177100,184300,190000,175200,173200,164900,172400,167600,173100,173100,182200,182200,180000,179400.0,180600.0,173500.0,180900.0,180500.0,199400.0,178000.0,180700.0,177000.0,188400.0,184000.0,176700.0
MENTOR,OH,174400.0,162000,161000,146200,157400,153000,155000,151700,144600,143500,141300,169600,172900,180600,166700.0,162500.0,153000.0,154100.0,160800.0,170000.0,153700.0,148700.0,136600.0,153900.0,161100.0,180800.0
LONDON,KY,128700.0,128000,122000,124200,126400,133100,128900,126000,137600,145100,152100,137200,135400,137500,141300.0,143500.0,145200.0,153500.0,157700.0,154600.0,151800.0,142500.0,142500.0,142500.0,156800.0,154200.0
DEKALB,IL,135900.0,135700,137400,136400,132500,133700,136100,142000,145100,148800,137600,133400,142700,150400,155500.0,146300.0,150700.0,148000.0,144800.0,143600.0,143500.0,151900.0,144600.0,146100.0,153100.0,156600.0
GALLATIN,TN,248400.0,250500,246700,240500,240300,230300,235600,230600,245900,238800,249600,251200,252000,240400,240200.0,254400.0,259700.0,251700.0,251700.0,261600.0,280800.0,282100.0,286500.0,276800.0,288000.0,
CLARKSTON,MI,274000.0,277900,287800,269200,251400,246000,257400,261300,263900,270300,264900,262600,243000,266000,249400.0,262200.0,260300.0,286600.0,297400.0,289400.0,289500.0,291400.0,276600.0,262000.0,258600.0,274000.0
BONNEY LAKE,WA,393700.0,385300,393500,398600,404300,406100,417300,411000,401600,402300,410600,427400,438800,442800,444500.0,435300.0,438100.0,430000.0,421400.0,411600.0,411100.0,414700.0,423800.0,441300.0,458700.0,
HOBBS,NM,161700.0,163700,164000,166100,173900,167700,162700,163100,166400,163000,154400,153200,167700,169300,173400.0,181800.0,191700.0,188900.0,169500.0,160200.0,156300.0,169900.0,171300.0,186400.0,197700.0,
LAKEWOOD,OH,177500.0,168400,175900,161000,165100,166700,163600,161600,159500,163100,162000,164400,176800,180100,179600.0,174300.0,183600.0,186900.0,179900.0,167900.0,165600.0,173300.0,179200.0,187100.0,192200.0,204700.0
EAST BRUNSWICK,NJ,317500.0,318400,311400,308900,309300,317200,319100,307300,313600,313800,306200,281600,294300,321500,342900.0,340900.0,331800.0,335900.0,325500.0,326000.0,316800.0,323400.0,332800.0,342800.0,353300.0,384100.0
BREA,CA,705900.0,704900,694100,708100,697500,696600,711500,716700,699700,673600,675000,673600,671600,685100,701900.0,720000.0,707200.0,689400.0,705800.0,,,,,,,
WYLIE,TX,252300.0,253200,247100,253500,254100,255200,255100,259500,263700,260900,263600,257600,264100,261400,266800.0,260600.0,259300.0,260600.0,262800.0,261900.0,265900.0,269000.0,270000.0,267200.0,264400.0,269500.0
AUBURN,CA,426400.0,437600,458900,462600,469600,456800,460400,462500,448600,450900,442300,444500,451200,460100,480300.0,474600.0,473100.0,471400.0,448100.0,442900.0,435200.0,452100.0,461700.0,464400.0,453100.0,
BLOOMFIELD HILLS,MI,416100.0,426800,408100,414500,407700,406300,391900,392200,393600,391200,392000,427500,418700,415600,371200.0,391000.0,406600.0,420400.0,424800.0,423600.0,412300.0,388800.0,385800.0,401000.0,375200.0,382200.0
PORT RICHEY,FL,108600.0,106200,109700,110000,112100,113900,113400,114700,117400,123100,123300,125300,122700,122700,121000.0,121200.0,121200.0,121900.0,123600.0,123600.0,131300.0,130100.0,136800.0,128000.0,131900.0,
GRANBURY,TX,233600.0,232200,243300,235600,242300,240300,244200,239700,247200,239000,239000,222000,219300,229500,246800.0,265000.0,265800.0,261700.0,255500.0,248300.0,245100.0,256100.0,261400.0,261800.0,270700.0,
KAPOLEI,HI,614800.0,616900,612300,574800,597000,588400,600800,582600,575400,561100,551600,552600,539600,559700,574300.0,593200.0,601100.0,611500.0,620700.0,611200.0,603300.0,578700.0,607900.0,598300.0,627900.0,634700.0
EVANS,GA,239800.0,245500,255100,253900,251800,246100,248800,253000,254000,251800,249500,252000,254400,253500,245800.0,253200.0,251600.0,258500.0,246800.0,249200.0,248100.0,260000.0,265000.0,265500.0,269400.0,266700.0
HILO,HI,291400.0,295100,302300,312600,304300,307600,301200,319500,304300,325800,325300,339300,330100,337700,331500.0,330700.0,340500.0,364500.0,366200.0,343800.0,330100.0,329100.0,332700.0,391800.0,399900.0,411900.0
THIBODAUX,LA,183000.0,177900,183200,181400,175700,172800,174400,175000,175000,166200,156800,162100,170800,180400,189300.0,192500.0,195400.0,193600.0,182800.0,180600.0,171200.0,177600.0,174400.0,178600.0,186700.0,230000.0
EVESHAM TOWNSHIP,NJ,218900.0,220700,226400,232200,238700,236900,234100,229500,224000,224200,217800,225000,238500,260400,265900.0,266600.0,257300.0,258300.0,262100.0,260700.0,255200.0,264000.0,258000.0,268300.0,255800.0,268300.0
KATY,TX,267300.0,242900,254700,256500,246200,234500,229100,239800,254800,261000,288800,277000,287700,256200,261400.0,251100.0,261800.0,249900.0,251300.0,243600.0,253300.0,257400.0,270700.0,288800.0,288400.0,283500.0
FUQUAY VARINA,NC,241600.0,248300,245500,238300,234000,246100,248300,251900,250300,253600,257000,261900,267000,268000,259700.0,255200.0,255600.0,260900.0,261100.0,266400.0,268600.0,269100.0,269800.0,269900.0,274600.0,270300.0
DESERT HOT SPRINGS,CA,199700.0,203700,208900,206100,201400,196700,204000,202100,207800,203600,210300,215300,218700,222800,220600.0,219600.0,218200.0,222800.0,227900.0,223000.0,216700.0,213000.0,217100.0,222800.0,234300.0,250700.0
LOGAN,UT,191600.0,192300,192800,196500,200400,196500,199900,204100,214000,219100,225500,229900,237100,229400,220200.0,205800.0,209300.0,215900.0,228500.0,222400.0,223500.0,216700.0,229700.0,247600.0,255100.0,257800.0
YORKTOWN,VA,327500.0,327700,321800,295800,303800,304000,303600,297500,300300,272900,272600,265200,290900,294700,288800.0,297800.0,285400.0,307500.0,303600.0,320100.0,299500.0,279500.0,285400.0,306900.0,361000.0,370700.0
SEGUIN,TX,195300.0,190800,188000,188100,193100,191300,195200,190800,193100,205100,219200,222000,218600,204200,194000.0,191700.0,204400.0,230300.0,233200.0,230200.0,210200.0,210900.0,209100.0,225700.0,213000.0,
BLUE SPRINGS,MO,174900.0,178400,183600,174900,174800,175100,176000,176600,176900,188200,187400,189000,180500,188700,192200.0,195500.0,189000.0,185000.0,186000.0,191000.0,194400.0,196800.0,197900.0,204300.0,211000.0,
CLOVIS,NM,140300.0,141300,142500,142400,138900,148100,147100,143300,148300,148900,154000,143500,147400,154300,155000.0,157500.0,154800.0,160400.0,152900.0,147800.0,144900.0,153800.0,157000.0,160500.0,162400.0,174800.0
JONESBORO,GA,97400.0,101300,99400,101400,103800,109600,118300,122700,118800,121800,131300,136500,140200,135200,135800.0,139500.0,141000.0,143600.0,138300.0,134700.0,139100.0,147000.0,148700.0,147100.0,150100.0,
SHAKOPEE,MN,265700.0,271400,260900,245200,237300,228300,225300,232500,245100,251900,246000,249000,258700,258500,249600.0,237300.0,265300.0,278700.0,277300.0,260800.0,256600.0,267600.0,273200.0,293300.0,307700.0,294300.0
WEST SENECA,NY,146600.0,141200,140300,144700,146900,156400,157600,163600,160500,152500,150100,149500,151400,154800,157700.0,166100.0,160400.0,159500.0,163000.0,168600.0,173300.0,170700.0,170000.0,164100.0,158600.0,161800.0
CLEVELAND HEIGHTS,OH,102300.0,96600,101300,97400,96500,92900,92100,94100,100500,103800,103300,100900,106300,108100,112300.0,107900.0,110300.0,107500.0,99900.0,104700.0,110300.0,117400.0,109600.0,100600.0,116800.0,127400.0
BRIDGEWATER TOWNSHIP,NJ,404400.0,413000,414600,426300,425900,406100,409000,402200,413900,409300,400800,425500,414700,424600,390200.0,423400.0,435800.0,438400.0,420600.0,420000.0,417700.0,447400.0,444000.0,455600.0,435400.0,471500.0
BEAVERCREEK,OH,190400.0,181800,181200,184400,185600,189900,191100,193000,191300,198100,202500,210800,201400,192800,190700.0,192600.0,196300.0,194800.0,194900.0,197200.0,200300.0,204700.0,224100.0,226500.0,238000.0,224700.0
LA PORTE,IN,132200.0,140300,142000,148900,145900,141200,144000,150900,157000,159100,145800,138500,130700,143700,154400.0,157100.0,154000.0,149400.0,143400.0,134800.0,132200.0,147000.0,158000.0,145100.0,145800.0,
GRASS VALLEY,CA,394900.0,389600,393000,384900,400100,406800,430600,415900,406100,384000,386500,396400,405300,398700,392500.0,388500.0,401200.0,410800.0,412400.0,410900.0,411300.0,420000.0,419500.0,406500.0,399400.0,
EGG HARBOR TOWNSHIP,NJ,177400.0,153900,161800,167000,190500,181000,181800,179500,173600,174400,175100,183900,183900,183900,180100.0,185000.0,189400.0,200400.0,203400.0,200000.0,192700.0,192300.0,203000.0,223500.0,224000.0,
BOUNTIFUL,UT,293800.0,301000,311900,312300,314700,316900,315800,323800,324800,327000,320700,324800,331200,338800,340800.0,338900.0,340200.0,335600.0,331200.0,337200.0,340400.0,338300.0,340300.0,348100.0,365800.0,348300.0
WALLINGFORD,CT,212200.0,213600,232000,235500,238100,230100,222900,222500,233800,245400,238500,231300,216900,232300,230100.0,240200.0,231400.0,232100.0,231600.0,234500.0,237200.0,235100.0,236000.0,242700.0,254300.0,
THOMASVILLE,NC,123800.0,120100,117200,115800,114400,120900,125100,127700,128200,126400,127200,125800,122400,129000,129600.0,137500.0,132000.0,132800.0,129200.0,125100.0,127100.0,126200.0,134100.0,113500.0,117000.0,116600.0
MANDEVILLE,LA,264100.0,261500,259400,234300,239700,238200,246800,248100,251100,266600,261500,254300,251100,269700,286700.0,275800.0,265800.0,247600.0,246200.0,247800.0,267300.0,286500.0,286400.0,295900.0,306200.0,303400.0
MOLINE,IL,101100.0,101000,106900,101200,107900,103500,105100,107700,114500,116400,114800,108900,102200,95500,102600.0,105800.0,109500.0,103500.0,101800.0,101200.0,105100.0,106800.0,112300.0,118500.0,108400.0,100200.0
ALTOONA,PA,78300.0,77000,68900,78600,76800,71400,70500,75400,74600,77600,76000,73900,79100,74400,81400.0,72200.0,88200.0,84600.0,85400.0,74400.0,74400.0,73000.0,74800.0,71200.0,76800.0,
ARLINGTON,MA,640200.0,663200,697700,699700,695300,674800,682500,665900,686800,685300,681600,646800,665700,688800,681700.0,675600.0,685500.0,711200.0,715300.0,717600.0,730400.0,734400.0,716800.0,683700.0,654400.0,707700.0
COUNTRY CLUB,FL,215900.0,212300,207000,199900,216300,220800,216400,206300,203200,197100,198600,196500,214500,211800,216000.0,218200.0,229800.0,223400.0,229100.0,226500.0,247900.0,235900.0,236600.0,237400.0,253400.0,260000.0
LAKE STEVENS,WA,385700.0,386100,390700,392300,400100,394000,396100,397600,399600,391000,401300,406500,418900,412700,410700.0,414000.0,416200.0,418600.0,414900.0,420000.0,428300.0,433400.0,429100.0,445000.0,450700.0,
GEORGETOWN,KY,186100.0,188100,194000,193900,201100,198100,192900,187200,187300,194400,199800,203000,194100,188100,185000.0,187600.0,197200.0,193800.0,192800.0,198100.0,211600.0,220100.0,209300.0,206400.0,198100.0,199100.0
MANSFIELD,OH,83700.0,81700,73100,70900,70900,68100,71500,69700,75200,78300,78200,80800,74200,89700,91100.0,99200.0,91300.0,85700.0,79000.0,73900.0,82200.0,87300.0,95000.0,102200.0,,
BARNSTABLE,MA,357000.0,356500,357500,363900,365700,367900,366300,360000,361000,359400,363000,362500,359200,367900,372500.0,377300.0,369700.0,367900.0,376900.0,373300.0,365800.0,349500.0,360400.0,380500.0,387200.0,396100.0
PATCHOGUE,NY,283000.0,281500,291100,293700,303400,306400,312100,314700,316600,316000,308900,314800,317200,327900,335100.0,341500.0,349800.0,343200.0,344000.0,340900.0,348800.0,340200.0,337400.0,335000.0,353900.0,364200.0
AUSTELL,GA,147100.0,148500,149800,146600,145300,148900,148700,145100,144600,148800,155700,164100,164500,167700,159600.0,160100.0,164400.0,166300.0,166100.0,165500.0,165900.0,177200.0,170700.0,184200.0,183100.0,
COACHELLA,CA,236300.0,240100,250000,249500,248800,255600,253500,263100,256200,253900,242300,247000,253700,259100,238600.0,241900.0,250000.0,276700.0,282500.0,272800.0,263000.0,261700.0,264500.0,280800.0,281700.0,
ROWLAND HEIGHTS,CA,660300.0,675200,699800,648200,628100,596600,589800,578700,593300,608700,641400,628100,618900,648600,670300.0,674600.0,642300.0,618900.0,631200.0,624700.0,646100.0,623800.0,619000.0,650400.0,675700.0,687400.0
PRESCOTT VALLEY,AZ,266400.0,263300,260200,259900,260400,258700,258500,262200,270300,274300,274900,271300,272200,275200,279800.0,283100.0,280200.0,275900.0,270600.0,271100.0,279500.0,281100.0,282200.0,290300.0,296600.0,314600.0
POST FALLS,ID,243100.0,250600,250300,259100,255500,265500,260700,268600,269900,274100,268400,264300,266800,269400,272800.0,269100.0,281200.0,292200.0,303200.0,302100.0,303100.0,303000.0,309800.0,318400.0,334700.0,
FAIRFIELD,OH,147000.0,141400,141800,146300,151900,152000,147200,145000,142300,146400,152100,160400,164900,167400,169400.0,157900.0,149600.0,144600.0,155800.0,172900.0,167900.0,161100.0,142900.0,146400.0,152100.0,155200.0
ENFIELD,CT,178900.0,180100,181400,181200,179200,179000,181500,181700,182400,182400,179100,178900,176800,182600,189500.0,191100.0,180100.0,162000.0,160400.0,171400.0,183900.0,187500.0,187000.0,187200.0,190200.0,
LAKESIDE,CA,480400.0,474200,494700,502000,502200,488900,482200,482100,489200,481000,490400,486000,497800,512100,528400.0,523400.0,498200.0,492400.0,497900.0,512200.0,510200.0,519600.0,514600.0,519200.0,514700.0,
ELKTON,MD,192400.0,203900,205200,209700,210500,211900,218100,222800,209200,214000,217200,222000,214700,197300,200600.0,198500.0,207500.0,210000.0,216500.0,209400.0,205800.0,199300.0,210300.0,220000.0,220100.0,215800.0
BURKE,VA,467800.0,482000,474600,474200,467100,477400,457200,449700,458400,517900,536000,526800,473700,450400,464300.0,464300.0,482400.0,476100.0,473100.0,459800.0,452400.0,480800.0,492500.0,506300.0,516700.0,550900.0
HACKENSACK,NJ,242600.0,234500,233500,225300,237500,245500,246700,249600,251900,263200,251300,238700,240800,261000,252300.0,241800.0,222700.0,235000.0,245600.0,239300.0,262700.0,263500.0,273400.0,259700.0,260100.0,265200.0
ATTLEBORO,MA,292800.0,280600,304900,312400,312500,283700,270300,268500,283800,296600,307100,304300,306900,303600,316900.0,316600.0,319100.0,304100.0,308400.0,316700.0,313400.0,320500.0,328800.0,331200.0,332900.0,317600.0
NEWARK,CA,957900.0,932800,926500,892000,890100,896500,925000,918300,897400,863500,876900,887000,888100,863000,829900.0,836300.0,824400.0,851800.0,854100.0,877800.0,868400.0,846000.0,808000.0,801700.0,843900.0,879400.0
HALTOM CITY,TX,149200.0,146400,151500,149900,153000,154800,151000,152900,150100,156300,155600,161900,162000,166300,163800.0,166500.0,164800.0,169700.0,173000.0,175200.0,174000.0,173700.0,168400.0,167300.0,170100.0,183600.0
GIG HARBOR,WA,514100.0,477100,483400,467400,454100,448700,463900,473200,473300,471800,473200,508400,529300,535600,519600.0,522900.0,535500.0,524700.0,510100.0,501600.0,501800.0,546900.0,544400.0,545800.0,537300.0,
JEFFERSONVILLE,IN,141500.0,143300,131200,128400,131000,137800,143200,146700,144800,145200,149200,153900,156600,151900,147300.0,145200.0,146800.0,149700.0,152100.0,154600.0,152400.0,158000.0,158700.0,167800.0,163200.0,161800.0
EUCLID,OH,63500.0,62100,61000,59700,58700,60100,62400,64900,64100,65100,65100,64900,70300,71800,74600.0,74100.0,74200.0,77000.0,71000.0,75100.0,70600.0,72500.0,75400.0,75500.0,79800.0,
NICHOLASVILLE,KY,145100.0,162400,176400,176200,164100,163700,163500,164900,169200,171700,169300,164100,162000,170400,176800.0,177600.0,169000.0,169000.0,177200.0,187200.0,193000.0,183500.0,175500.0,162800.0,163200.0,175300.0
LINDENHURST,NY,335100.0,350600,344200,351000,344200,353500,340500,345800,347400,354600,364100,367500,373000,371200,371900.0,365500.0,364400.0,363600.0,370200.0,361500.0,363800.0,357500.0,379900.0,375300.0,403400.0,402800.0
PINE HILLS,FL,132000.0,132900,127600,132700,136700,138800,143400,147000,156900,145500,144800,140700,156800,157900,158200.0,152100.0,153200.0,153400.0,156100.0,153700.0,153500.0,145700.0,148300.0,155600.0,176900.0,191900.0
WINTER SPRINGS,FL,254500.0,266100,259200,253800,249800,247700,247600,260400,252800,265800,257700,269700,263000,266900,258500.0,256000.0,254900.0,263000.0,272100.0,270500.0,268900.0,265200.0,273200.0,276600.0,275700.0,280100.0
MANHEIM TOWNSHIP,PA,244600.0,239700,237600,229900,224400,224800,223000,229100,221400,226000,233400,254200,258500,252400,256500.0,255700.0,253700.0,248400.0,247400.0,244700.0,236100.0,242300.0,250700.0,248200.0,248500.0,
FREEPORT,NY,333500.0,345300,347500,354600,358500,366200,371000,366100,362800,368000,381000,385700,388600,365500,362600.0,348000.0,368700.0,371100.0,392900.0,376700.0,384500.0,388000.0,408300.0,412300.0,404800.0,
PITTSFIELD,MA,150800.0,151500,151100,162400,165200,170700,169000,170900,166200,167600,166100,166900,166300,164600,172300.0,171700.0,176800.0,173200.0,176200.0,169500.0,168200.0,177600.0,184800.0,194400.0,195400.0,175100.0
MARION,IN,74000.0,76900,87800,83900,83500,81400,89900,88800,86800,89200,88700,100000,98700,92400,81900.0,82000.0,84400.0,79700.0,85800.0,84600.0,89200.0,83200.0,99000.0,100500.0,97900.0,
YORK,PA,141000.0,138300,137700,141500,147800,152200,155800,155600,146600,143900,141700,145100,149700,152000,155200.0,150200.0,149000.0,150200.0,149200.0,154400.0,153300.0,153300.0,153300.0,156400.0,162600.0,
SOUTHINGTON,CT,276200.0,278000,267900,259800,252100,246100,255500,251400,252000,234200,236400,243500,266900,279300,272000.0,254900.0,245900.0,243200.0,242800.0,241200.0,242400.0,247700.0,259400.0,272200.0,261800.0,249900.0
NEW BERN,NC,157700.0,162200,160300,161900,155900,163300,164300,163400,160500,160600,157400,155800,150300,159300,167000.0,176200.0,177900.0,176200.0,165500.0,170000.0,164900.0,169400.0,157000.0,158900.0,173900.0,192300.0
LOS LUNAS,NM,146500.0,149400,157600,150100,159400,155900,163500,155300,156200,154400,159000,164500,167800,163800,153600.0,154600.0,163300.0,168500.0,172500.0,167600.0,178000.0,182500.0,185600.0,183800.0,173900.0,
KENT,OH,148200.0,146500,136000,143800,144200,139300,143200,154700,160300,157700,149500,145500,148700,138100,150400.0,146100.0,159200.0,143500.0,152600.0,142300.0,156100.0,148700.0,156200.0,148300.0,153100.0,
OAKLAND PARK,FL,176300.0,178100,183500,179200,184500,192500,209600,222700,226800,219400,214900,200000,200200,212900,217400.0,209000.0,204600.0,219900.0,217700.0,216900.0,200100.0,217700.0,215500.0,223900.0,254500.0,
SAYREVILLE,NJ,249300.0,241900,248500,261300,272500,270600,267800,267600,266200,263400,269200,286400,301100,284500,273600.0,296400.0,323500.0,333000.0,314100.0,303300.0,298900.0,292700.0,297400.0,309500.0,303900.0,
WINDSOR MILL,MD,197800.0,202400,194100,186100,183800,194000,192900,190500,188100,192600,197000,208500,211400,205400,194600.0,194800.0,199300.0,198800.0,192500.0,213700.0,219100.0,232800.0,214400.0,225200.0,220100.0,219700.0
WOOSTER,OH,165000.0,163800,153100,141900,141200,140700,137500,141300,141400,145500,146000,146500,150800,153000,148900.0,145100.0,141600.0,146300.0,154500.0,162300.0,166400.0,160700.0,154500.0,163900.0,,
FAIR OAKS,CA,415500.0,418000,427900,429000,432700,425800,426300,407500,405600,406800,415800,429000,421800,418200,422200.0,434000.0,447200.0,434400.0,437200.0,425400.0,436100.0,432900.0,453100.0,459000.0,457400.0,
BRUNSWICK,OH,180700.0,175000,178200,175900,179000,178200,185100,181600,184000,177200,179700,184200,180800,186500,187100.0,189100.0,184200.0,178900.0,180300.0,187000.0,190300.0,194600.0,197400.0,197100.0,,
MONROVIA,CA,668100.0,675400,646100,667700,669600,702000,693100,704000,692000,696800,681900,692500,684200,650000,644300.0,667800.0,676100.0,696100.0,666500.0,685600.0,691200.0,710800.0,719400.0,695000.0,726300.0,740500.0
PRAIRIEVILLE,LA,229800.0,233700,243200,232500,236000,231700,235100,233600,235900,242500,239100,241400,236000,247400,247800.0,247100.0,232300.0,231700.0,236900.0,244100.0,250300.0,238100.0,242800.0,248100.0,263000.0,266900.0
SICKLERVILLE,NJ,,138700,139400,142000,139500,145100,145700,157600,158900,158600,152200,155300,163800,158700,159000.0,162300.0,174200.0,172400.0,165200.0,172000.0,179200.0,184600.0,187200.0,193000.0,194400.0,183600.0
BRENTWOOD,TN,671700.0,631100,618500,618800,653200,658200,636900,635700,639800,732900,722300,727500,663900,696200,698400.0,684900.0,660200.0,666700.0,657400.0,685800.0,674900.0,721900.0,695700.0,726700.0,703400.0,730900.0
WALLA WALLA,WA,235500.0,224000,222000,218500,230800,233200,228200,231600,240300,238600,239300,251500,258200,252700,241500.0,240600.0,245900.0,245600.0,250500.0,262200.0,263000.0,266100.0,,,,
COVINGTON,KY,94800.0,97500,100700,101100,102600,98300,100400,102000,104700,103900,101900,99500,102800,103900,108300.0,106800.0,103300.0,101000.0,102100.0,106100.0,105700.0,105700.0,116000.0,112400.0,130900.0,143800.0
RANCHO SANTA MARGARITA,CA,542400.0,611400,599000,604800,580400,580400,571300,584300,606100,627500,615100,605800,594300,591200,589300.0,591000.0,596000.0,607000.0,598200.0,621800.0,607800.0,,,,,
CONCORD,NH,220500.0,213500,208500,216000,231700,228000,227200,224800,225800,227500,225300,233400,233600,234800,232700.0,221800.0,216600.0,216500.0,227800.0,229800.0,232100.0,233000.0,226500.0,226000.0,236000.0,252800.0
PEACHTREE CORNERS,GA,305800.0,311200,316500,310700,307000,312400,322900,318200,319000,304900,314800,314100,332000,323500,317200.0,312000.0,329900.0,332600.0,323900.0,315400.0,318900.0,327400.0,314300.0,316900.0,323700.0,343600.0
CHESTERFIELD,MO,388200.0,394700,379100,347000,339100,344900,345900,355300,349500,364000,344800,346400,329400,349800,358200.0,369000.0,376400.0,373800.0,373800.0,372600.0,361500.0,364500.0,343400.0,364200.0,376000.0,390700.0
PHENIX CITY,AL,131400.0,130400,121300,127400,134100,141900,141500,139100,139400,123600,126800,126400,150800,150500,156000.0,152200.0,162600.0,155200.0,151600.0,143800.0,150300.0,156600.0,151800.0,167000.0,164800.0,160000.0
TEXAS CITY,TX,123900.0,125400,122300,121700,121000,120600,122100,119600,121700,121600,120800,110200,106800,118700,126500.0,134900.0,129400.0,139600.0,142800.0,145500.0,150500.0,152000.0,150800.0,153600.0,140200.0,147300.0
LAKE OSWEGO,OR,613400.0,602300,561900,555500,578200,604300,611500,591000,575600,574200,576700,578300,573000,556100,557700.0,577200.0,597700.0,595100.0,576000.0,605400.0,619300.0,633000.0,624800.0,655000.0,667700.0,644000.0
BELOIT,WI,90300.0,92500,89200,86900,90700,87600,92200,86000,86600,82100,86400,86300,89000,92900,93600.0,89800.0,88300.0,82700.0,91300.0,89900.0,97800.0,93500.0,100000.0,97500.0,95100.0,96600.0
HICKSVILLE,NY,455200.0,448100,461900,456000,454700,462800,463000,469700,464700,474100,474100,482700,471200,477600,474300.0,508500.0,506300.0,517100.0,497400.0,508100.0,496700.0,505400.0,492200.0,504200.0,499500.0,507700.0
FENTON,MI,198400.0,202200,207200,195900,200900,201900,214900,206900,200600,194800,205400,227400,231700,236000,224100.0,219800.0,213000.0,209900.0,218800.0,219400.0,232300.0,225900.0,228400.0,230600.0,239900.0,
LAKE MARY,FL,276400.0,279900,274600,281600,273300,294500,290200,301800,277600,282200,279100,286300,292500,292600,292000.0,289000.0,298900.0,309900.0,316800.0,313200.0,326200.0,319000.0,310800.0,282400.0,284800.0,285600.0
RAEFORD,NC,143200.0,146500,146100,146000,146100,144800,147700,145200,150500,155800,159600,157400,155400,154600,155900.0,160000.0,165800.0,163400.0,161900.0,156600.0,158800.0,160900.0,167100.0,172300.0,168700.0,171000.0
RUSSELLVILLE,AR,143400.0,139200,146300,138500,134000,129900,132500,136600,138800,132900,130600,132400,138300,136100,125900.0,126500.0,133500.0,144000.0,140400.0,135800.0,126400.0,137900.0,133700.0,133300.0,138400.0,162500.0
ARLINGTON,WA,361100.0,355100,361100,365500,379700,379900,376900,363600,362000,367300,377300,387800,396600,391400,389900.0,395300.0,403900.0,401100.0,392800.0,395700.0,395400.0,392800.0,406900.0,425900.0,439800.0,
CUTLER BAY,FL,282200.0,277600,283900,273000,273400,266700,269600,271200,283100,291900,291100,277600,288000,298400,305500.0,290300.0,279700.0,288500.0,288600.0,301900.0,297800.0,310900.0,304300.0,305200.0,311700.0,
