CityName,StateAbbreviation,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
HUGO,MN,210600.0,204100,205100,205600,217300,216800,214800,219200,228500,232600,230600,219200,241500,234000,245200.0,228500.0,253600.0,244700.0,251700.0,227800.0,237700.0,229000.0,224800.0,236400.0,230000.0,232000.0
WILLOW GROVE,PA,238800.0,243800,243900,261600,261800,259400,262200,255600,264500,262100,259500,248700,255800,274800,275700.0,275700.0,265200.0,272100.0,274600.0,266000.0,265500.0,260700.0,263600.0,247300.0,221000.0,
WALTON,KY,168600.0,163500,165300,170900,168000,167900,168900,179300,194100,182500,174500,173700,176500,173100,174700.0,188700.0,197000.0,203500.0,200600.0,197200.0,191600.0,189400.0,204400.0,198600.0,201800.0,211000.0
CLIFTON,CO,161800.0,170600,161400,164900,163500,170300,171600,172900,170400,172000,179400,184900,191600,184900,180200.0,165000.0,161500.0,164300.0,169600.0,183100.0,193100.0,202800.0,202500.0,207100.0,207400.0,207200.0
ESCANABA,MI,84000.0,72600,76100,78200,94600,98000,99700,87200,89600,87400,85600,80100,73600,76400,87300.0,90900.0,95000.0,81300.0,99500.0,96500.0,106800.0,,,,,
TUCKAHOE,VA,243500.0,260700,256700,255900,265900,253500,253500,259900,272400,269800,262600,243100,241800,249100,243500.0,250300.0,263400.0,288400.0,284300.0,260100.0,264300.0,269200.0,255700.0,252300.0,248200.0,282700.0
SKIATOOK,OK,156800.0,147100,144700,144800,124000,120000,119200,149200,157500,155200,147100,149600,159500,177500,167000.0,160500.0,145400.0,178900.0,178400.0,164500.0,146600.0,148900.0,155400.0,148600.0,158700.0,170600.0
DENVER,PA,204700.0,209100,172800,187800,189000,203300,205500,210800,213100,215800,229300,233300,234800,221100,225100.0,232200.0,239400.0,237600.0,233800.0,218700.0,223400.0,215500.0,226400.0,237600.0,239300.0,
BAY SAINT LOUIS,MS,198500.0,185100,169900,151900,155100,168500,165000,177200,165300,168200,154600,150500,139800,140600,153300.0,157300.0,152900.0,167900.0,186300.0,190100.0,175100.0,168000.0,163200.0,201900.0,222800.0,219800.0
DUXBURY,MA,607500.0,595200,666900,690800,694900,632000,629400,648500,624800,622000,626600,635600,689200,669900,667900.0,592000.0,589400.0,560200.0,597600.0,566500.0,641700.0,627600.0,648500.0,598100.0,594300.0,617600.0
HOLLISTON,MA,406500.0,408700,440200,426500,424600,443000,456400,451200,483500,482500,465800,445500,466800,471000,425500.0,413900.0,444500.0,447100.0,447200.0,437500.0,454500.0,442600.0,446400.0,533100.0,533800.0,535100.0
AUBURN,GA,164500.0,162900,161300,162800,172400,172000,173200,166200,165500,165000,176400,175600,171600,167300,170000.0,173200.0,168200.0,171800.0,176000.0,178800.0,176000.0,179000.0,182600.0,,,
ROBBINSVILLE TOWNSHIP,NJ,424500.0,421000,398200,336100,375900,369400,389900,363500,334000,332600,294000,277900,288000,293800,346500.0,381800.0,393100.0,407400.0,373000.0,358900.0,346500.0,373200.0,386900.0,350700.0,308800.0,319200.0
LANCASTER,KY,154900.0,140800,145200,144900,152400,151900,151500,169000,157400,157600,161200,164300,165200,162500,175900.0,178400.0,176200.0,170700.0,161400.0,150600.0,142800.0,162000.0,166400.0,154900.0,134200.0,127100.0
IMPERIAL,CA,257300.0,239700,241500,243400,256400,249600,256100,262200,268500,268500,266100,271200,265900,257200,254200.0,263800.0,261000.0,262400.0,254900.0,263100.0,259100.0,264000.0,263100.0,268400.0,282700.0,286300.0
WEST PARK,FL,183000.0,187800,183300,196200,199700,215400,221100,218600,218400,226300,235300,216900,217100,219300,229600.0,227900.0,217700.0,233200.0,241700.0,247700.0,238600.0,232400.0,236700.0,238900.0,222900.0,
WILLOWICK,OH,120200.0,116300,115500,112900,118500,118600,123300,114400,116400,113000,123300,122100,118600,118700,119300.0,120100.0,119700.0,118500.0,122300.0,125400.0,131800.0,129400.0,133400.0,129800.0,135600.0,128800.0
PALOS HEIGHTS,IL,279400.0,279800,273200,249300,251700,263300,259600,247100,242400,231500,259900,275100,276200,259400,268800.0,274000.0,270500.0,249300.0,244600.0,252400.0,253900.0,260500.0,274600.0,285100.0,292100.0,257600.0
NORTH BEND,WA,499200.0,561800,574700,578100,531100,521400,544800,582300,573400,564000,581000,625800,658800,681200,660000.0,643700.0,632400.0,644800.0,632500.0,615600.0,626800.0,590100.0,626200.0,660800.0,695300.0,652500.0
NORRIDGE,IL,318100.0,318600,319900,292800,292600,298300,291800,278100,268400,266000,264200,267200,287900,305300,310900.0,288700.0,299200.0,295700.0,301000.0,284100.0,287500.0,288000.0,294000.0,296600.0,295900.0,295600.0
KILLEN,AL,161700.0,142500,154000,158200,159500,173000,175500,183000,165600,149900,137100,118500,119900,126300,146100.0,150400.0,141000.0,142900.0,162500.0,178300.0,176700.0,162100.0,158900.0,180700.0,188700.0,205600.0
CANBY,OR,381700.0,352000,360000,368400,384700,389000,396400,395700,372700,373400,376400,378300,388100,383400,396700.0,384600.0,374700.0,372200.0,359100.0,379000.0,373000.0,381800.0,382600.0,389600.0,402200.0,389000.0
HORIZON CITY,TX,120500.0,118200,119800,112400,113800,117800,126200,124900,124000,121900,129000,125300,124700,119200,123100.0,126200.0,124800.0,127700.0,127500.0,135600.0,147400.0,144100.0,142900.0,120500.0,122700.0,118700.0
NARRAGANSETT,RI,395100.0,415500,410800,414800,420000,423000,436100,449600,451600,449900,452400,406100,411800,402000,477400.0,470200.0,483600.0,472100.0,466500.0,458400.0,481400.0,458900.0,438900.0,426800.0,479400.0,473900.0
HAMPTON,NH,386400.0,377000,352700,345400,352900,339100,344400,332900,351700,351000,367500,370900,361100,341500,341800.0,377900.0,389300.0,369700.0,358500.0,358200.0,349100.0,345800.0,327900.0,353400.0,376400.0,400800.0
COWETA,OK,138900.0,137400,138600,141600,143800,148000,145100,146400,139400,141400,146100,147600,151500,150000,148400.0,148500.0,148600.0,162200.0,161000.0,157200.0,150200.0,151800.0,163500.0,167300.0,163900.0,
DENNIS,MA,325800.0,325100,334500,347300,346100,344700,329700,347400,347400,359600,339300,349800,358400,371500,366600.0,359300.0,367300.0,360800.0,353700.0,340000.0,339300.0,340200.0,340200.0,351000.0,341500.0,339500.0
SADDLE BROOK,NJ,360400.0,369900,388500,377700,367400,353300,343000,338300,349100,377400,379300,375000,354100,399600,404500.0,410700.0,371100.0,353800.0,370000.0,383000.0,413300.0,415900.0,420000.0,413600.0,408600.0,464400.0
COTO DE CAZA,CA,1165100.0,1113000,1127400,1109900,1189300,1208700,1227500,1257800,1317400,1269900,1198800,1196800,1163200,1176900,1053400.0,1132900.0,1056300.0,1058700.0,1037300.0,1104900.0,1071000.0,1043500.0,1013600.0,1132000.0,1143500.0,1155800.0
RUSSELLVILLE,KY,103000.0,121200,125400,105900,102300,103400,126000,115000,115600,111500,110600,105100,103300,96400,,,,,,,,,,,,
CREEDMOOR,NC,197600.0,208700,207600,196600,213000,216400,222300,213300,208500,207700,210200,249600,239700,236900,203800.0,227100.0,233000.0,252300.0,245300.0,261600.0,267000.0,275900.0,258100.0,245700.0,224700.0,214500.0
CANYON LAKE,TX,278300.0,276600,262100,256600,262300,277500,285600,286600,272600,273600,277000,285200,283200,268800,277600.0,257400.0,289700.0,285900.0,301600.0,262800.0,273900.0,289400.0,308400.0,274200.0,286300.0,285300.0
ALLOUEZ,WI,167500.0,179100,180600,179500,169300,166700,163700,161000,165500,167900,168100,163100,162900,164000,174500.0,173600.0,176800.0,175300.0,180700.0,179300.0,178200.0,179200.0,187000.0,191700.0,184500.0,178000.0
DAMASCUS,MD,362500.0,374200,350500,339800,313200,336700,346300,362900,370700,362700,342000,346600,336900,351400,350200.0,353700.0,353100.0,341800.0,336000.0,345800.0,348200.0,374000.0,356400.0,363100.0,375000.0,392900.0
WEST RICHLAND,WA,274100.0,278700,276600,289600,305100,313300,313500,309700,312000,320400,297200,302600,318900,336700,326100.0,325800.0,323900.0,341900.0,336500.0,364800.0,372000.0,380300.0,372300.0,354100.0,359500.0,340800.0
SPANISH FORT,AL,249500.0,249800,252400,262800,251700,260700,258900,240800,235100,250300,274800,283900,273100,259700,237000.0,242900.0,233500.0,261800.0,258000.0,285200.0,282900.0,285900.0,301200.0,278300.0,312800.0,292300.0
OWENS CROSS ROADS,AL,237400.0,239300,239400,226900,228300,226800,220300,220800,225100,231800,241700,248400,266500,264400,263500.0,252200.0,243500.0,247400.0,256500.0,268700.0,265300.0,259200.0,275700.0,291800.0,303700.0,304300.0
YOUNGSVILLE,NC,211200.0,214100,228000,222800,236600,227100,233400,226900,225700,232200,229600,232100,226500,239800,249200.0,239100.0,238900.0,233800.0,252400.0,248100.0,264400.0,267700.0,254800.0,247200.0,231900.0,253200.0
BELLEVIEW,FL,120200.0,135000,131600,133600,118100,116700,115100,112400,118500,122000,138500,136900,138600,138500,142100.0,133300.0,127700.0,125500.0,127600.0,120700.0,115000.0,119300.0,139600.0,144600.0,135400.0,136200.0
STURGEON BAY,WI,154700.0,147900,160200,170300,172200,158500,156600,153000,157100,156200,148200,155800,165100,190400,197300.0,178000.0,159800.0,146400.0,152300.0,175400.0,190000.0,178000.0,188900.0,193000.0,201500.0,174400.0
LITTLE FALLS,MN,133400.0,132700,145300,141600,141400,135000,142200,137400,141500,154100,165200,152600,154600,155000,162900.0,156600.0,160000.0,171100.0,168900.0,165600.0,158500.0,163500.0,165200.0,156600.0,154900.0,156500.0
WESTLAKE VILLAGE,CA,871200.0,1027500,1074300,1063900,942000,989600,988600,992900,937200,994700,1015800,1043200,1156000,1114100,1113900.0,960600.0,959100.0,967100.0,1002800.0,1069700.0,1092200.0,1203200.0,1160000.0,1155400.0,1117100.0,
COLLINGSWOOD,NJ,187900.0,192100,188200,210300,220500,228400,215900,213200,213300,222600,217400,217300,213600,235500,241700.0,250500.0,232200.0,257900.0,252900.0,253500.0,218600.0,220700.0,236300.0,248900.0,247100.0,240700.0
MIDDLESEX,NJ,267300.0,268700,283200,272700,259000,252100,265300,299700,312500,298000,294900,267500,260900,247100,265500.0,276400.0,277100.0,294300.0,294100.0,309100.0,301000.0,329200.0,339200.0,331200.0,314900.0,298500.0
PATASKALA,OH,194800.0,202800,204400,209300,208600,214100,209200,208600,201800,211400,203100,206600,214900,235100,250500.0,245100.0,231600.0,216900.0,211000.0,216600.0,226000.0,228300.0,214300.0,200800.0,199400.0,215300.0
MILLBROOK,AL,110200.0,115900,119500,126900,126700,129100,126100,131000,126800,133200,135100,140500,134900,127600,128800.0,124900.0,131400.0,127300.0,135000.0,131500.0,133400.0,129400.0,129000.0,136800.0,150300.0,161000.0
GULF SHORES,AL,238300.0,226300,242200,224600,233700,236200,258200,257900,268300,244200,260800,246500,267600,235000,249200.0,246400.0,266300.0,248600.0,260200.0,278200.0,289000.0,283100.0,269300.0,272300.0,285800.0,294900.0
DARDENNE PRAIRIE,MO,244700.0,240100,235900,289200,285600,279600,288800,305200,309500,301400,282200,298700,289000,278800,272000.0,292600.0,321100.0,320500.0,311200.0,307000.0,307200.0,311300.0,309600.0,334100.0,353400.0,372400.0
HEMPFIELD TOWNSHIP,PA,121900.0,134900,151500,143900,150800,161800,175400,158900,141000,132300,135400,162600,160700,162100,129400.0,124500.0,124700.0,131400.0,135800.0,135600.0,144400.0,146600.0,147800.0,148600.0,137500.0,
WHITE HOUSE,TN,216800.0,220000,217000,216600,220800,223600,218200,214900,221200,224600,230900,251800,249900,256000,241700.0,247800.0,237900.0,234400.0,244000.0,254200.0,254900.0,250900.0,251600.0,247800.0,236700.0,
BEECH GROVE,IN,98200.0,99900,100200,99200,102500,105900,110700,111200,109300,109800,110000,115900,113100,116900,114100.0,121600.0,109800.0,108800.0,109300.0,125200.0,128300.0,136500.0,132200.0,134600.0,132300.0,139400.0
LOUISA,VA,200800.0,191600,162300,165100,164500,183000,193300,193600,190900,180100,181400,182300,194200,212300,214900.0,206300.0,202300.0,212700.0,229500.0,219900.0,209900.0,203100.0,212800.0,234700.0,263000.0,268200.0
SPRING CREEK,NV,217300.0,221200,228000,240800,246400,247600,249200,251700,248800,244000,248200,250200,251800,247300,253500.0,255500.0,250500.0,237500.0,235900.0,249800.0,255200.0,251700.0,252700.0,254000.0,262300.0,258400.0
BARRINGTON,RI,517700.0,520100,485600,427900,447000,421700,424100,446900,447500,461100,464600,455400,459700,412400,464500.0,464800.0,460200.0,416500.0,444600.0,467900.0,467000.0,442200.0,456700.0,433400.0,417800.0,492700.0
WILLIAMSTOWN,NJ,163300.0,161100,161100,159800,159600,162900,170700,157900,152500,149600,164600,160400,164200,164700,168700.0,165200.0,175200.0,184900.0,198900.0,190700.0,195600.0,201000.0,196900.0,191600.0,193900.0,
LYNDHURST,OH,139700.0,139100,136500,134100,135800,128900,126700,125700,131200,136000,139900,135700,140000,141600,150800.0,146300.0,138700.0,134600.0,131600.0,136100.0,127300.0,129300.0,127500.0,131800.0,139100.0,141100.0
MIDDLE ISLAND,NY,261300.0,238200,238500,241100,264300,268900,290700,302700,297400,299900,288100,278600,280900,269000,275500.0,285400.0,316100.0,320900.0,302500.0,289400.0,283100.0,295400.0,288800.0,309000.0,311600.0,298000.0
GREENDALE,WI,207500.0,222000,239200,241200,240800,228800,223000,220800,221300,231600,253800,253800,248500,232500,240900.0,246700.0,255200.0,264000.0,256000.0,246100.0,226800.0,227800.0,245000.0,270500.0,271100.0,246400.0
SHELBY,OH,88000.0,100600,89800,86200,73300,85400,92900,91400,86300,91700,103900,103200,105300,96700,92600.0,87500.0,89100.0,99200.0,102600.0,109900.0,119400.0,109200.0,110700.0,96600.0,,
MASHPEE,MA,379600.0,369000,385500,387800,392000,407800,385900,373800,367900,378700,381000,377600,406300,403500,407400.0,382000.0,410000.0,401700.0,394400.0,367100.0,360600.0,369900.0,394900.0,397200.0,408600.0,379600.0
LONG VALLEY,NJ,395900.0,421300,416700,464800,449200,441200,426400,392000,393300,411900,453900,399600,387800,367900,397500.0,406800.0,450000.0,492000.0,489100.0,458000.0,424100.0,420700.0,430600.0,455600.0,464700.0,438600.0
WHITMORE LAKE,MI,225200.0,262800,261900,266100,228200,223000,230700,240200,244100,232100,210100,214300,211200,282700,278600.0,284100.0,214400.0,219400.0,225000.0,242500.0,234600.0,227700.0,226700.0,258000.0,272300.0,299800.0
MOORE,SC,162500.0,164700,160000,168300,163700,175100,165900,169100,163700,170300,177200,178500,179000,173300,183100.0,179100.0,180500.0,178800.0,181500.0,180700.0,177900.0,180300.0,193700.0,192900.0,189700.0,174100.0
MARBLEHEAD,MA,633700.0,607800,605500,569400,612700,610700,636100,599100,582700,584800,608800,620900,650800,633400,644500.0,614800.0,652600.0,640800.0,629700.0,603800.0,650200.0,637900.0,669300.0,664900.0,796300.0,797200.0
METUCHEN,NJ,324200.0,415800,376900,372400,345400,363400,353200,354500,363900,381200,362300,349000,352000,346200,365000.0,362300.0,416300.0,408800.0,407700.0,377200.0,388800.0,402000.0,384300.0,379000.0,377000.0,
APOLLO BEACH,FL,255500.0,251800,261700,269800,281400,279300,277600,278400,283700,290000,295800,287600,280000,284600,291800.0,288200.0,287900.0,274100.0,275300.0,273700.0,285700.0,297100.0,311300.0,307100.0,309400.0,306800.0
GIBSONVILLE,NC,148500.0,153500,176500,172400,171300,172000,182500,182400,171200,171700,169800,165300,156700,151700,159300.0,145900.0,148500.0,169100.0,187500.0,192400.0,169300.0,149200.0,156300.0,150200.0,175400.0,192100.0
ORRVILLE,OH,129500.0,121000,121300,117000,125300,118300,127800,127300,147700,150600,150600,156800,154600,152800,134300.0,124400.0,129300.0,125000.0,134400.0,135800.0,145900.0,152400.0,156900.0,149000.0,,
CHAPPAQUA,NY,907900.0,887400,849300,842300,829200,835000,863800,911700,868900,902500,843300,828800,729300,732200,688000.0,734800.0,680200.0,746000.0,776500.0,819300.0,887700.0,826100.0,866700.0,804500.0,935700.0,906200.0
LEBANON,NH,264600.0,257600,251600,236100,247800,251800,241400,235100,232600,227500,266700,247000,227000,218500,234400.0,265500.0,241000.0,246400.0,249400.0,234700.0,238700.0,230500.0,269100.0,283100.0,295900.0,315000.0
GROVER BEACH,CA,516900.0,502400,530900,535000,539000,515300,470500,474600,471800,504200,506900,532200,516800,520900,502400.0,514500.0,480100.0,460800.0,449100.0,498700.0,514800.0,539900.0,551000.0,567600.0,566900.0,540600.0
CHARLTON,MA,246200.0,248100,259000,277900,284700,283600,283800,278300,262300,260400,283700,273900,283200,241300,260700.0,268000.0,282300.0,305500.0,301600.0,317400.0,333800.0,315300.0,304400.0,281300.0,268400.0,322100.0
RED OAK,TX,216800.0,221000,221300,222000,202800,206700,206700,227400,231000,232900,232900,231500,229000,229400,229600.0,225000.0,215400.0,214600.0,226800.0,237100.0,241000.0,235600.0,233000.0,227000.0,230400.0,234500.0
CONWAY,FL,254000.0,254600,251400,247000,240100,259400,262400,268300,260500,265600,270200,284300,265700,253300,250800.0,270800.0,292500.0,283500.0,273000.0,273000.0,283000.0,285700.0,290900.0,290400.0,291300.0,278800.0
CLARKSVILLE,AR,98000.0,104700,107000,108000,120500,125800,131300,118300,113100,119300,126300,119000,111400,110100,123000.0,114900.0,118200.0,109700.0,125700.0,133600.0,139200.0,124900.0,116200.0,107700.0,112500.0,116700.0
CALEDONIA,MI,244000.0,239900,229300,238000,253600,267700,267700,275700,269600,291000,281700,271000,255600,279800,296700.0,299800.0,281600.0,270500.0,285900.0,293400.0,308100.0,287200.0,280500.0,272300.0,281600.0,284500.0
PRINCETON,TX,209800.0,211700,211500,213700,216400,211900,210000,209500,210700,211600,212300,211800,212700,208400,209500.0,206400.0,212700.0,215300.0,218000.0,222100.0,219900.0,225100.0,219300.0,226700.0,227000.0,226000.0
LAKE VILLA,IL,235200.0,223500,235200,218000,212100,198500,207900,210600,208900,221500,214700,214700,217200,223700,227500.0,209600.0,209800.0,211700.0,224300.0,226900.0,223700.0,227700.0,228800.0,219100.0,221200.0,243700.0
HEDGESVILLE,WV,169500.0,157900,158500,157400,166100,158400,160100,169900,178200,177200,178000,189400,203100,191600,185200.0,166100.0,167200.0,180200.0,185500.0,185400.0,183800.0,186900.0,182000.0,170000.0,180800.0,199200.0
SUPERIOR,MI,214800.0,222400,226600,227900,221600,207500,205600,191900,190400,196000,201400,237300,229900,227300,200500.0,218600.0,210800.0,202800.0,179100.0,193100.0,212800.0,211000.0,225400.0,233200.0,244500.0,220100.0
CHESTER SPRINGS,PA,454300.0,439500,447200,461900,474200,444400,432700,457900,461900,471100,402000,390200,382300,430700,439000.0,437200.0,430900.0,466100.0,481800.0,486800.0,475300.0,463200.0,450500.0,398600.0,402200.0,383300.0
DUNCAN,SC,171200.0,169500,180400,176300,184500,179000,174700,171100,182900,196900,195700,187800,177700,175800,162200.0,162500.0,175900.0,182900.0,182100.0,183100.0,190300.0,220000.0,200900.0,204100.0,181100.0,191100.0
BERKELEY HEIGHTS,NJ,540400.0,527000,569100,538300,540100,521000,554900,565200,524400,518000,495800,532400,573300,563700,575200.0,539200.0,552000.0,599400.0,598800.0,605400.0,528600.0,534500.0,552500.0,558900.0,527200.0,493800.0
GRETNA,NE,250700.0,238200,244900,246000,245500,245600,247700,250800,253100,265400,270900,277400,269700,273300,274100.0,280600.0,285500.0,289200.0,281500.0,278400.0,285200.0,289000.0,280400.0,265600.0,273500.0,273300.0
MIDDLE VALLEY,TN,178900.0,180200,176600,170500,170000,170500,175600,169100,170500,168200,181800,180400,185500,170900,178500.0,181700.0,203400.0,194300.0,192300.0,184500.0,202900.0,207600.0,203500.0,185600.0,178300.0,169600.0
BISHOP,CA,376100.0,374800,460300,439800,414800,365900,355000,358300,376500,389900,390200,375000,342900,355500,338200.0,394900.0,398200.0,431500.0,400700.0,413600.0,427700.0,422200.0,411700.0,371300.0,383500.0,
CLAYTON,CA,757300.0,742400,755700,731700,751200,736500,769700,763900,770300,773700,734400,720100,692800,715200,750100.0,780300.0,826700.0,818100.0,850100.0,841500.0,856400.0,762100.0,763100.0,762000.0,830200.0,833400.0
MANHASSET,NY,1488800.0,1492900,1399300,1338100,1344200,1443000,1467500,1497500,1520400,1596600,1512100,1466400,1425200,1596300,1671300.0,1699600.0,1531200.0,1412300.0,1352000.0,1382100.0,1312800.0,1424400.0,1443400.0,1430900.0,1364600.0,
NORTH AURORA,IL,246200.0,264300,277000,250800,238700,226800,253200,243400,239400,249900,260700,259200,239700,244600,249000.0,235900.0,226500.0,223500.0,253500.0,254000.0,252400.0,248100.0,232700.0,230800.0,217500.0,233200.0
ROSELLE PARK,NJ,231800.0,228100,222300,228400,242400,253300,261900,252800,262700,262100,281000,258900,255000,259900,272100.0,285100.0,299000.0,317900.0,305400.0,298700.0,287200.0,295600.0,290400.0,290200.0,313500.0,326600.0
NORTH PALM BEACH,FL,291900.0,307500,305200,340700,328000,282200,278600,272400,315600,283800,306100,268200,295100,302700,338800.0,359300.0,337300.0,331200.0,317500.0,328800.0,369800.0,356000.0,338200.0,311700.0,325900.0,395400.0
ORTONVILLE,MI,247700.0,241300,266200,268900,277100,260900,249600,240100,243300,241700,251900,252100,248600,241800,234900.0,252300.0,249000.0,249200.0,233500.0,237700.0,256500.0,272000.0,277600.0,302700.0,308600.0,283900.0
CHELSEA,MI,252600.0,247500,256200,245900,262000,267600,261400,259900,255200,267900,276500,287400,290000,286200,291900.0,272100.0,255800.0,259100.0,277500.0,292100.0,284000.0,268300.0,252700.0,240000.0,254300.0,278600.0
GENEVA,OH,113300.0,117900,114100,119400,96200,104100,100500,118200,102200,103100,97400,115300,114600,109100,87900.0,90100.0,91600.0,103400.0,109500.0,121500.0,113100.0,103200.0,116800.0,115900.0,,
BERTHOUD,CO,427100.0,419800,402800,388400,395900,404600,390300,382000,370100,385900,405300,424200,403900,413400,409400.0,423300.0,394100.0,380900.0,377400.0,378900.0,378200.0,403000.0,434000.0,457100.0,411200.0,398200.0
CEDAR LAKE,IN,146000.0,172400,172200,183500,180500,177700,167900,165200,182400,184600,183800,174600,175200,148200,156100.0,152900.0,192100.0,174500.0,192300.0,180700.0,195300.0,213600.0,224300.0,224800.0,183700.0,174700.0
LINCOLN,MI,208300.0,209000,212100,199800,215500,219300,225500,260500,276000,281300,232100,275700,269600,258500,222200.0,219700.0,220700.0,200800.0,214600.0,239900.0,240400.0,255300.0,234200.0,282600.0,267400.0,275100.0
UNIVERSITY HEIGHTS,OH,148200.0,145900,145300,139900,135000,137700,134400,134600,127100,144400,156700,165600,148200,128100,125800.0,131700.0,146300.0,146500.0,153200.0,145700.0,146600.0,146100.0,156400.0,149300.0,143100.0,140100.0
WIMBERLEY,TX,334400.0,325000,325100,319900,317600,302400,344200,354700,352000,315700,318400,381800,366600,366300,332500.0,336500.0,347500.0,323600.0,341100.0,382600.0,406100.0,441900.0,408300.0,406400.0,402100.0,416300.0
CULLMAN,AL,151200.0,149400,147800,152600,150100,146500,148900,142100,135200,127200,132200,151800,159800,159300,152100.0,161000.0,170000.0,168200.0,154700.0,151700.0,155500.0,145100.0,131200.0,124600.0,148400.0,172900.0
PELLA,IA,228600.0,203800,228100,201400,221400,207500,193100,193900,196600,209300,192800,214300,219500,233700,217100.0,208400.0,209400.0,218800.0,225800.0,225500.0,211200.0,202500.0,188900.0,201400.0,186400.0,195000.0
LULING,LA,219200.0,224100,213300,212300,193100,220800,209000,214800,216900,210500,258800,247900,241000,219000,204100.0,225800.0,201800.0,208700.0,237100.0,243400.0,233300.0,205300.0,242800.0,249300.0,273100.0,256300.0
MANISTEE,MI,107500.0,105000,106300,102200,116000,107000,111900,107900,116300,121100,116000,117000,116800,113900,116200.0,106700.0,112800.0,128900.0,141800.0,145100.0,118900.0,131300.0,129700.0,154600.0,147500.0,162300.0
MARINETTE,WI,84800.0,94400,94400,98900,85800,93100,87600,89500,89300,96600,99700,95100,89500,107000,109400.0,100300.0,90600.0,96100.0,113200.0,104500.0,110100.0,104600.0,108600.0,106200.0,108900.0,121500.0
SWEET HOME,OR,202200.0,204400,205200,195100,192300,193900,191800,187500,181900,190900,186900,194800,190200,207400,213400.0,215400.0,215000.0,211800.0,213200.0,210300.0,209700.0,220800.0,224800.0,229200.0,233600.0,239800.0
FARMINGTON,UT,369000.0,392300,374500,389400,367300,387600,379800,392000,403100,409900,377000,332500,340700,354100,397100.0,406700.0,421800.0,429100.0,405400.0,396000.0,406600.0,384300.0,395100.0,363100.0,392300.0,398100.0
FREELAND,MI,,139100,152900,155700,151600,146300,162700,163200,164900,150100,161700,166200,177200,181900,178100.0,165100.0,159500.0,162400.0,162100.0,168000.0,174300.0,182700.0,174600.0,182800.0,186200.0,206200.0
BALL GROUND,GA,249000.0,217100,202800,217100,242900,239200,227500,227600,229300,228000,235000,215700,232800,244600,270100.0,269600.0,252100.0,258900.0,257500.0,301200.0,302500.0,296900.0,247500.0,194000.0,194400.0,
HUMMELSTOWN,PA,202600.0,211500,199700,205500,200800,205300,207300,197100,196400,188500,189900,189700,195300,192700,187500.0,197000.0,213400.0,219600.0,222400.0,213700.0,216600.0,205800.0,202300.0,204800.0,194700.0,236700.0
MASTIC BEACH,NY,126700.0,134900,140800,157900,156600,165600,158400,161700,158200,151400,157700,165800,171300,176700,191100.0,203900.0,205300.0,196200.0,198600.0,190500.0,198100.0,191800.0,200300.0,200700.0,206500.0,201200.0
SWANSEA,IL,161700.0,149600,161900,169600,178200,178000,155400,152800,147100,145000,138000,146500,139200,146500,150000.0,173500.0,176200.0,172300.0,160400.0,163100.0,166300.0,178400.0,166000.0,177900.0,179600.0,197300.0
REEDSBURG,WI,158200.0,164500,155600,156800,150500,151800,154800,151000,157400,150300,151000,157400,167900,174500,170100.0,157500.0,151000.0,147200.0,154500.0,154500.0,150600.0,156600.0,170400.0,199400.0,208600.0,200800.0
CAMP VERDE,AZ,265800.0,215700,223900,208800,203500,231400,248800,271000,253400,244600,269900,271100,300100,298600,297200.0,285600.0,264200.0,247900.0,241100.0,245000.0,270800.0,306300.0,298900.0,277700.0,248700.0,275400.0
COLONIAL PARK,PA,152500.0,152400,150800,148300,145400,149200,153700,157700,154700,152300,151400,155600,156900,153400,150100.0,151300.0,162200.0,163000.0,162400.0,157800.0,157700.0,159600.0,159400.0,162200.0,169100.0,173700.0
COATESVILLE,PA,204200.0,201100,199900,199600,199800,196400,193900,189900,187100,183000,184800,186600,192600,198000,198700.0,191200.0,193300.0,204000.0,213000.0,226800.0,218100.0,219700.0,217900.0,219200.0,219000.0,230600.0
MARCO ISLAND,FL,468200.0,454200,461700,476800,524400,595400,591800,565900,559000,542600,555800,514900,560600,557800,569100.0,521900.0,494800.0,470100.0,484300.0,500900.0,553500.0,556500.0,529300.0,480900.0,468000.0,539400.0
VADNAIS HEIGHTS,MN,234400.0,207400,219900,215400,230800,244500,233900,241900,216700,213000,212100,227300,238300,258300,273200.0,293200.0,288200.0,286600.0,261000.0,240200.0,240300.0,252300.0,244300.0,238700.0,250900.0,265200.0
MALVERN,PA,437300.0,451300,464600,445800,439700,436900,428300,413300,436400,446800,473800,490700,483800,463600,430900.0,470200.0,499200.0,523200.0,506300.0,507500.0,522000.0,533500.0,,,,
OAKLAND,NJ,438100.0,442700,417200,427000,434700,437300,430200,439100,439000,433700,419200,422200,371900,379500,394400.0,442600.0,436700.0,405800.0,417000.0,418200.0,423600.0,414500.0,387400.0,400900.0,403500.0,444400.0
BURLINGTON,WA,293000.0,303300,302300,298100,306100,309300,314700,296500,297400,292200,312800,310200,306900,320700,336600.0,340200.0,343300.0,335600.0,334000.0,300700.0,309700.0,312600.0,330000.0,331700.0,337800.0,342800.0
