RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30
102001,0,United States,country,,140.44421771074346,140.46360153256705,142.32008592910847,143.06408106585394,145.79274367822396,147.02027695351137,147.27393617021278,149.7171381031614,149.8097018706277,150.55206283415475,151.4360313315927,149.95454545454547,148.42816652612345,148.38901918566648,148.0927449513837,148.31081370633206,150.24919378481383,148.55438891222175,149.5,150.56461731493098,150.47398878402038,151.14000249521752,151.66050143855324,151.9407454806309,151.92480527261833,150.79365079365078,150.5700325732899,149.27390116804537,148.12376563528636,150.3585675958692,154.56999031790224,158.4425036390102,159.548226509023,162.14101918472238,162.17282404508452,163.83333333333334,161.23581219715956,164.18613062491184,166.9744022549614,170.32247063281545,172.77777777777777,176.5157955198162,180.43458914268763,181.7055126756802,185.88072307716388,189.48209718670077,190.900826446281,195.25222551928783,194.2135345221765,194.7106576341459,196.66666666666666,201.430781091648,203.60441176470587,205.14051466815687,206.30608793851928,207.07591592649578,207.65027322404373,208.08823529411765,206.49639089394782,204.3167723828941,202.02382180452634,202.83061465728892,205.7943801112464,209.0937323546019,211.88772702256466,210.62263808139534,210.21459227467813,208.69571262755719,208.33333333333334,208.19371300265362,204.50757575757575,205.99108517462582,203.64284222838256,203.04781576003887,206.28930817610063,208.7853260230134,209.70461592067002,208.66298211133784
394913,1,"New York, NY",msa,NY,246.57374031750902,234.55193905817174,250.48702550885923,252.37130238555773,246.91361566653092,275.63197586726994,283.2182795698925,265.0,247.0810909090909,266.0,279.3040293040293,264.4117647058824,273.0769230769231,274.23338916806256,280.23809523809524,276.5369070410551,287.0,289.47862059209956,290.4761904761905,299.4372098754998,270.58659457603846,279.8780487804878,269.5575221238938,285.07142857142856,289.9484536082474,265.32469935245143,275.86206896551727,288.5243993294841,263.5017165277097,287.52774404802506,281.65374677002586,292.4281984334204,288.46153846153845,308.43589448661913,328.7859424920128,347.32748538011697,290.9827461159675,343.93939393939394,333.8600672830137,356.0,379.4642857142857,375.0,378.4018537689153,372.5,394.4838056680162,389.82575757575756,336.01756954612006,356.2037037037037,393.89,330.6545861297539,383.0,405.91041611449776,410.5820105820106,368.0,414.4705318639195,395.227442207308,351.77053151683776,380.33807829181495,400.32838360086805,413.063548136646,377.1043771043771,397.2457627118644,469.27109105025806,426.1320771268663,417.28382000282124,446.6501240694789,420.7459207459207,417.61477045908185,414.44594683003237,411.813808907179,438.3500604594921,408.3333333333333,429.30632424964426,434.6314325452017,452.90757832871157,458.547322083639,467.741935483871,476.7741935483871
753899,2,"Los Angeles, CA",msa,CA,396.2554487340169,412.2751247327156,430.2147239263804,447.2595656670114,470.96597709690684,475.28914759199824,465.7828735220351,475.8320811051693,479.3333333333333,473.43199193778185,432.71604938271605,445.97186700767264,451.2977762703241,424.24242424242425,435.6364727054589,477.41031250976357,479.0091955030785,458.3521190261497,480.7773109243698,491.0549490535877,483.2291074474133,507.8125,464.679320888437,453.9950460014154,475.31231409875073,488.22421299397183,507.47621205256,488.8888888888889,488.28125,504.3075912128704,524.3775620596919,489.73183978275625,571.6723549488055,480.20512820512823,504.5318216304671,502.72798129384256,539.0738060781476,503.5362797236995,551.9791506557256,621.6469120116744,600.0502134069797,561.3367227871312,600.9820549675976,591.6666666666666,654.9261083743843,620.0,592.7944842384273,558.0405126085159,591.6334661354582,620.0,666.6666666666666,668.8836104513064,782.1239762083356,821.9031200067277,739.92673992674,729.2173067574137,683.0749936635737,658.3009404388715,612.0192853091322,600.898380100133,674.000962927299,633.9885365078388,768.6739130434783,749.7181510710259,714.0112014056666,725.672068417351,628.6212391718227,693.0987611169367,706.0739978447903,670.7855251544572,615.6807724221167,548.3028720626631,679.4682422451995,586.3914179104477,644.7225244831338,591.7571122906259,582.1007575757576,621.1557812114359
394463,3,"Chicago, IL",msa,IL,158.61507936507937,156.4988997577618,159.5744680851064,177.0614461786201,172.53334055066355,175.39267015706807,174.8460671245769,165.75478968995907,170.94017094017093,156.60377358490567,157.223607491704,156.55555039464033,149.69182782283218,152.95640914976264,161.02394715111478,165.26526526526527,165.48315321042594,170.7792207792208,180.00460954809952,168.57142857142858,166.8567454798331,172.22222222222223,154.50241122314773,164.5631067961165,159.2163872568296,165.83493282149712,163.8301673876246,166.03773584905662,159.13392974241043,171.57640750670242,165.96770343218412,169.60081229843445,170.31938857602574,173.5191655004906,162.7651515151515,167.92913866829565,180.15170670037926,171.8722494248127,183.8709677419355,185.6124460645737,180.25641025641025,191.1101083032491,188.9489134392629,179.96,184.48460354118552,192.78598034636684,187.03108252947482,190.19019019019018,192.73938943520866,193.7037037037037,194.5232466026117,204.72247776317545,195.89373459824134,211.43284846047123,208.34025300032437,195.7643389962096,200.54035069999978,196.90840797457383,199.66666666666666,195.23809523809524,196.5131948343627,198.89886592211306,196.52047354684595,204.84427377959355,214.22032346658528,214.57085020242914,201.76332573279137,200.84121976866456,203.5148514851485,203.18446264367816,202.47047179148797,210.39001122334457,203.48185976286692,205.15873015873015,207.21111652852267,219.17124600638977,218.04360993337372,222.91513254786452
394514,4,"Dallas, TX",msa,TX,131.656330749354,131.98629847758133,132.6749282369393,132.78932893289328,135.79128934885728,137.21484508001362,138.11294027565083,137.76543016977286,137.83597518952448,137.59343195237594,136.36135508155584,135.34433837441617,136.51877133105802,137.58146270818247,136.20431742170874,138.20928316724508,138.66110503282275,138.02380197813739,140.3701665875689,138.23682837767345,139.1987713579332,140.6400966183575,139.30853085490014,139.71322061758838,141.00653353685135,139.5591085271318,141.32186996238582,141.46868250539956,140.54054054054055,141.07344632768363,143.02574065080137,143.90719486385098,145.04457064797938,146.88546224076367,148.64851259690943,149.09544603867747,149.96118185701317,154.3179102949208,154.68933177022274,159.99176389695216,163.3986928104575,166.70742466819493,170.1675521046179,174.39832577607254,178.39687194525905,179.97770628561727,181.63587000230177,183.25799155252042,186.50312530444015,188.42005370471313,194.43451859636832,199.46582033096928,202.0582765034098,208.34072545985904,207.2054134223211,206.5351418002466,203.31622581918674,201.27524990188223,198.3626389918458,198.61900893582452,196.74977224490107,194.61170024925514,199.22558744231503,200.67076579094467,200.41826420355525,197.77882388558936,198.70268471060336,197.35973597359737,197.23756906077347,194.3126481042654,192.57211061235603,192.58765212588986,191.17506813429156,189.5991332611051,195.03045685279187,196.4273127753304,194.47222222222223,193.80052198448809
394692,5,"Houston, TX",msa,TX,115.44232749742534,114.91725352112677,117.96389891696751,119.14840956462365,119.85315068891062,120.89815606410225,121.91366090248204,122.13603818615752,122.39644561896745,121.66222585567908,121.30984042553192,122.4105461393597,121.51291217051414,122.39550679205851,124.84242424242424,123.00257731958763,124.33115280502267,124.83364386478573,126.08459869848156,126.87889130209949,127.0536052679114,125.40752351097179,127.73437447452497,128.78122596414735,124.37774524158127,127.20294073742349,127.92596624931954,127.76323084940358,127.0047474077325,128.95966551893753,129.36496929286483,131.2642905178211,131.84851179185324,135.1289592760181,135.38604076590488,137.6877241482367,137.47457969783682,137.05051871898962,142.66779141471872,146.67765464249192,148.5342019543974,154.2132620850258,155.57102001906577,157.11013284620998,159.29778933680103,160.74863287038966,164.07193849533223,166.08964765030956,164.92393915132106,167.32666666666665,170.84723457637898,176.55073105892777,176.84635259532286,179.17843791673113,179.49074074074073,180.72289156626505,180.02488479262672,175.47734627831716,174.12824934014486,173.06897410358565,170.00303582270794,172.00945375778198,175.04859155740968,172.469280280866,176.85855872375538,171.5986227250369,173.165430300092,173.0401954127302,171.6961498439126,169.77362761743066,168.21845794392524,171.80066079295153,168.84590409942322,167.49502982107356,173.73530914665304,173.26393552719946,173.23178016726405,173.49050728184346
395209,6,"Washington, DC",msa,VA,194.3885485612355,191.23752012882449,194.86479591836735,193.23217115689383,193.47155918235146,195.46131434121074,196.02994847382683,200.01414987080102,197.98195631528964,201.2283950617284,186.65422305179655,194.8978737994766,190.28999674160966,186.4922387794121,197.96137339055795,201.18671801600954,194.45580210985813,198.55079938112428,202.04196519959058,204.67505241090146,220.91067415730336,193.13483050498132,201.33418604651163,207.41935483870967,227.88447387785135,215.75,210.81533234224736,220.54847431440712,224.93891485372376,212.79805336921626,244.82413793103447,238.0922619047619,256.8695184382244,244.05055687658427,232.75862068965517,241.87592319054653,231.19715675271232,241.46268883701333,238.09047619047618,235.345,236.15848858567304,244.50334821428572,257.67761904761903,251.35754431474277,265.3989719256623,277.77985074626866,263.1522956326988,255.85142857142858,256.65818904636666,265.25188241898456,269.9949490462039,279.7347660500544,271.7423803609454,274.3960993576527,287.136815920398,269.76844105480836,277.58641975308643,278.0284965607599,282.51894298688194,287.5,286.8951376684241,285.59362934362935,288.55718782791183,283.65891943227984,281.77570093457945,287.4206793579694,298.6861897873205,302.4968698970837,275.908991231604,273.3785018341841,280.0656412478336,284.9863263445761,285.132382892057,288.3113850996852,294.45983665312684,286.01027397260276,290.3877082136703,286.78644240570844
394974,7,"Philadelphia, PA",msa,PA,172.74898242479736,173.0906776341559,180.1643059490085,198.52524106636415,185.38148690959963,180.0,179.58412098298678,181.5181518151815,172.86461102250576,187.21620227038184,183.87568306010928,178.98322725322328,177.47596153846155,174.0227533900253,171.14285714285714,185.6203007518797,183.9712918660287,188.67279090113735,179.50609161793372,179.40601833355527,182.2394542625474,179.1497730711044,179.43107221006565,183.8361090178347,179.62962962962962,174.36380772855796,187.5,191.81460680659802,187.77777777777777,184.60835198916482,193.55657001571825,193.503800967519,190.18679493341628,193.57615894039736,191.42857142857142,203.39608574091332,199.6093546990039,192.30406386066764,208.61175291027826,207.72592067988668,211.66475972540044,218.30186227804245,226.68219461697723,226.31924003211134,221.32004596506425,228.46923768267888,230.91605919913104,227.64771559671982,231.8431840760621,223.32666666666665,232.40427400657438,236.3611111111111,248.00960719530104,246.13095238095238,253.6990284619595,250.31993082576741,250.01350468925511,256.38016940707524,246.6144630616908,258.0230507194579,243.32725402099223,238.66,266.55088194929954,273.15608919382504,258.9991454817347,251.5837104072398,246.44098278700534,249.43187531422825,245.81040034034848,248.66,250.31926282051282,253.32666666666665,266.66,253.2473604826546,247.21461187214612,266.54411764705884,265.3228692574007,259.0254957507082
394856,8,"Miami, FL",msa,FL,200.98948670377243,206.215953307393,192.4562744099168,199.94444444444446,200.07188256658594,206.07997557997558,200.0,200.2913328477786,205.0,200.34716284502525,201.1815013788773,201.14125985388932,201.0990393892361,205.33732778034357,206.16637272192827,203.0701754385965,220.4945515507125,204.14031052328926,215.18987341772151,219.674355495251,217.84004810583284,217.83361064891847,225.18765638031692,217.67641129032256,225.0,214.09214092140923,212.5,208.79888268156424,219.42446043165467,215.93959731543623,222.1906116642959,224.08836969227733,245.32263096809606,246.91358024691357,248.68728151884955,256.25,243.43369634849455,265.6675749318801,272.87105915692524,262.2219493727873,,,308.69565217391306,277.49944333110665,307.871807773019,283.8298438648462,295.84069068740706,335.63178677196447,326.494738503849,313.1443473962662,328.6217078153044,342.50764525993884,320.11140495867767,339.52232667450056,343.97775011613055,306.96616792402585,310.84545763444845,322.5806451612903,314.05304792926944,310.546875,346.9730941704036,327.22513089005236,355.8454811940419,357.32142857142856,342.31200897867564,371.01070377308,341.25748502994014,329.79529946929495,349.0566037735849,351.64104694640633,371.50037417167255,384.8684727129957,374.27353738860904,364.0093786635404,414.8806764745399,411.9031607262946,376.8269976726144,378.8328387734916
394347,9,"Atlanta, GA",msa,GA,103.11165344722392,105.53777876721537,105.9944231439526,108.48149801587302,110.56497351199751,112.92834890965732,110.20573108008817,111.68103448275862,113.45945945945945,117.67629678266579,119.6746994673997,117.24074074074075,110.60628457814661,112.01929398511203,115.37136522014572,115.50966608084359,118.5823754789272,116.99375557537913,121.77072368421052,121.87823609601001,125.30125526234232,122.72673906662753,122.69902586496472,125.65755392775583,122.43861111111111,127.48910243709133,126.42857142857143,128.4408180667877,123.25027579769178,127.20336593215417,128.68177136972193,133.86162649206636,134.4266030736619,136.2093892747548,138.60179847297752,139.79591836734693,138.63718958207147,142.45014245014244,148.47188264058678,152.45746691871454,158.72220191845946,160.52363141788507,160.7039498952206,159.33451118963487,160.20804135337664,164.6159423716524,166.1364620938628,169.63535086514696,164.66342412451363,167.92865372614511,175.2,176.15384615384616,180.0632911392405,186.77906971872,182.17241379310346,187.14775160599572,187.33782044209056,180.69149305555555,184.70807165654276,186.10433934666017,183.38488166296503,192.39400025262094,190.38227172068045,194.11284879652518,200.77681505826112,197.4543804727553,191.91057797164666,185.8882230400572,192.49565217391304,194.35172413793103,190.18867924528303,195.86759751860714,190.47143974960878,192.21239033609652,191.0828025477707,197.0340909090909,192.30769230769232,190.26110188044476
